Director,Instances,Total_Box_Office,Total_Production_Budget,Total_Metascore,Total_IMDB_Rating,Average_Box_Office,Average_IMDB_Rating,Success_Metric
Ira Sachs,2,1583818.0,13500000,139.0,12.3,791909.0,6.15,6.165838180000001
Kar-Wai Wong,2,2311863.0,22000000,129.0,14.0,1155931.5,7.0,7.02311863
Carroll Ballard,2,38669710.0,14700000,166.0,14.600000000000001,19334855.0,7.300000000000001,7.686697100000001
Takeshi Kitano,1,450594.0,12000000,47.0,7.1,450594.0,7.1,7.10901188
Marco Kreuzpaintner,1,214307.0,12000000,42.0,7.3,214307.0,7.3,7.304286139999999
Alan Rudolph,1,178278.0,12000000,42.0,4.5,178278.0,4.5,4.50356556
Peter Askin,1,146193.0,12000000,18.0,5.2,146193.0,5.2,5.20292386
Susanna White,1,57528.0,12000000,51.0,6.7,57528.0,6.7,6.70115056
Christian Duurvoort,1,17484.0,12000000,50.0,7.1,17484.0,7.1,7.10034968
Timothy Hines,1,14616.0,12000000,nan,5.7,14616.0,5.7,5.70029232
Vladimir Khotinenko,1,nan,12000000,nan,5.6,nan,5.6,nan
Christopher Smith,2,nan,22000000,nan,13.3,nan,6.65,nan
Brian Trenchard-Smith,2,nan,13000000,nan,8.0,nan,4.0,nan
David Winters,1,nan,12000000,nan,2.5,nan,2.5,nan
Jocelyn Moorhouse,1,2022115.0,11900000,47.0,7.0,2022115.0,7.0,7.0404423
John Asher,1,88428.0,11900000,33.0,5.5,88428.0,5.5,5.50176856
Akira Kurosawa,1,nan,11900000,79.0,7.3,nan,7.3,nan
Ishirô Honda,1,nan,11900000,79.0,7.3,nan,7.3,nan
Dan Mazer,1,35593113.0,11500000,21.0,5.9,35593113.0,5.9,6.6118622600000005
Jamie Thraves,1,nan,11500000,nan,5.9,nan,5.9,nan
Barnaby Thompson,1,nan,11400000,39.0,5.8,nan,5.8,nan
Didier Lafond,1,nan,11400000,nan,nan,nan,nan,nan
Tomm Moore,2,nan,19250000,168.0,15.5,nan,7.75,nan
Ross Stewart,1,nan,11250000,87.0,8.0,nan,8.0,nan
R.J. Cutler,1,50474843.0,11000000,46.0,6.7,50474843.0,6.7,7.70949686
David S. Ward,1,49797148.0,11000000,62.0,7.2,49797148.0,7.2,8.19594296
Taylor Sheridan,1,33800859.0,11000000,73.0,7.7,33800859.0,7.7,8.37601718
Rob Pritts,1,23980304.0,11000000,20.0,4.7,23980304.0,4.7,5.17960608
Stephen Merchant,1,22958886.0,11000000,68.0,7.1,22958886.0,7.1,7.559177719999999
Dustin Hoffman,1,18390117.0,11000000,64.0,6.8,18390117.0,6.8,7.16780234
Brendan Malloy,1,13906394.0,11000000,22.0,6.2,13906394.0,6.2,6.478127880000001
Emmett Malloy,1,13906394.0,11000000,22.0,6.2,13906394.0,6.2,6.478127880000001
Gregory Poirier,1,13558739.0,11000000,15.0,5.3,13558739.0,5.3,5.57117478
Tina Gordon,1,9177065.0,11000000,52.0,5.4,9177065.0,5.4,5.5835413
Joel Edgerton,3,94363222.0,26000000,223.0,20.9,31454407.333333332,6.966666666666666,7.595754813333333
Ali Abbas Zafar,1,6200000.0,11000000,nan,7.0,6200000.0,7.0,7.124
Dewey Nicks,1,5285941.0,11000000,12.0,5.3,5285941.0,5.3,5.40571882
Philip Saville,1,4069090.0,11000000,52.0,7.7,4069090.0,7.7,7.7813818
Martin Ritt,2,nan,13500000,124.0,14.6,nan,7.3,nan
William A. Graham,1,2807854.0,11000000,28.0,5.1,2807854.0,5.1,5.15615708
Eric Paccoud,1,nan,11000000,nan,nan,nan,nan,nan
Agnieszka Holland,1,384029.0,11000000,59.0,6.7,384029.0,6.7,6.70768058
Caroline Aubert,1,nan,11000000,nan,nan,nan,nan,nan
Lisa Azuelos,1,nan,11000000,nan,4.4,nan,4.4,nan
Shintaro Shimosawa,1,nan,11000000,24.0,5.3,nan,5.3,nan
Ciarán Foy,2,nan,21000000,nan,11.1,nan,5.55,nan
David Hackl,1,56746769.0,10800000,20.0,5.8,56746769.0,5.8,6.93493538
Ray Lawrence,1,400438.0,10800000,65.0,6.3,400438.0,6.3,6.30800876
Jazz Boon,1,nan,10800000,nan,6.0,nan,6.0,nan
Karan Johar,2,7294215.0,19220000,nan,13.9,3647107.5,6.95,7.02294215
Jaume Balagueró,2,nan,12700000,86.0,12.8,nan,6.4,nan
Ruairi Robinson,1,24084.0,10600000,46.0,5.5,24084.0,5.5,5.50048168
Jonathan Kasdan,2,11075794.0,12500000,102.0,13.2,5537897.0,6.6,6.71075794
Alain Deruelle,1,nan,10500000,nan,2.8,nan,2.8,nan
Jesús Franco,1,nan,10500000,nan,2.8,nan,2.8,nan
Floyd Mutrux,1,123509.0,10500000,nan,6.3,123509.0,6.3,6.30247018
Léa Pool,2,1781963.0,11600000,nan,13.5,890981.5,6.75,6.76781963
Justine Goaziou,1,nan,10350000,nan,nan,nan,nan,nan
Luke Matheny,1,nan,10100000,31.0,5.2,nan,5.2,nan
Sajid Khan,1,1183658.0,10100000,nan,5.5,1183658.0,5.5,5.52367316
James DeMonaco,3,215649290.0,22000000,146.0,18.1,71883096.66666667,6.033333333333334,7.470995266666668
Bill Holderman,1,68566296.0,10000000,53.0,6.1,68566296.0,6.1,7.47132592
Geoffrey Sax,1,56386759.0,10000000,30.0,5.5,56386759.0,5.5,6.62773518
Leigh Whannell,3,134605688.0,20000000,191.0,20.7,44868562.666666664,6.8999999999999995,7.797371253333333
Ken Annakin,1,nan,10000000,75.0,7.7,nan,7.7,nan
Gerd Oswald,1,nan,10000000,75.0,7.7,nan,7.7,nan
Carol Reed,2,nan,14000000,nan,14.2,nan,7.1,nan
Chuck Sheetz,1,36706141.0,10000000,43.0,6.5,36706141.0,6.5,7.23412282
George Ogilvie,1,36230219.0,10000000,71.0,6.2,36230219.0,6.2,6.92460438
Marcus Raboy,2,33262678.0,20000000,nan,10.899999999999999,16631339.0,5.449999999999999,5.782626779999999
Michael Schultz,3,43686727.0,16000000,150.0,19.799999999999997,14562242.333333334,6.599999999999999,6.891244846666665
Ken Marino,1,32149404.0,10000000,54.0,6.0,32149404.0,6.0,6.64298808
Peter Sollett,3,34112155.0,17800000,197.0,20.4,11370718.333333334,6.8,7.027414366666666
Bob Dolman,1,30307416.0,10000000,48.0,5.7,30307416.0,5.7,6.30614832
Peter Rida Michail,2,59580472.0,16500000,138.0,13.4,29790236.0,6.7,7.2958047200000005
Morgan Spurlock,2,40409797.0,10065000,122.0,11.4,20204898.5,5.7,6.10409797
Greg Coolidge,1,28444855.0,10000000,36.0,5.5,28444855.0,5.5,6.0688971
Jason Zada,1,26594261.0,10000000,34.0,4.8,26594261.0,4.8,5.33188522
Olatunde Osunsanmi,1,25486040.0,10000000,34.0,5.9,25486040.0,5.9,6.4097208000000006
Salim Akil,2,61692863.0,17000000,110.0,11.4,30846431.5,5.7,6.3169286300000005
Leslie Small,3,63541530.0,13250000,nan,19.900000000000002,21180510.0,6.633333333333334,7.0569435333333335
Robert Ben Garant,1,20342161.0,10000000,47.0,5.9,20342161.0,5.9,6.30684322
Gregory Plotkin,2,29407555.0,15500000,56.0,10.1,14703777.5,5.05,5.3440755499999995
Leon Ichaso,1,18225518.0,10000000,50.0,5.8,18225518.0,5.8,6.1645103599999995
Patricia Rozema,1,17657973.0,10000000,63.0,6.5,17657973.0,6.5,6.85315946
Joseph Zito,1,17536256.0,10000000,29.0,5.4,17536256.0,5.4,5.75072512
D.W. Griffith,3,nan,10495907,nan,20.1,nan,6.7,nan
Evan Spiliotopoulos,1,15532137.0,10000000,36.0,5.1,15532137.0,5.1,5.410642739999999
Rob Schmidt,1,15418790.0,10000000,32.0,6.1,15418790.0,6.1,6.4083758
Neal Brennan,1,15122676.0,10000000,39.0,5.7,15122676.0,5.7,6.00245352
Jim Jarmusch,5,22657205.0,20100000,380.0,37.3,4531441.0,7.459999999999999,7.550628819999999
Tuck Tucker,1,13728902.0,10000000,47.0,5.9,13728902.0,5.9,6.17457804
Zara Hayes,1,13631124.0,10000000,36.0,6.1,13631124.0,6.1,6.3726224799999995
Theodore Witcher,1,12479335.0,10000000,65.0,7.3,12479335.0,7.3,7.5495867
Jim Hanon,1,11967000.0,10000000,45.0,6.7,11967000.0,6.7,6.9393400000000005
Chia-Liang Liu,1,11555430.0,10000000,74.0,7.5,11555430.0,7.5,7.7311086
Jackie Chan,1,11555430.0,10000000,74.0,7.5,11555430.0,7.5,7.7311086
Michael Patrick Jann,1,10571408.0,10000000,28.0,6.7,10571408.0,6.7,6.91142816
Robin Bissell,1,10205616.0,10000000,49.0,7.3,10205616.0,7.3,7.50411232
Autumn de Wilde,1,10055355.0,10000000,71.0,6.7,10055355.0,6.7,6.9011071
Jason Bateman,1,7779614.0,10000000,57.0,6.6,7779614.0,6.6,6.755592279999999
Jeff Lowell,1,7563670.0,10000000,30.0,5.2,7563670.0,5.2,5.3512734
Farren Blackburn,1,6900335.0,10000000,25.0,4.8,6900335.0,4.8,4.9380067
Marcus Dunstan,2,14554172.0,13000000,67.0,12.399999999999999,7277086.0,6.199999999999999,6.345541719999999
Ulrich Seidl,1,13031.0,10000000,66.0,7.0,13031.0,7.0,7.00026062
Angela Turner,1,nan,10000000,nan,6.9,nan,6.9,nan
Scott Kalvert,1,6080065.0,10000000,16.0,5.6,6080065.0,5.6,5.7216013
David Schwimmer,2,6123278.0,14000000,108.0,13.4,3061639.0,6.7,6.76123278
Allan Arkush,1,2154696.0,10000000,nan,4.2,2154696.0,4.2,4.24309392
Dan Fogelman,2,9739714.0,20000000,79.0,13.9,4869857.0,6.95,7.04739714
Jon S. Baird,1,5470235.0,10000000,75.0,7.2,5470235.0,7.2,7.3094047
Ahmet Boyacioglu,1,nan,10000000,nan,6.1,nan,6.1,nan
Charles McCracken,1,4711220.0,10000000,32.0,3.9,4711220.0,3.9,3.9942244
Romuald Boulanger,1,nan,10000000,nan,5.4,nan,5.4,nan
Kevin Connolly,1,4343227.0,10000000,24.0,4.8,4343227.0,4.8,4.8868645399999995
Jay Duplass,4,12072991.0,17215000,269.0,25.2,3018247.75,6.3,6.360364955
Mark Duplass,4,12072991.0,17215000,269.0,25.2,3018247.75,6.3,6.360364955
Matt Brown,1,3866794.0,10000000,56.0,7.2,3866794.0,7.2,7.27733588
Bionca,1,nan,10000000,nan,nan,nan,nan,nan
Peter Medak,1,3275585.0,10000000,50.0,6.6,3275585.0,6.6,6.6655117
Jon Stewart,1,3128941.0,10000000,67.0,6.6,3128941.0,6.6,6.662578819999999
Terence Davies,1,3043284.0,10000000,78.0,7.0,3043284.0,7.0,7.06086568
Martin Weisz,1,nan,10000000,nan,5.8,nan,5.8,nan
Tom Brady,1,2529395.0,10000000,9.0,3.3,2529395.0,3.3,3.3505879
Michael John Warren,1,2394386.0,10000000,43.0,6.1,2394386.0,6.1,6.14788772
James Kent,1,1822250.0,10000000,76.0,7.2,1822250.0,7.2,7.236445
Eric Blakeney,1,1638202.0,10000000,42.0,5.6,1638202.0,5.6,5.63276404
Rakesh Roshan,1,1430721.0,10000000,68.0,6.4,1430721.0,6.4,6.428614420000001
Mike Brett,1,43089.0,10000000,71.0,7.8,43089.0,7.8,7.80086178
Steve Jamison,1,43089.0,10000000,71.0,7.8,43089.0,7.8,7.80086178
Jim Wilson,1,1064454.0,10000000,37.0,6.3,1064454.0,6.3,6.32128908
Richard Kwietniowski,2,3592883.0,14030000,150.0,13.9,1796441.5,6.95,6.98592883
Bob Odenkirk,2,5530971.0,14000000,59.0,11.2,2765485.5,5.6,5.65530971
John Turturro,1,840134.0,10000000,60.0,6.0,840134.0,6.0,6.01680268
Ralph Fiennes,1,757195.0,10000000,79.0,6.1,757195.0,6.1,6.1151439
Gabriela Cowperthwaite,1,663725.0,10000000,57.0,7.3,663725.0,7.3,7.3132744999999995
Joshua Seftel,1,580862.0,10000000,37.0,5.5,580862.0,5.5,5.51161724
Vincent Gallo,2,2741398.0,11500000,119.0,12.3,1370699.0,6.15,6.177413980000001
M. Cahill,1,268461.0,10000000,63.0,6.6,268461.0,6.6,6.60536922
Gusztáv Hámos,1,nan,10000000,nan,7.1,nan,7.1,nan
Katja Pratschke,1,nan,10000000,nan,7.1,nan,7.1,nan
Dan Harris,1,228767.0,10000000,53.0,7.1,228767.0,7.1,7.104575339999999
Mel Smith,1,228194.0,10000000,39.0,6.1,228194.0,6.1,6.10456388
Bobcat Goldthwait,1,221805.0,10000000,69.0,6.9,221805.0,6.9,6.904436100000001
Rafa Lara,1,173472.0,10000000,nan,6.2,173472.0,6.2,6.20346944
Jake Scott,1,158898.0,10000000,50.0,6.9,158898.0,6.9,6.903177960000001
Justin Tipping,1,150191.0,10000000,69.0,6.4,150191.0,6.4,6.40300382
John Stalberg Jr.,1,139034.0,10000000,31.0,5.7,139034.0,5.7,5.70278068
Julio DePietro,1,100688.0,10000000,47.0,5.8,100688.0,5.8,5.8020137599999995
Katherine Dieckmann,1,93388.0,10000000,34.0,4.6,93388.0,4.6,4.601867759999999
Jesse V. Johnson,1,76289.0,10000000,60.0,5.6,76289.0,5.6,5.601525779999999
Michael Clancy,1,75076.0,10000000,34.0,6.4,75076.0,6.4,6.40150152
Arthur Hiller,1,45779.0,10000000,nan,3.5,45779.0,3.5,3.50091558
Michael Meredith,1,19716.0,10000000,47.0,5.5,19716.0,5.5,5.50039432
Kim Farrant,1,17472.0,10000000,42.0,5.2,17472.0,5.2,5.20034944
Scott Marshall,2,4345663.0,15000000,nan,9.3,2172831.5,4.65,4.69345663
Álex de la Iglesia,1,4803.0,10000000,nan,6.1,4803.0,6.1,6.100096059999999
Eric Lavaine,1,nan,10000000,nan,6.1,nan,6.1,nan
Aleksey Sidorov,2,nan,17000000,nan,13.0,nan,6.5,nan
Andrew Traucki,1,nan,10000000,nan,5.8,nan,5.8,nan
Sarik Andreasyan,1,nan,10000000,23.0,5.0,nan,5.0,nan
Sian Heder,2,nan,16000000,135.0,14.7,nan,7.35,nan
Robert Adetuyi,1,nan,10000000,nan,4.3,nan,4.3,nan
Kari Skogland,1,nan,10000000,57.0,6.8,nan,6.8,nan
Julian Gilbey,2,nan,14000000,nan,12.2,nan,6.1,nan
Fabrice du Welz,1,nan,10000000,40.0,6.4,nan,6.4,nan
Taedong Park,1,nan,10000000,nan,4.4,nan,4.4,nan
Mauricio De la Orta,1,nan,10000000,nan,4.4,nan,4.4,nan
Roger Mainwood,1,nan,10000000,72.0,7.7,nan,7.7,nan
Paul Schrader,6,nan,30750000,347.0,35.1,nan,5.8500000000000005,nan
Dee Rees,1,nan,10000000,85.0,7.4,nan,7.4,nan
Jason Connery,1,nan,10000000,nan,3.7,nan,3.7,nan
Jim Issa,1,nan,10000000,nan,5.3,nan,5.3,nan
Vic Sarin,2,nan,16000000,nan,14.0,nan,7.0,nan
William Girdler,1,nan,10000000,25.0,5.2,nan,5.2,nan
Stephanie Laing,1,nan,10000000,34.0,6.4,nan,6.4,nan
Rebecca Hall,1,nan,10000000,85.0,6.7,nan,6.7,nan
Simon Verhoeven,1,3759078.0,9900000,31.0,5.2,3759078.0,5.2,5.27518156
William Phillips,2,nan,15700000,nan,12.8,nan,6.4,nan
James Vanderbilt,1,2541854.0,9600000,66.0,6.8,2541854.0,6.8,6.85083708
Gary Sherman,1,14114488.0,9500000,40.0,4.7,14114488.0,4.7,4.9822897600000005
Nitesh Tiwari,1,12391761.0,9500000,nan,8.3,12391761.0,8.3,8.547835220000001
Valeri Milev,1,nan,9500000,nan,4.9,nan,4.9,nan
Stanley Kramer,2,nan,12400000,119.0,15.8,nan,7.9,nan
Pedro Almodóvar,1,12899867.0,9400000,84.0,7.6,12899867.0,7.6,7.85799734
Gerald Potterton,1,546545.0,9300000,51.0,6.6,546545.0,6.6,6.6109309
John Halas,1,546545.0,9300000,51.0,6.6,546545.0,6.6,6.6109309
Yash Chopra,2,5986071.0,16200000,nan,14.5,2993035.5,7.25,7.30986071
Anurag Basu,1,1685269.0,9200000,62.0,6.0,1685269.0,6.0,6.03370538
Kriv Stenders,1,nan,9100000,nan,7.3,nan,7.3,nan
Ferzan Özpetek,1,nan,9100000,nan,7.2,nan,7.2,nan
Rémi Bezançon,1,nan,9100000,64.0,6.9,nan,6.9,nan
Jean-Christophe Lie,1,nan,9100000,64.0,6.9,nan,6.9,nan
Marcus Nispel,3,nan,9165000,nan,16.9,nan,5.633333333333333,nan
Bryan Bertino,1,52597610.0,9000000,47.0,6.1,52597610.0,6.1,7.151952199999999
Kris Isacsson,1,20069008.0,9000000,13.0,5.0,20069008.0,5.0,5.40138016
Pablo Larraín,1,13960394.0,9000000,81.0,6.7,13960394.0,6.7,6.979207880000001
Stewart Raffill,2,14787607.0,14600000,66.0,8.6,7393803.5,4.3,4.4478760699999995
Daniel Taplitz,1,12264319.0,9000000,46.0,5.6,12264319.0,5.6,5.845286379999999
Kevin Tancharoen,1,11862398.0,9000000,48.0,5.6,11862398.0,5.6,5.83724796
Jennifer Arnold,1,11862398.0,9000000,48.0,5.6,11862398.0,5.6,5.83724796
Jacob Chase,1,10475990.0,9000000,58.0,5.7,10475990.0,5.7,5.9095198
Tamara Jenkins,2,12125855.0,14000000,154.0,13.8,6062927.5,6.9,7.021258550000001
Linda Mendoza,1,6130049.0,9000000,33.0,4.8,6130049.0,4.8,4.9226009799999995
Ry Russo-Young,2,17191151.0,14000000,110.0,12.3,8595575.5,6.15,6.3219115100000005
Hart Bochner,1,4330020.0,9000000,42.0,6.5,4330020.0,6.5,6.5866004
Luchino Visconti,1,nan,9000000,nan,7.7,nan,7.7,nan
Wayne Blair,1,2450867.0,9000000,67.0,7.0,2450867.0,7.0,7.04901734
David L. Hunt,2,nan,10750000,nan,12.399999999999999,nan,6.199999999999999,nan
Meiert Avis,1,1069318.0,9000000,29.0,4.2,1069318.0,4.2,4.22138636
Marc Forby,1,883887.0,9000000,41.0,6.1,883887.0,6.1,6.1176777399999995
Chatrichalerm Yukol,1,454736.0,9000000,58.0,6.4,454736.0,6.4,6.409094720000001
Tim Blake Nelson,1,70066.0,9000000,58.0,6.4,70066.0,6.4,6.401401320000001
Raúl de la Fuente,1,3190.0,9000000,78.0,7.3,3190.0,7.3,7.3000638
Damian Nenow,1,3190.0,9000000,78.0,7.3,3190.0,7.3,7.3000638
Ekachai Uekrongtham,1,1242.0,9000000,39.0,5.6,1242.0,5.6,5.60002484
Anthony Marciano,1,nan,9000000,nan,6.1,nan,6.1,nan
Jeremy Sims,1,nan,9000000,nan,7.0,nan,7.0,nan
Emily Young,1,nan,9000000,nan,6.3,nan,6.3,nan
Roger Vadim,1,nan,9000000,51.0,5.8,nan,5.8,nan
Martyn Pick,1,nan,8900000,nan,5.5,nan,5.5,nan
Peter Faiman,1,174803506.0,8800000,62.0,6.6,174803506.0,6.6,10.09607012
Roland Suso Richter,1,nan,8800000,nan,6.0,nan,6.0,nan
Joby Harold,1,14377198.0,8600000,33.0,6.5,14377198.0,6.5,6.78754396
Dave Filoni,1,35161554.0,8500000,35.0,5.9,35161554.0,5.9,6.6032310800000005
Tatsuya Nagamine,1,30712119.0,8500000,59.0,7.7,30712119.0,7.7,8.31424238
Mark Rydell,1,29174648.0,8500000,67.0,6.9,29174648.0,6.9,7.48349296
Vondie Curtis-Hall,1,4274407.0,8500000,14.0,2.4,4274407.0,2.4,2.4854881399999997
David Michôd,2,2158462.0,12700000,147.0,13.600000000000001,1079231.0,6.800000000000001,6.82158462
Kang Woo-suk,1,298347.0,8500000,nan,7.0,298347.0,7.0,7.00596694
Ross Venokur,1,nan,8500000,nan,3.6,nan,3.6,nan
Vipul Amrutlal Shah,1,1207007.0,8400000,nan,7.1,1207007.0,7.1,7.12414014
Ayan Mukerji,1,3827466.0,8300000,nan,7.2,3827466.0,7.2,7.27654932
John Sayles,4,17820322.0,20400000,278.0,27.6,4455080.5,6.9,6.9891016100000005
Ken Loach,1,1836089.0,8300000,82.0,7.5,1836089.0,7.5,7.53672178
Serdar Akar,1,nan,8300000,nan,5.7,nan,5.7,nan
Enrico Guazzoni,1,nan,8250000,nan,6.2,nan,6.2,nan
Gabriel Julien-Laferrière,1,nan,8200000,nan,5.5,nan,5.5,nan
James Frawley,1,65810475.0,8000000,74.0,7.6,65810475.0,7.6,8.916209499999999
Don Siegel,1,43000000.0,8000000,76.0,7.6,43000000.0,7.6,8.459999999999999
Chris Stokes,1,40363810.0,8000000,37.0,3.8,40363810.0,3.8,4.607276199999999
Banjong Pisanthanakun,1,nan,8000000,nan,7.0,nan,7.0,nan
Parkpoom Wongpoom,1,nan,8000000,nan,7.0,nan,7.0,nan
Ken Shapiro,1,26154211.0,8000000,27.0,5.0,26154211.0,5.0,5.52308422
Peter R. Hunt,1,22774493.0,8000000,61.0,6.7,22774493.0,6.7,7.15548986
Doug Atchison,1,18848430.0,8000000,72.0,7.4,18848430.0,7.4,7.7769686
Nicole Holofcener,4,36240363.0,18500000,291.0,26.099999999999998,9060090.75,6.5249999999999995,6.706201814999999
Jonas Elmer,1,16734283.0,8000000,29.0,5.7,16734283.0,5.7,6.03468566
John Carney,2,25610555.0,8150000,152.0,15.2,12805277.5,7.6,7.85610555
Mary Harron,1,15070285.0,8000000,64.0,7.6,15070285.0,7.6,7.9014057
Gregory Dark,1,15032800.0,8000000,17.0,5.0,15032800.0,5.0,5.300656
Erik Canuel,1,12665721.0,8000000,nan,6.7,12665721.0,6.7,6.95331442
Matty Rich,2,11592998.0,8450000,nan,12.1,5796499.0,6.05,6.16592998
Fina Torres,1,5020111.0,8000000,41.0,5.3,5020111.0,5.3,5.40040222
Luke Scott,1,3915251.0,8000000,48.0,5.8,3915251.0,5.8,5.87830502
Duke Johnson,1,3759286.0,8000000,88.0,7.3,3759286.0,7.3,7.37518572
Ben Hernandez Bray,1,1400603.0,8000000,46.0,5.4,1400603.0,5.4,5.42801206
Louis Feuillade,1,nan,8000000,nan,nan,nan,nan,nan
Andrew Haigh,2,1647648.0,8190000,161.0,14.8,823824.0,7.4,7.41647648
Nora Twomey,1,676775.0,8000000,81.0,7.5,676775.0,7.5,7.5135355
Steve James,3,8533193.0,9350000,227.0,22.200000000000003,2844397.6666666665,7.400000000000001,7.456887953333335
Leslie Arliss,1,nan,8000000,nan,6.8,nan,6.8,nan
David Jacobson,1,568932.0,8000000,65.0,6.4,568932.0,6.4,6.411378640000001
Michael Corrente,2,7760754.0,15000000,115.0,12.7,3880377.0,6.35,6.4276075399999995
Benedict Andrews,1,434702.0,8000000,54.0,6.0,434702.0,6.0,6.00869404
Keith Gordon,2,1863871.0,13000000,nan,12.5,931935.5,6.25,6.26863871
Andrew Currie,1,304533.0,8000000,70.0,6.7,304533.0,6.7,6.70609066
Mathew Cullen,1,252676.0,8000000,16.0,3.9,252676.0,3.9,3.90505352
Andrew Wilson,1,127414.0,8000000,44.0,5.5,127414.0,5.5,5.50254828
Luke Wilson,1,127414.0,8000000,44.0,5.5,127414.0,5.5,5.50254828
Marc Schölermann,1,109846.0,8000000,55.0,5.9,109846.0,5.9,5.902196920000001
Bobby Moresco,1,54702.0,8000000,36.0,6.3,54702.0,6.3,6.30109404
Claudia Llosa,1,53086.0,8000000,34.0,5.3,53086.0,5.3,5.30106172
Dennis Lee,1,70600.0,8000000,34.0,6.4,70600.0,6.4,6.4014120000000005
Kwang-Hyun Park,1,nan,8000000,nan,7.6,nan,7.6,nan
Per Fly,1,nan,8000000,48.0,6.3,nan,6.3,nan
Scott Z. Burns,1,nan,8000000,66.0,7.2,nan,7.2,nan
Keith Parmer,1,nan,8000000,nan,4.5,nan,4.5,nan
Gilles Gascon,1,nan,8000000,nan,nan,nan,nan,nan
Jeffrey Hornaday,1,nan,8000000,nan,5.9,nan,5.9,nan
Paul Sorvino,1,nan,8000000,nan,nan,nan,nan,nan
Michael Winnick,1,nan,8000000,nan,4.1,nan,4.1,nan
Jordan Roberts,1,nan,8000000,50.0,6.7,nan,6.7,nan
François Ozon,1,10130108.0,7800000,70.0,6.7,10130108.0,6.7,6.90260216
David Webb Peoples,1,882290.0,7700000,nan,6.3,882290.0,6.3,6.3176458
Ali Asgari,1,nan,7600000,nan,nan,nan,nan,nan
Charles de Lauzirika,1,nan,7500000,nan,7.7,nan,7.7,nan
Stanley Tong,1,32392047.0,7500000,61.0,6.7,32392047.0,6.7,7.34784094
Charles Robert Carner,1,4161625.0,7500000,17.0,3.4,4161625.0,3.4,3.4832324999999997
Russell Holt,1,3347647.0,7500000,nan,6.5,3347647.0,6.5,6.56695294
Rodrigo García,2,4125205.0,14500000,121.0,13.9,2062602.5,6.95,6.99125205
Janus Metz,1,231346.0,7500000,63.0,6.9,231346.0,6.9,6.90462692
Jeta Amata,1,5782.0,7500000,31.0,5.3,5782.0,5.3,5.30011564
Sacha Bennett,1,nan,7500000,nan,4.8,nan,4.8,nan
Ernie Barbarash,3,nan,12250000,nan,16.4,nan,5.466666666666666,nan
Eli Craig,1,nan,7500000,nan,5.7,nan,5.7,nan
Stacy Title,1,22395806.0,7400000,37.0,4.3,22395806.0,4.3,4.74791612
Siddharth Anand,1,872643.0,7400000,49.0,5.7,872643.0,5.7,5.71745286
Vincent Paronnaud,1,4445756.0,7300000,90.0,8.0,4445756.0,8.0,8.08891512
Marjane Satrapi,1,4445756.0,7300000,90.0,8.0,4445756.0,8.0,8.08891512
Daniel Barber,1,1818681.0,7300000,55.0,7.2,1818681.0,7.2,7.23637362
Werner Gröner,1,nan,7250000,nan,nan,nan,nan,nan
Guy Hamilton,5,158480445.0,29200000,286.0,34.0,31696089.0,6.8,7.4339217799999995
Robert Marcarelli,1,12614346.0,7200000,14.0,3.6,12614346.0,3.6,3.85228692
Mark Robson,1,79666653.0,7000000,56.0,5.9,79666653.0,5.9,7.49333306
Justin Baldoni,1,45729221.0,7000000,53.0,7.2,45729221.0,7.2,8.11458442
Michael Anderson,2,nan,12000000,nan,10.8,nan,5.4,nan
Doug McHenry,2,42688287.0,12000000,nan,10.8,21344143.5,5.4,5.82688287
Jean-Luc Godard,1,414173.0,7000000,nan,7.7,414173.0,7.7,7.7082834600000005
Don Kempf,1,18650521.0,7000000,57.0,7.4,18650521.0,7.4,7.77301042
James D. Stern,1,18650521.0,7000000,57.0,7.4,18650521.0,7.4,7.77301042
David Yarovesky,1,17300439.0,7000000,44.0,6.1,17300439.0,6.1,6.44600878
Rob Zombie,5,33798594.0,20000000,226.0,28.4,6759718.8,5.68,5.815194376
Fran Rubel Kuzui,1,16624456.0,7000000,48.0,5.7,16624456.0,5.7,6.03248912
Daniel Attias,1,12361866.0,7000000,26.0,6.4,12361866.0,6.4,6.64723732
Mike Mills,3,12784337.0,14200000,233.0,21.0,4261445.666666667,7.0,7.085228913333333
Tony Maylam,1,5430822.0,7000000,26.0,6.0,5430822.0,6.0,6.10861644
Mitch Davis,1,4720371.0,7000000,38.0,6.3,4720371.0,6.3,6.394407419999999
Kevin Brodie,1,2165637.0,7000000,38.0,6.2,2165637.0,6.2,6.24331274
Sam Levinson,3,nan,13500000,153.0,18.6,nan,6.2,nan
Tim Chambers,1,1891936.0,7000000,49.0,6.5,1891936.0,6.5,6.53783872
Lynne Ramsay,2,2006599.0,13000000,146.0,14.2,1003299.5,7.1,7.12006599
John Stephenson,1,2258620.0,7000000,33.0,6.2,2258620.0,6.2,6.2451724
Bob Gosse,1,1429299.0,7000000,26.0,5.2,1429299.0,5.2,5.22858598
Dick Richards,1,1000000.0,7000000,nan,6.3,1000000.0,6.3,6.319999999999999
Shari Springer Berman,2,6464367.0,9000000,146.0,13.2,3232183.5,6.6,6.664643669999999
Robert Pulcini,2,6464367.0,9000000,146.0,13.2,3232183.5,6.6,6.664643669999999
Spencer Susser,1,382946.0,7000000,45.0,6.9,382946.0,6.9,6.90765892
Alex Zamm,1,181233.0,7000000,nan,2.3,181233.0,2.3,2.3036246599999997
