Director,Instances,Total_Box_Office,Total_Production_Budget,Total_Metascore,Total_IMDB_Rating,Average_Box_Office,Average_IMDB_Rating,Success_Metric
Jody Hill,2,24241610.0,18079000,117.0,11.9,12120805.0,5.95,6.1924161
Brandon Camp,3,nan,24500000,139.0,18.3,nan,6.1000000000000005,nan
James Ponsoldt,2,27352455.0,20500000,125.0,12.399999999999999,13676227.5,6.199999999999999,6.47352455
Nicholas Hytner,4,59116002.0,42700000,247.0,26.2,14779000.5,6.55,6.84558001
Trevor Wall,1,17062499.0,18000000,21.0,3.4,17062499.0,3.4,3.74124998
Lisa Ortiz,1,17062499.0,18000000,21.0,3.4,17062499.0,3.4,3.74124998
Bart Freundlich,2,18234334.0,27000000,76.0,10.9,9117167.0,5.45,5.63234334
John Boorman,3,nan,35000000,191.0,17.2,nan,5.733333333333333,nan
William A. Fraker,1,12617845.0,18000000,nan,4.9,12617845.0,4.9,5.1523569
Courtney Solomon,2,26799984.0,32000000,60.0,9.4,13399992.0,4.7,4.96799984
István Szabó,1,7739049.0,18000000,65.0,7.0,7739049.0,7.0,7.15478098
Jeff Kanew,1,8508843.0,18000000,32.0,5.8,8508843.0,5.8,5.97017686
David Lord,1,nan,18000000,nan,nan,nan,nan,nan
Matthew Robbins,1,14110013.0,18000000,68.0,6.6,14110013.0,6.6,6.882200259999999
Hal Needham,1,5675599.0,18000000,18.0,3.6,5675599.0,3.6,3.7135119800000003
Jonathan Teplitzky,2,5719696.0,28000000,103.0,13.1,2859848.0,6.55,6.60719696
Jeff Nichols,5,34830659.0,42000000,392.0,35.4,6966131.8,7.08,7.219322636
Denise Di Novi,2,22736024.0,30000000,90.0,10.2,11368012.0,5.1,5.32736024
Hal Ashby,2,33959019.0,21000000,90.0,13.0,16979509.5,6.5,6.83959019
Gregor Jordan,2,654421.0,33000000,76.0,11.600000000000001,327210.5,5.800000000000001,5.806544210000001
Lance Hool,1,240067.0,18000000,24.0,6.0,240067.0,6.0,6.00480134
Rudy Valdez,1,419902.0,18000000,nan,8.2,419902.0,8.2,8.208398039999999
Christian Volckman,1,70644.0,18000000,57.0,6.6,70644.0,6.6,6.60141288
Anh Hung Tran,1,nan,18000000,nan,5.3,nan,5.3,nan
David Hayter,1,12139.0,18000000,37.0,5.3,12139.0,5.3,5.30024278
George A. Romero,7,43071780.0,51564000,476.0,48.099999999999994,6153111.428571428,6.871428571428571,6.9944907999999995
Brian A. Miller,1,nan,18000000,19.0,4.6,nan,4.6,nan
Jon Cassar,2,nan,28000000,83.0,11.600000000000001,nan,5.800000000000001,nan
Jin-woo Ahn,1,nan,17700000,nan,5.7,nan,5.7,nan
Rodrigo Cortés,3,nan,23687650,157.0,18.2,nan,6.066666666666666,nan
Cory Edwards,1,51386611.0,17500000,45.0,6.5,51386611.0,6.5,7.52773222
Todd Edwards,1,51386611.0,17500000,45.0,6.5,51386611.0,6.5,7.52773222
Tony Leech,1,51386611.0,17500000,45.0,6.5,51386611.0,6.5,7.52773222
Kasi Lemmons,4,65629926.0,53000000,236.0,24.5,16407481.5,6.125,6.45314963
Matt Dillon,1,357197.0,17500000,57.0,5.9,357197.0,5.9,5.90714394
Gérard Krawczyk,2,nan,32800000,nan,12.1,nan,6.05,nan
Anthony Maras,1,9651611.0,17300000,62.0,7.6,9651611.0,7.6,7.79303222
Parker Finn,1,105935048.0,17000000,68.0,6.5,105935048.0,6.5,8.61870096
George Cukor,2,273442904.0,20900000,192.0,16.0,136721452.0,8.0,10.73442904
Sean S. Cunningham,2,79509202.0,17550000,44.0,12.8,39754601.0,6.4,7.195092020000001
Kevin Greutert,4,nan,51000000,nan,23.6,nan,5.9,nan
David E. Talbert,2,63728289.0,25500000,89.0,11.2,31864144.5,5.6,6.2372828899999995
John Hoffman,1,37667746.0,17000000,49.0,5.1,37667746.0,5.1,5.853354919999999
John Fortenberry,1,30331165.0,17000000,26.0,6.2,30331165.0,6.2,6.8066233
Steven Lisberger,1,33000000.0,17000000,58.0,6.7,33000000.0,6.7,7.36
Erik White,1,24719879.0,17000000,50.0,5.0,24719879.0,5.0,5.49439758
Chris Robinson,1,21170563.0,17000000,63.0,6.1,21170563.0,6.1,6.52341126
Trent Cooper,1,15680099.0,17000000,21.0,3.4,15680099.0,3.4,3.71360198
Sidney J. Furie,1,15681020.0,17000000,24.0,3.7,15681020.0,3.7,4.013620400000001
Robert Harmon,2,35029881.0,32000000,72.0,10.5,17514940.5,5.25,5.60029881
Gary Halvorson,1,11683047.0,17000000,59.0,5.8,11683047.0,5.8,6.03366094
Nicholas Ray,1,nan,17000000,nan,6.7,nan,6.7,nan
Guy Green,1,nan,17000000,nan,6.7,nan,6.7,nan
Andrew Marton,2,nan,27000000,nan,14.4,nan,7.2,nan
Ian Iqbal Rashid,1,7070641.0,17000000,63.0,3.6,7070641.0,3.6,3.74141282
Wayne Kramer,2,15146709.0,21000000,110.0,14.2,7573354.5,7.1,7.251467089999999
Todd Lincoln,1,4936819.0,17000000,18.0,4.1,4936819.0,4.1,4.19873638
Rowdy Herrington,2,32744099.0,27000000,81.0,13.3,16372049.5,6.65,6.977440990000001
Jim Goddard,1,2315683.0,17000000,16.0,3.2,2315683.0,3.2,3.24631366
Michel Tréguer,1,nan,17000000,nan,nan,nan,nan,nan
Noel Marshall,1,110048.0,17000000,65.0,6.1,110048.0,6.1,6.102200959999999
Michael Grandage,1,1361045.0,17000000,56.0,6.5,1361045.0,6.5,6.5272209
Luke Sparke,2,nan,21600000,nan,9.2,nan,4.6,nan
Jack Smight,2,nan,20500000,81.0,12.0,nan,6.0,nan
Regina King,1,nan,16937665,83.0,7.1,nan,7.1,nan
Cyrus Nowrasteh,1,6490401.0,16800000,33.0,5.7,6490401.0,5.7,5.82980802
Steven Shainberg,2,4282882.0,20800000,113.0,13.2,2141441.0,6.6,6.64282882
Howard Zieff,2,129337147.0,31500000,115.0,13.100000000000001,64668573.5,6.550000000000001,7.843371470000001
Julian Jarrold,2,18822590.0,25500000,nan,13.9,9411295.0,6.95,7.1382259
Vadim Perelman,2,13343727.0,28500000,109.0,13.8,6671863.5,6.9,7.03343727
Joe Nussbaum,3,31459024.0,34500000,128.0,16.9,10486341.333333334,5.633333333333333,5.843060159999999
Shampagne,1,nan,16066830,nan,2.5,nan,2.5,nan
David Manning,1,nan,16066830,nan,2.5,nan,2.5,nan
Patrick Wilson,1,82156962.0,16000000,45.0,5.5,82156962.0,5.5,7.14313924
Michel Hazanavicius,1,44671682.0,16000000,89.0,7.9,44671682.0,7.9,8.79343364
Perry Andelin Blake,1,40388794.0,16000000,12.0,3.3,40388794.0,3.3,4.10777588
Christian E. Christiansen,1,37300000.0,16000000,23.0,4.8,37300000.0,4.8,5.545999999999999
Sheldon Lettich,2,33386088.0,22000000,nan,12.1,16693044.0,6.05,6.38386088
Ilya Naishuller,2,36820073.0,18000000,115.0,14.100000000000001,18410036.5,7.050000000000001,7.418200730000001
Diane English,1,26902075.0,16000000,27.0,5.0,26902075.0,5.0,5.5380415
Gail Mancuso,1,22782371.0,16000000,43.0,7.4,22782371.0,7.4,7.85564742
Robert Iscove,3,90095524.0,38000000,94.0,13.200000000000001,30031841.333333332,4.4,5.000636826666667
Director X,1,20545116.0,16000000,52.0,5.2,20545116.0,5.2,5.61090232
Allen Coulter,1,19068240.0,16000000,40.0,7.1,19068240.0,7.1,7.4813648
Peter Kosminsky,1,16357770.0,16000000,61.0,7.1,16357770.0,7.1,7.427155399999999
Karyn Kusama,3,17969854.0,26000000,183.0,18.299999999999997,5989951.333333333,6.099999999999999,6.219799026666665
Nick Gomez,1,15506764.0,16000000,25.0,5.7,15506764.0,5.7,6.01013528
Clare Kilner,2,45922222.0,31000000,77.0,11.7,22961111.0,5.85,6.30922222
Jessy Terrero,1,14190750.0,16000000,33.0,4.5,14190750.0,4.5,4.783815
Alex Kurtzman,1,12434778.0,16000000,49.0,7.0,12434778.0,7.0,7.24869556
Josef Rusnak,1,11916661.0,16000000,36.0,7.0,11916661.0,7.0,7.23833322
Lance Rivera,1,11814019.0,16000000,15.0,3.8,11814019.0,3.8,4.03628038
Ronald Neame,1,8400000.0,16000000,27.0,5.0,8400000.0,5.0,5.168
Ben Younger,2,22054487.0,25000000,125.0,13.8,11027243.5,6.9,7.120544870000001
Bruce Paltrow,1,4739023.0,16000000,40.0,6.1,4739023.0,6.1,6.19478046
Adam Rifkin,2,nan,16250000,nan,13.0,nan,6.5,nan
Tommy Lee Jones,1,2429989.0,16000000,68.0,6.6,2429989.0,6.6,6.64859978
Kenneth Johnson,1,1710972.0,16000000,28.0,3.0,1710972.0,3.0,3.03421944
James Ivory,7,77452557.0,66900000,489.0,48.50000000000001,11064651.0,6.92857142857143,7.14986444857143
Max Minghella,1,441366.0,16000000,57.0,6.1,441366.0,6.1,6.10882732
Gaspar Noé,2,1139958.0,21400000,120.0,14.5,569979.0,7.25,7.26139958
Cy Endfield,1,nan,16000000,77.0,7.7,nan,7.7,nan
Michael Showalter,3,nan,22000000,208.0,20.2,nan,6.733333333333333,nan
Jesse Vaughan,1,13670733.0,15600000,24.0,4.7,13670733.0,4.7,4.97341466
Armando Iannucci,1,1876298.0,15600000,77.0,6.4,1876298.0,6.4,6.43752596
François Goetghebeur,1,nan,15500000,nan,5.2,nan,5.2,nan
Wayne Beach,1,1237615.0,15500000,34.0,5.7,1237615.0,5.7,5.7247523000000005
William Bindley,1,517262.0,15500000,43.0,6.3,517262.0,6.3,6.31034524
Udayan Prasad,1,318623.0,15500000,62.0,6.7,318623.0,6.7,6.70637246
Leos Carax,2,nan,19500000,151.0,13.3,nan,6.65,nan
Buck Henry,1,81640278.0,15000000,72.0,6.9,81640278.0,6.9,8.53280556
Reid Carolin,1,61778069.0,15000000,61.0,6.5,61778069.0,6.5,7.73556138
Channing Tatum,1,61778069.0,15000000,61.0,6.5,61778069.0,6.5,7.73556138
James Watkins,2,54340611.0,17000000,127.0,13.100000000000001,27170305.5,6.550000000000001,7.093406110000001
Jon Erwin,6,175634992.0,53000000,231.0,39.2,29272498.666666668,6.533333333333334,7.118783306666668
Brent McCorkle,1,52102987.0,15000000,46.0,7.1,52102987.0,7.1,8.14205974
Jim Fall,1,42734455.0,15000000,56.0,5.5,42734455.0,5.5,6.3546891
Joel Gallen,1,38252284.0,15000000,32.0,5.7,38252284.0,5.7,6.46504568
James Marsh,2,38855779.0,16900000,160.0,15.4,19427889.5,7.7,8.08855779
Nicolas Winding Refn,5,37309484.0,33230000,298.0,32.599999999999994,7461896.8,6.519999999999999,6.669237935999998
Marco Berger,1,nan,15000000,nan,7.2,nan,7.2,nan
Yorgos Lanthimos,2,43444028.0,19500000,173.0,14.6,21722014.0,7.3,7.734440279999999
Phil Traill,1,33862903.0,15000000,17.0,4.8,33862903.0,4.8,5.47725806
Matt Williams,1,33772838.0,15000000,30.0,6.7,33772838.0,6.7,7.3754567600000005
Jake McDowell,1,nan,15000000,nan,5.7,nan,5.7,nan
Dennis Iliadis,2,65504430.0,15087000,84.0,13.0,32752215.0,6.5,7.1550443
Rick Rosenthal,3,nan,18000000,106.0,14.9,nan,4.966666666666667,nan
Sara Sugarman,1,29331068.0,15000000,33.0,4.7,29331068.0,4.7,5.28662136
Juan Carlos Fresnadillo,2,28708052.0,16587000,123.0,12.3,14354026.0,6.15,6.43708052
Hallie Meyers-Shyer,1,27020284.0,15000000,41.0,5.8,27020284.0,5.8,6.34040568
Joe Berlinger,1,26437094.0,15000000,15.0,4.0,26437094.0,4.0,4.52874188
Elizabeth Allen Rosenbaum,2,44764344.0,27000000,107.0,11.9,22382172.0,5.95,6.39764344
Adam Robitel,3,150065684.0,34000000,145.0,17.8,50021894.666666664,5.933333333333334,6.933771226666667
John Ottman,1,21468807.0,15000000,16.0,4.4,21468807.0,4.4,4.829376140000001
Michael Mayer,2,22030019.0,21500000,116.0,12.6,11015009.5,6.3,6.5203001899999995
Peter Atencio,1,20591853.0,15000000,63.0,6.2,20591853.0,6.2,6.61183706
Stella Meghie,2,54699325.0,25000000,114.0,12.399999999999999,27349662.5,6.199999999999999,6.746993249999999
John Bonito,1,18844784.0,15000000,45.0,4.7,18844784.0,4.7,5.07689568
David Nutter,1,17514980.0,15000000,nan,5.6,17514980.0,5.6,5.950299599999999
Stephan Elliott,3,nan,44000000,nan,17.2,nan,5.733333333333333,nan
RZA,2,16489984.0,23000000,118.0,10.3,8244992.0,5.15,5.314899840000001
Mark L. Lester,5,nan,48250000,nan,31.299999999999997,nan,6.26,nan
Tom Green,1,14254993.0,15000000,13.0,4.6,14254993.0,4.6,4.8850998599999995
Lone Scherfig,2,26418685.0,22500000,133.0,14.3,13209342.5,7.15,7.41418685
Drew Barrymore,1,13043363.0,15000000,68.0,6.9,13043363.0,6.9,7.160867260000001
Douglas Aarniokoski,1,12811858.0,15000000,21.0,4.6,12811858.0,4.6,4.85623716
Bryan Barber,1,12571185.0,15000000,55.0,6.1,12571185.0,6.1,6.3514237
Gurinder Chadha,5,nan,50600000,298.0,32.4,nan,6.4799999999999995,nan
Brian Koppelman,2,16076185.0,27500000,99.0,12.399999999999999,8038092.5,6.199999999999999,6.360761849999999
David Levien,2,16076185.0,27500000,99.0,12.399999999999999,8038092.5,6.199999999999999,6.360761849999999
Albert Brooks,1,11614954.0,15000000,56.0,5.7,11614954.0,5.7,5.93229908
Steve Gomer,2,18020846.0,17000000,107.0,9.4,9010423.0,4.7,4.88020846
Mark Piznarski,1,10522168.0,15000000,25.0,5.2,10522168.0,5.2,5.41044336
Douglas Trumbull,2,nan,16100000,124.0,13.0,nan,6.5,nan
David Raynr,3,36947570.0,21000000,nan,16.2,12315856.666666666,5.3999999999999995,5.646317133333333
Mort Nathan,1,8600126.0,15000000,18.0,4.9,8600126.0,4.9,5.072002520000001
Peter Ho-Sun Chan,2,16604956.0,15250000,nan,11.0,8302478.0,5.5,5.66604956
Wil Shriner,1,8117637.0,15000000,46.0,5.5,8117637.0,5.5,5.66235274
Martin McDonagh,3,77338613.0,40500000,221.0,23.1,25779537.666666668,7.7,8.215590753333334
David Lynch,4,nan,30100000,337.0,31.400000000000002,nan,7.8500000000000005,nan
Drew Pearce,1,6708147.0,15000000,58.0,6.1,6708147.0,6.1,6.23416294
Peter Cattaneo,4,52428699.0,33500000,232.0,26.099999999999998,13107174.75,6.5249999999999995,6.787143495
Peter Kassovitz,1,4956401.0,15000000,40.0,6.5,4956401.0,6.5,6.59912802
Qiang Zhong,1,nan,15000000,nan,5.1,nan,5.1,nan
Rodman Flender,1,4152230.0,15000000,31.0,6.2,4152230.0,6.2,6.2830446
Christopher Landon,5,129028248.0,40000000,256.0,30.4,25805649.6,6.08,6.596112992
Katja von Garnier,1,3526847.0,15000000,33.0,5.3,3526847.0,5.3,5.37053694
Mark Romanek,2,34031783.0,27000000,133.0,13.899999999999999,17015891.5,6.949999999999999,7.290317829999999
Brad Anderson,5,58935255.0,35300000,313.0,33.9,11787051.0,6.779999999999999,7.015741019999999
Antonio Banderas,1,2005840.0,15000000,46.0,6.2,2005840.0,6.2,6.2401168
Michael Chapman,1,1953732.0,15000000,34.0,5.4,1953732.0,5.4,5.43907464
Michael Haneke,3,11681792.0,32700000,225.0,21.7,3893930.6666666665,7.233333333333333,7.311211946666667
Fritz Lang,1,1236166.0,15000000,98.0,8.3,1236166.0,8.3,8.32472332
Andrey Zvyagintsev,1,504256.0,15000000,82.0,7.9,504256.0,7.9,7.910085120000001
Gérard Pirès,1,220944.0,15000000,nan,5.4,220944.0,5.4,5.404418880000001
Tony Jaa,1,102458.0,15000000,47.0,6.2,102458.0,6.2,6.2020491600000005
Panna Rittikrai,1,102458.0,15000000,47.0,6.2,102458.0,6.2,6.2020491600000005
Ryûhei Kitamura,1,83361.0,15000000,58.0,6.0,83361.0,6.0,6.00166722
Darrell Roodt,1,80634.0,15000000,37.0,6.1,80634.0,6.1,6.10161268
Stefan Ruzowitzky,2,90013.0,21000000,71.0,11.0,45006.5,5.5,5.50090013
Jake Paltrow,1,22441.0,15000000,49.0,5.7,22441.0,5.7,5.70044882
Anthony Silverston,1,1029.0,15000000,40.0,5.7,1029.0,5.7,5.70002058
Elesbaan Castro,1,nan,15000000,nan,nan,nan,nan,nan
Daniele Luchetti,1,nan,15000000,nan,6.7,nan,6.7,nan
Brian Topping,1,nan,15000000,nan,7.9,nan,7.9,nan
James Franco,2,nan,25000000,119.0,13.3,nan,6.65,nan
Randall Emmett,1,nan,15000000,24.0,4.5,nan,4.5,nan
Vidhu Vinod Chopra,1,nan,15000000,32.0,5.7,nan,5.7,nan
Julien Temple,1,5151.0,15000000,60.0,6.4,5151.0,6.4,6.40010302
Takashi Yamazaki,1,nan,15000000,nan,nan,nan,nan,nan
Gregory Jacobs,1,66013057.0,14500000,60.0,5.6,66013057.0,5.6,6.920261139999999
Peter Cousens,1,nan,14500000,30.0,6.3,nan,6.3,nan
Lars von Trier,3,7293262.0,36100000,190.0,22.200000000000003,2431087.3333333335,7.400000000000001,7.448621746666668
Loveleen Tandan,1,141319928.0,14000000,84.0,8.0,141319928.0,8.0,10.82639856
Ole Bornedal,1,49130154.0,14000000,45.0,5.9,49130154.0,5.9,6.88260308
Ted Kotcheff,1,47212904.0,14000000,61.0,7.7,47212904.0,7.7,8.64425808
Roxann Dawson,1,40713082.0,14000000,46.0,6.3,40713082.0,6.3,7.11426164
Jamie Blanks,2,58456574.0,24000000,53.0,10.5,29228287.0,5.25,5.83456574
Randal Kleiser,3,283717369.0,24500000,163.0,19.7,94572456.33333333,6.566666666666666,8.458115793333333
Phil Vischer,1,25581229.0,14000000,58.0,6.4,25581229.0,6.4,6.911624580000001
Mike Nawrocki,1,25581229.0,14000000,58.0,6.4,25581229.0,6.4,6.911624580000001
Rospo Pallenberg,1,30749142.0,14000000,39.0,3.8,30749142.0,3.8,4.4149828399999995
Rick Famuyiwa,4,90185282.0,35000000,220.0,25.7,22546320.5,6.425,6.87592641
Tom Holland,2,48560168.0,23000000,91.0,12.5,24280084.0,6.25,6.73560168
Alan Cohn,1,15064946.0,14000000,27.0,6.0,15064946.0,6.0,6.30129892
Franco Zeffirelli,1,14401563.0,14000000,53.0,6.9,14401563.0,6.9,7.188031260000001
James Isaac,1,13121555.0,14000000,25.0,4.4,13121555.0,4.4,4.6624311
Jenny Gage,2,24277130.0,14650000,60.0,10.6,12138565.0,5.3,5.5427713
Emilio Estevez,1,11242801.0,14000000,54.0,7.0,11242801.0,7.0,7.22485602
Josh Schwartz,1,9409538.0,14000000,37.0,5.4,9409538.0,5.4,5.588190760000001
Philip Hunt,1,nan,14000000,nan,8.0,nan,8.0,nan
Todd Field,2,41393623.0,15700000,161.0,14.9,20696811.5,7.45,7.86393623
Davis Guggenheim,3,32211320.0,24000000,158.0,19.5,10737106.666666666,6.5,6.714742133333333
Sarah Gavron,2,5797818.0,16500000,125.0,13.5,2898909.0,6.75,6.80797818
Mike Leigh,5,24558327.0,46500000,421.0,37.3,4911665.4,7.459999999999999,7.558233307999999
Stephen Carpenter,1,3111545.0,14000000,20.0,3.9,3111545.0,3.9,3.9622309
James Fargo,1,3930501.0,14000000,nan,5.9,3930501.0,5.9,5.9786100200000005
Lijo Jose Pellissery,1,nan,14000000,nan,7.9,nan,7.9,nan
Kenneth Lonergan,3,57158670.0,23700000,242.0,21.8,19052890.0,7.266666666666667,7.647724466666666
Kristian Levring,1,44903.0,14000000,64.0,6.7,44903.0,6.7,6.70089806
Chao-Bin Su,1,nan,14000000,nan,6.8,nan,6.8,nan
Stephen Milburn Anderson,2,92976.0,20700000,nan,11.8,46488.0,5.9,5.90092976
Cecil B. DeMille,3,167000000.0,27500000,nan,22.4,55666666.666666664,7.466666666666666,8.579999999999998
Franklin J. Schaffner,4,nan,47500000,nan,28.0,nan,7.0,nan
Todd Haynes,3,29667128.0,34300000,243.0,21.4,9889042.666666666,7.133333333333333,7.3311141866666665
Tony Richardson,3,nan,22000000,179.0,18.700000000000003,nan,6.233333333333334,nan
Kaspar Heidelbach,1,nan,13500000,nan,6.1,nan,6.1,nan
Mariana Chenillo,1,nan,13300000,nan,7.5,nan,7.5,nan
Sam Miller,2,52609380.0,17200000,nan,11.5,26304690.0,5.75,6.2760938
Gerard McMurray,1,69488745.0,13000000,54.0,5.2,69488745.0,5.2,6.5897749
Eric Bress,1,57938693.0,13000000,30.0,7.6,57938693.0,7.6,8.75877386
J. Mackye Gruber,1,57938693.0,13000000,30.0,7.6,57938693.0,7.6,8.75877386
Preston A. Whitmore II,2,56131602.0,18600000,93.0,8.4,28065801.0,4.2,4.761316020000001
Danny Leiner,2,64980350.0,22000000,94.0,12.5,32490175.0,6.25,6.8998035
Christopher Cain,2,46728111.0,23100000,75.0,12.6,23364055.5,6.3,6.76728111
Ed Decter,1,29760152.0,13000000,24.0,5.8,29760152.0,5.8,6.39520304
Gene Quintano,1,27979399.0,13000000,30.0,6.2,27979399.0,6.2,6.75958798
Kirk Wong,1,27007143.0,13000000,31.0,6.0,27007143.0,6.0,6.54014286
John Lafia,1,28501605.0,13000000,37.0,5.9,28501605.0,5.9,6.4700321
Bronwen Hughes,1,26570048.0,13000000,nan,5.9,26570048.0,5.9,6.43140096
Mark Brown,2,22374985.0,14500000,61.0,10.1,11187492.5,5.05,5.27374985
Mark Christopher,1,16757163.0,13000000,33.0,5.9,16757163.0,5.9,6.23514326
Lenny Abrahamson,1,14677654.0,13000000,86.0,8.1,14677654.0,8.1,8.39355308
Andrew Erwin,5,123532005.0,38000000,185.0,32.1,24706401.0,6.42,6.91412802
Michael Polish,5,nan,23400000,251.0,28.799999999999997,nan,5.76,nan
Anthony Fabian,1,10433915.0,13000000,70.0,7.1,10433915.0,7.1,7.3086782999999995
Bob Saget,2,nan,18000000,nan,10.4,nan,5.2,nan
Kabir Khan,1,8178001.0,13000000,nan,8.1,8178001.0,8.1,8.26356002
Mehmet Tutkun,1,8178001.0,13000000,nan,8.1,8178001.0,8.1,8.26356002
Daisy von Scherler Mayer,2,11160478.0,24000000,nan,9.600000000000001,5580239.0,4.800000000000001,4.911604780000001
Rod Hardy,1,nan,13000000,nan,5.9,nan,5.9,nan
John Waters,3,nan,23012000,168.0,19.0,nan,6.333333333333333,nan
Craig Bolotin,1,5985690.0,13000000,43.0,6.0,5985690.0,6.0,6.1197138
Blair Hayes,1,5007898.0,13000000,41.0,5.7,5007898.0,5.7,5.80015796
Jez Butterworth,1,5142576.0,13000000,51.0,6.0,5142576.0,6.0,6.10285152
Olivier Assayas,2,6204473.0,19400000,143.0,13.3,3102236.5,6.65,6.712044730000001
Paolo Sorrentino,1,2703296.0,13000000,64.0,7.3,2703296.0,7.3,7.35406592
Paul Mazursky,1,2104439.0,13000000,nan,5.8,2104439.0,5.8,5.84208878
Tana Goldenberg,1,nan,13000000,nan,nan,nan,nan,nan
Jon Hess,1,1152117.0,13000000,nan,5.3,1152117.0,5.3,5.32304234
Rupert Everett,1,466440.0,13000000,64.0,6.3,466440.0,6.3,6.309328799999999
Tono Errando,1,350524.0,13000000,76.0,7.2,350524.0,7.2,7.20701048
Javier Mariscal,1,350524.0,13000000,76.0,7.2,350524.0,7.2,7.20701048
Fernando Trueba,1,350524.0,13000000,76.0,7.2,350524.0,7.2,7.20701048
Olivier Marchal,1,nan,13000000,nan,6.1,nan,6.1,nan
Benedek Fliegauf,1,nan,13000000,48.0,6.3,nan,6.3,nan
John H. Lee,1,1023348.0,12700000,50.0,6.2,1023348.0,6.2,6.22046696
Michaël R. Roskam,1,10724389.0,12600000,69.0,7.0,10724389.0,7.0,7.21448778
John Stainton,1,28442574.0,12500000,50.0,5.4,28442574.0,5.4,5.9688514800000005
Ethan Maniquis,1,26593646.0,12500000,60.0,6.6,26593646.0,6.6,7.131872919999999
Georges Denola,1,nan,12500000,nan,7.0,nan,7.0,nan
Stewart Hendler,2,15783946.0,22500000,46.0,9.7,7891973.0,4.85,5.00783946
Jacques Tourneur,2,nan,12634000,170.0,14.4,nan,7.2,nan
John Cromwell,1,nan,12500000,nan,7.6,nan,7.6,nan
W.S. Van Dyke,2,nan,13800000,nan,14.8,nan,7.4,nan
George Hickenlooper,2,2718200.0,19500000,96.0,12.600000000000001,1359100.0,6.300000000000001,6.3271820000000005
Gillian Armstrong,1,1897404.0,12500000,66.0,6.6,1897404.0,6.6,6.637948079999999
Abel Ferrara,1,1227324.0,12500000,nan,6.6,1227324.0,6.6,6.624546479999999
William Dear,2,1178179.0,22500000,nan,10.8,589089.5,5.4,5.41178179
Lee Daniels,1,693286.0,12500000,45.0,5.7,693286.0,5.7,5.71386572
Nicole Kassell,1,15375.0,12500000,14.0,6.2,15375.0,6.2,6.2003075
John Badham,1,79567667.0,12000000,77.0,7.1,79567667.0,7.1,8.69135334
Mike McCoy,1,70012847.0,12000000,40.0,6.4,70012847.0,6.4,7.800256940000001
Josh Trank,1,64575175.0,12000000,69.0,7.0,64575175.0,7.0,8.2915035
Mike Judge,4,85213447.0,31900000,259.0,27.0,21303361.75,6.75,7.176067235
Mike de Seve,1,63118386.0,12000000,64.0,6.8,63118386.0,6.8,8.06236772
Brian Mulroney,1,63118386.0,12000000,64.0,6.8,63118386.0,6.8,8.06236772
Garth Davis,1,51738905.0,12000000,69.0,8.0,51738905.0,8.0,9.0347781
Tamra Davis,3,92623670.0,20500000,70.0,13.799999999999999,30874556.666666668,4.6,5.217491133333333
Jake Schreier,2,35325342.0,14500000,123.0,13.2,17662671.0,6.6,6.953253419999999
John Erick Dowdle,4,113902973.0,32000000,174.0,25.099999999999998,28475743.25,6.2749999999999995,6.844514865
David Moreau,1,31418697.0,12000000,36.0,5.4,31418697.0,5.4,6.028373940000001
Xavier Palud,1,31418697.0,12000000,36.0,5.4,31418697.0,5.4,6.028373940000001
Christopher Erskin,1,31203964.0,12000000,29.0,4.5,31203964.0,4.5,5.12407928
Ben Mor,1,nan,12000000,nan,6.8,nan,6.8,nan
Deon Taylor,6,78790111.0,31400000,nan,30.8,13131685.166666666,5.133333333333334,5.395967036666667
Ernest R. Dickerson,2,28405804.0,22000000,90.0,11.100000000000001,14202902.0,5.550000000000001,5.83405804
Cheryl Dunye,2,17671306.0,12300000,97.0,11.6,8835653.0,5.8,5.97671306
Floria Sigismondi,2,19046448.0,21500000,100.0,10.4,9523224.0,5.2,5.39046448
Barry Jenkins,2,42770705.0,13500000,186.0,14.5,21385352.5,7.25,7.67770705
Wallace Wolodarsky,1,10200032.0,12000000,25.0,5.4,10200032.0,5.4,5.604000640000001
Darnell Martin,1,8195551.0,12000000,65.0,7.0,8195551.0,7.0,7.16391102
Nicholas Jarecki,1,7919574.0,12000000,73.0,6.6,7919574.0,6.6,6.758391479999999
Scott Alexander,1,7027345.0,12000000,7.0,5.6,7027345.0,5.6,5.7405469
Larry Karaszewski,1,7027345.0,12000000,7.0,5.6,7027345.0,5.6,5.7405469
Stuart Gordon,3,6938365.0,27000000,170.0,18.6,2312788.3333333335,6.2,6.246255766666667
Dean Wright,1,5672846.0,12000000,35.0,6.5,5672846.0,6.5,6.61345692
Christopher Guest,4,44970303.0,28000000,298.0,28.299999999999997,11242575.75,7.074999999999999,7.299851514999999
Jon Poll,1,3951699.0,12000000,54.0,6.9,3951699.0,6.9,6.9790339800000005
Fred Schepisi,1,2329631.0,12000000,78.0,6.9,2329631.0,6.9,6.9465926200000006
Seong-Kyu Ryu,1,nan,12000000,nan,9.0,nan,9.0,nan
Buzz Kulik,1,3702028.0,12000000,nan,5.5,3702028.0,5.5,5.57404056
Antonia Bird,1,2062405.0,12000000,46.0,6.9,2062405.0,6.9,6.9412481
Peter Care,1,1815864.0,12000000,69.0,6.9,1815864.0,6.9,6.93631728
Park Chan-wook,2,4141819.0,15000000,135.0,15.100000000000001,2070909.5,7.550000000000001,7.591418190000001
