,Writer_Avg_Rating,Director_Avg_Rating,Actor_Avg_Rating,runtimeMinutes,OMDB_Metascore,genres,OMDB_Rated,ReleaseMonth,averageRating,actual,predictions
10401,4.97,4.85,5.77,90.0,24.0,0,1,7.0,3.7,3.7,4.113000000000014
10402,4.1,4.5,3.95,83.0,28.0,2,0,7.0,3.7,3.7,3.5483333333333342
10403,7.06,6.33,6.41,121.0,53.0,4,0,10.0,6.6,6.6,6.78333333333331
10404,7.3,6.68,7.09,85.0,68.0,2,0,4.0,7.6,7.6,7.456666666666636
10405,5.23,4.55,5.18,95.0,8.0,2,1,11.0,3.4,3.4,3.7473333333333283
10406,5.94,5.93,5.64,102.0,61.0,2,1,11.0,6.1,6.1,6.045999999999978
10407,5.48,6.45,5.62,97.0,36.0,2,2,10.0,7.1,7.1,6.378666666666648
10408,5.47,5.2,6.06,88.0,35.0,2,1,7.0,5.3,5.3,5.280333333333314
10409,6.3,6.48,6.43,88.0,56.0,2,2,12.0,6.3,6.3,6.389999999999983
10410,6.29,6.41,6.26,112.0,75.0,2,0,3.0,6.6,6.6,6.705999999999981
10411,7.48,6.43,6.62,119.0,79.0,12,0,6.0,7.8,7.8,7.669999999999993
10412,6.73,6.77,6.53,126.0,56.0,4,0,12.0,7.3,7.3,7.135333333333317
10413,5.53,5.99,5.66,92.0,27.0,2,1,8.0,4.8,4.8,5.016666666666652
10414,6.23,6.23,6.49,118.0,67.0,2,0,6.0,6.5,6.5,6.79333333333333
10415,6.64,6.68,6.47,107.0,84.0,2,0,6.0,7.5,7.5,7.388
10416,5.29,6.18,5.14,99.0,45.0,4,0,4.0,6.0,6.0,5.752333333333334
10417,6.66,6.59,6.18,121.0,53.0,10,1,1.0,6.7,6.7,6.7046666666666885
10418,6.85,6.31,5.95,111.0,65.0,4,0,10.0,7.1,7.1,7.04066666666664
10419,6.1,5.46,5.68,96.0,36.0,2,0,2.0,5.5,5.5,5.688333333333332
10420,6.23,6.56,7.14,124.0,67.0,4,0,7.0,8.0,8.0,7.7390000000000025
10421,6.3,5.59,6.15,91.0,45.0,0,0,10.0,6.3,6.3,6.082333333333316
10422,6.5,5.63,5.93,105.0,58.0,4,0,10.0,6.5,6.5,6.480333333333334
10423,6.71,5.99,6.06,123.0,46.0,2,2,1.0,7.0,7.0,6.5690000000000035
10424,6.73,7.01,6.43,92.0,70.0,2,1,3.0,7.5,7.5,7.262333333333334
10425,6.83,6.74,6.18,104.0,73.0,2,1,6.0,7.3,7.3,7.221666666666654
10426,6.4,6.0,6.22,97.0,53.0,2,1,6.0,6.4,6.4,6.4256666666666895
10427,5.58,5.63,5.98,86.0,42.0,2,1,7.0,5.1,5.1,5.207333333333325
10428,6.15,6.31,6.27,106.0,61.0,2,2,3.0,6.6,6.6,6.4959999999999765
10429,7.1,6.95,5.97,161.0,78.0,4,0,9.0,7.1,7.1,7.528999999999998
10430,5.71,5.92,6.27,84.0,61.0,2,0,4.0,6.5,6.5,6.3326666666666656
10431,5.7,5.85,6.18,107.0,51.0,4,0,4.0,5.7,5.7,5.86233333333335
10432,6.14,6.08,6.57,108.0,73.0,2,0,6.0,7.1,7.1,6.961666666666639
10433,4.62,4.87,5.72,98.0,7.0,2,1,7.0,3.8,3.8,4.013999999999985
10434,5.69,5.65,5.01,90.0,32.0,2,2,3.0,4.8,4.8,4.922999999999983
10435,5.81,5.69,5.86,87.0,58.0,6,0,11.0,6.7,6.7,6.37400000000002
10436,6.48,6.56,6.26,105.0,81.0,4,2,5.0,7.3,7.3,7.207333333333316
10437,5.82,6.43,5.86,90.0,52.0,4,2,10.0,6.1,6.1,6.0803333333333125
10438,6.86,7.01,6.53,111.0,55.0,4,3,12.0,6.9,6.9,6.880333333333333
10439,5.77,6.57,6.4,104.0,12.0,2,0,7.0,5.9,5.9,5.873333333333356
10440,5.51,6.01,5.9,116.0,45.0,2,1,11.0,5.4,5.4,5.632666666666669
10441,6.86,5.88,6.33,120.0,66.0,4,0,4.0,6.7,6.7,6.819000000000019
10442,5.69,6.27,6.31,117.0,47.0,2,0,6.0,7.1,7.1,6.731666666666641
10443,5.96,5.38,5.41,86.0,48.0,2,2,4.0,5.5,5.5,5.546
10444,6.46,6.74,6.46,119.0,74.0,10,0,2.0,7.6,7.6,7.359999999999975
10445,6.4,5.8,6.56,91.0,46.0,0,0,7.0,6.3,6.3,6.353333333333319
10446,6.48,6.68,5.82,116.0,86.0,6,0,9.0,7.2,7.2,7.184333333333349
10447,6.39,6.53,6.01,132.0,72.0,12,0,7.0,8.2,8.2,7.661000000000004
10448,6.17,6.87,6.26,110.0,68.0,2,1,12.0,7.4,7.4,7.278666666666692
10449,6.84,6.84,7.02,84.0,86.0,4,2,9.0,7.4,7.4,7.366666666666694
10450,6.88,6.94,6.63,119.0,71.0,4,1,6.0,7.2,7.2,7.045666666666676
10451,6.21,6.13,6.26,96.0,43.0,2,2,9.0,6.5,6.5,6.335666666666668
10452,5.78,4.93,5.53,95.0,44.0,2,1,11.0,5.7,5.7,5.655666666666682
10453,7.43,6.65,6.32,108.0,80.0,2,0,7.0,7.5,7.5,7.508333333333335
10454,6.06,5.96,5.51,90.0,41.0,2,2,1.0,5.9,5.9,5.857666666666683
10455,6.14,6.82,6.27,120.0,66.0,4,0,2.0,6.9,6.9,6.882666666666693
10456,5.15,4.38,4.68,88.0,13.0,6,0,5.0,5.2,5.2,4.355666666666662
10457,6.6,6.47,6.07,101.0,50.0,2,1,6.0,6.2,6.2,6.290000000000018
10458,6.47,6.66,5.89,168.0,35.0,4,1,8.0,7.5,7.5,5.8489999999999975
10459,6.33,6.21,6.29,91.0,24.0,2,1,6.0,6.6,6.6,6.314666666666644
10460,6.58,6.41,7.15,92.0,77.0,2,1,2.0,7.0,7.0,7.064999999999995
10461,5.73,5.17,5.13,88.0,34.0,6,0,10.0,5.8,5.8,5.54399999999998
10462,5.3,4.91,5.19,97.0,41.0,6,0,12.0,6.4,6.4,5.879000000000021
10463,7.32,6.98,6.59,108.0,84.0,2,1,2.0,7.4,7.4,7.525000000000001
10464,6.38,6.57,5.69,99.0,47.0,2,2,11.0,5.7,5.7,6.331000000000004
10465,4.82,5.48,5.77,83.0,22.0,2,1,8.0,4.4,4.4,4.410333333333336
10466,7.5,7.48,8.5,89.0,94.0,4,3,7.0,8.5,8.5,8.104333333333344
10467,6.0,5.73,6.13,88.0,48.0,2,0,1.0,6.6,6.6,6.409666666666645
10468,6.86,6.93,6.63,101.0,68.0,2,2,8.0,7.1,7.1,7.055999999999975
10469,5.03,4.6,5.41,91.0,10.0,2,0,3.0,4.6,4.6,4.4859999999999935
10470,5.6,6.2,5.73,110.0,35.0,10,0,9.0,5.5,5.5,5.494666666666663
10471,5.3,6.2,5.05,88.0,43.0,2,2,5.0,6.2,6.2,5.778000000000017
10472,5.55,5.55,6.16,113.0,70.0,6,2,4.0,6.5,6.5,6.459666666666664
10473,5.4,5.77,5.66,93.0,61.0,2,0,10.0,6.0,6.0,5.859333333333334
10474,6.51,6.52,6.18,69.0,66.0,4,1,11.0,7.4,7.4,7.076333333333359
10475,7.17,7.56,6.17,164.0,80.0,4,0,8.0,7.5,7.5,7.592333333333334
10476,5.82,5.64,5.45,88.0,36.0,2,2,7.0,6.3,6.3,6.000666666666646
10477,6.4,5.73,6.66,98.0,50.0,12,1,3.0,5.9,5.9,6.144000000000024
10478,5.1,4.91,4.78,99.0,26.0,2,1,8.0,3.4,3.4,3.8769999999999967
10479,5.26,5.64,5.87,85.0,40.0,6,0,5.0,6.0,6.0,5.784
10480,5.76,6.68,6.31,104.0,71.0,2,0,8.0,6.2,6.2,6.652333333333339
10481,6.63,4.9,6.14,105.0,54.0,2,2,10.0,5.7,5.7,6.321000000000008
10482,5.93,6.54,6.02,126.0,78.0,2,0,7.0,7.5,7.5,7.263333333333332
10483,6.2,7.12,6.53,128.0,65.0,4,0,1.0,7.8,7.8,7.459666666666653
10484,5.97,6.03,6.28,113.0,71.0,6,0,7.0,6.2,6.2,6.502666666666661
10485,5.72,5.54,5.65,89.0,36.0,2,0,3.0,6.1,6.1,5.9129999999999825
10486,6.81,7.09,6.14,88.0,85.0,2,0,11.0,7.5,7.5,7.344666666666669
10487,6.11,5.73,5.81,105.0,47.0,2,2,12.0,5.4,5.4,5.580666666666681
10488,5.96,5.86,6.24,104.0,60.0,2,0,10.0,6.3,6.3,6.252333333333311
10489,6.41,5.79,6.01,85.0,76.0,2,2,12.0,7.6,7.6,7.24966666666664
10490,5.96,5.51,5.51,93.0,56.0,6,0,8.0,5.6,5.6,5.581333333333323
10491,7.31,7.45,5.85,155.0,80.0,10,1,2.0,8.5,8.5,8.184333333333335
10492,6.42,6.6,5.94,74.0,58.0,2,1,11.0,6.6,6.6,6.435666666666643
10493,6.65,6.68,6.81,96.0,60.0,4,1,10.0,7.7,7.7,7.372333333333345
10494,5.89,5.94,6.25,95.0,71.0,2,1,4.0,7.4,7.4,6.265999999999993
10495,6.3,5.98,5.57,108.0,62.0,4,0,9.0,6.3,6.3,6.4100000000000055
10496,5.81,6.19,5.16,97.0,42.0,6,0,7.0,6.4,6.4,5.971666666666686
10497,5.11,4.85,4.81,90.0,18.0,2,1,3.0,4.6,4.6,4.564666666666671
10498,5.56,5.92,5.82,98.0,40.0,6,1,6.0,4.7,4.7,5.007666666666682
10499,5.98,5.86,6.23,97.0,31.0,0,0,6.0,5.9,5.9,5.848666666666685
10500,5.0,5.51,5.92,102.0,47.0,6,0,12.0,5.8,5.8,5.621333333333313
10501,6.0,5.3,5.69,86.0,47.0,6,0,1.0,6.2,6.2,6.034000000000021
10502,5.85,6.35,6.68,128.0,52.0,2,0,10.0,5.9,5.9,6.15266666666669
10503,5.79,6.41,6.45,133.0,65.0,4,0,12.0,8.0,8.0,7.486000000000003
10504,6.36,5.0,5.94,102.0,36.0,12,0,5.0,5.8,5.8,5.701000000000014
10505,6.3,6.15,6.07,104.0,61.0,2,0,6.0,6.1,6.1,6.401666666666667
10506,5.13,5.0,5.18,89.0,45.0,2,0,1.0,5.7,5.7,5.012333333333337
10507,6.15,6.46,6.28,116.0,67.0,4,2,9.0,7.6,7.6,7.267999999999976
10508,7.01,6.73,7.8,113.0,78.0,4,3,10.0,7.9,7.9,7.873000000000028
10509,5.4,5.35,6.2,92.0,44.0,2,2,2.0,4.9,4.9,5.121666666666682
10510,6.41,6.56,6.0,121.0,52.0,2,0,2.0,6.1,6.1,6.221333333333316
10511,6.31,6.76,6.57,101.0,38.0,2,2,11.0,6.9,6.9,6.634666666666682
10512,6.36,5.84,6.19,98.0,64.0,6,0,2.0,6.4,6.4,6.450666666666693
10513,6.33,7.07,6.25,106.0,41.0,2,2,2.0,5.9,5.9,5.917999999999996
10514,6.72,6.45,6.03,110.0,56.0,0,0,2.0,6.8,6.8,6.68266666666665
10515,6.68,6.64,6.73,72.0,71.0,2,3,4.0,6.6,6.6,6.733666666666649
10516,6.96,6.77,5.93,110.0,66.0,12,0,1.0,7.2,7.2,7.082000000000015
10517,5.77,5.44,6.54,115.0,62.0,10,0,12.0,6.0,6.0,6.252333333333334
10518,6.35,6.5,5.36,94.0,55.0,6,0,11.0,7.2,7.2,6.870333333333346
10519,7.33,7.13,7.64,101.0,79.0,3,3,8.0,8.0,8.0,7.858333333333323
10520,6.91,6.86,6.0,100.0,71.0,2,1,10.0,7.0,7.0,7.073000000000003
10521,7.94,7.99,7.28,86.0,86.0,2,1,7.0,8.1,8.1,8.006333333333302
10522,6.78,6.41,6.32,110.0,74.0,2,1,8.0,6.9,6.9,7.00933333333332
10523,5.62,6.18,6.14,107.0,53.0,2,1,12.0,6.1,6.1,6.0509999999999815
10524,5.42,5.59,6.01,93.0,65.0,2,2,6.0,5.2,5.2,5.441666666666682
10525,4.38,5.02,5.31,104.0,38.0,10,0,4.0,5.0,5.0,5.0746666666666735
10526,6.93,6.68,6.41,171.0,73.0,10,0,2.0,7.3,7.3,7.389666666666656
10527,6.25,5.96,5.6,98.0,61.0,2,1,3.0,5.9,5.9,6.033000000000019
10528,5.1,5.12,5.32,95.0,41.0,2,0,6.0,6.1,6.1,5.145999999999994
10529,6.84,7.04,5.97,104.0,83.0,2,1,6.0,7.7,7.7,7.497333333333343
10530,6.7,6.88,5.58,126.0,47.0,4,1,5.0,7.2,7.2,6.959666666666687
10531,6.1,7.22,6.17,102.0,67.0,10,3,5.0,7.0,7.0,6.8679999999999986
10532,5.87,6.31,6.41,113.0,73.0,2,0,12.0,6.8,6.8,6.636666666666651
10533,6.69,5.88,6.03,107.0,50.0,13,0,8.0,6.8,6.8,6.685666666666649
10534,5.68,6.31,6.32,102.0,45.0,2,1,2.0,6.8,6.8,6.438333333333313
10535,7.08,7.29,6.03,140.0,62.0,4,2,8.0,7.5,7.5,7.454999999999998
10536,7.1,6.93,6.28,126.0,69.0,2,1,3.0,7.1,7.1,7.263666666666647
10537,6.32,6.36,5.46,84.0,50.0,2,1,11.0,6.7,6.7,6.2073333333333265
10538,6.39,7.44,6.06,122.0,50.0,10,1,12.0,6.4,6.4,6.470666666666692
10539,6.51,6.51,6.66,102.0,81.0,2,3,1.0,7.1,7.1,7.043666666666646
10540,6.88,7.04,5.78,108.0,57.0,2,1,11.0,7.8,7.8,7.435333333333325
10541,6.66,7.01,6.32,126.0,69.0,0,2,6.0,7.5,7.5,7.317333333333333
10542,5.23,5.66,5.39,97.0,26.0,4,2,11.0,6.4,6.4,5.865666666666685
10543,6.85,6.64,5.85,100.0,64.0,2,2,11.0,6.2,6.2,6.413000000000019
10544,5.98,6.07,6.45,90.0,50.0,2,1,2.0,6.9,6.9,6.661000000000022
10545,5.83,6.92,6.48,125.0,56.0,4,0,9.0,6.6,6.6,6.364666666666664
10546,6.05,6.08,6.19,120.0,67.0,2,0,12.0,6.0,6.0,6.470000000000003
10547,5.58,6.51,5.94,86.0,31.0,2,0,3.0,6.3,6.3,5.286333333333329
10548,7.08,6.77,6.42,145.0,75.0,4,0,1.0,7.2,7.2,7.3213333333333415
10549,6.55,6.43,6.51,113.0,75.0,4,0,8.0,7.1,7.1,7.072999999999973
10550,6.1,6.27,6.07,108.0,62.0,2,1,3.0,6.5,6.5,6.258000000000001
10551,6.37,6.9,6.34,90.0,72.0,4,1,8.0,6.9,6.9,6.839666666666691
10552,6.69,6.69,6.39,124.0,62.0,4,0,4.0,7.5,7.5,7.307000000000004
10553,6.89,6.89,6.77,104.0,77.0,2,2,11.0,7.8,7.8,7.071666666666666
10554,4.5,4.5,5.92,91.0,43.0,2,0,2.0,4.5,4.5,4.570666666666668
10555,4.29,4.31,4.99,86.0,24.0,12,0,4.0,5.0,5.0,4.7766666666666655
10556,6.48,6.1,6.23,117.0,43.0,2,1,11.0,6.3,6.3,6.301666666666647
10557,6.75,6.51,5.95,96.0,70.0,6,0,4.0,6.8,6.8,6.781666666666644
10558,6.19,7.3,6.54,128.0,79.0,2,1,6.0,8.1,8.1,7.9293333333333065
10559,5.0,5.21,4.83,99.0,34.0,6,0,1.0,5.3,5.3,4.963999999999985
10560,6.52,6.44,6.06,111.0,82.0,4,0,9.0,7.8,7.8,6.936000000000002
10561,6.41,6.56,6.34,120.0,93.0,2,0,7.0,8.0,8.0,7.663666666666666
10562,5.74,6.18,5.94,113.0,54.0,2,2,4.0,6.5,6.5,6.338666666666665
10563,5.96,6.38,5.63,114.0,32.0,2,2,3.0,5.7,5.7,5.690333333333353
10564,6.75,6.27,6.46,99.0,81.0,2,1,1.0,7.3,7.3,7.184999999999988
10565,6.64,6.59,5.79,101.0,82.0,4,0,10.0,7.3,7.3,6.935333333333338
10566,6.97,7.03,6.32,106.0,68.0,12,0,9.0,7.0,7.0,7.109666666666667
10567,5.4,6.73,6.43,100.0,66.0,2,1,5.0,5.4,5.4,6.582000000000006
10568,7.23,6.55,6.28,114.0,85.0,2,0,10.0,6.9,6.9,7.143333333333355
10569,6.17,6.46,6.39,110.0,54.0,4,0,12.0,5.7,5.7,5.983666666666684
10570,6.17,5.93,6.4,127.0,50.0,4,2,10.0,6.5,6.5,6.482333333333334
10571,6.68,6.56,6.27,107.0,57.0,4,1,5.0,7.5,7.5,7.196666666666668
10572,6.32,5.86,5.68,95.0,40.0,2,1,3.0,6.1,6.1,6.033999999999982
10573,6.0,5.97,5.68,105.0,36.0,6,0,2.0,5.1,5.1,5.351999999999987
10574,5.27,4.97,4.64,100.0,14.0,6,0,7.0,4.5,4.5,4.458666666666666
10575,6.22,6.18,6.44,108.0,56.0,2,1,6.0,6.6,6.6,6.4416666666666655
10576,6.4,6.18,5.06,105.0,40.0,4,2,1.0,6.2,6.2,5.889000000000016
10577,7.56,6.99,6.35,122.0,78.0,4,0,2.0,7.8,7.8,7.747999999999988
10578,6.8,6.2,5.98,98.0,51.0,2,1,4.0,6.8,6.8,6.653666666666647
10579,6.3,6.08,6.33,108.0,49.0,4,2,6.0,6.3,6.3,6.3253333333333295
10580,5.29,4.84,5.13,96.0,28.0,6,0,10.0,4.9,4.9,4.9653333333333425
10581,5.88,6.1,6.03,116.0,16.0,2,0,11.0,6.1,6.1,5.6646666666666725
10582,6.24,5.88,5.78,103.0,72.0,2,0,3.0,7.2,7.2,7.058666666666686
10583,6.79,6.73,6.48,137.0,83.0,4,2,11.0,7.5,7.5,7.487000000000001
10584,5.65,6.27,5.68,94.0,24.0,2,1,2.0,5.8,5.8,5.8496666666666455
10585,5.28,6.31,5.42,93.0,63.0,2,1,6.0,6.4,6.4,6.0826666666666895
10586,6.79,7.44,6.46,127.0,65.0,0,2,5.0,8.2,8.2,6.993333333333335
10587,6.25,6.33,5.82,113.0,39.0,4,0,10.0,6.4,6.4,6.194666666666687
10588,6.21,6.28,6.35,97.0,33.0,2,0,1.0,5.5,5.5,5.68966666666667
10589,6.21,6.15,5.95,94.0,60.0,12,0,9.0,6.1,6.1,6.154333333333314
10590,5.88,5.56,5.73,101.0,44.0,2,2,4.0,6.0,6.0,5.905666666666667
10591,6.38,5.96,5.84,112.0,36.0,4,1,6.0,5.3,5.3,5.594666666666652
10592,5.46,5.45,5.91,97.0,33.0,12,0,9.0,6.4,6.4,6.02733333333335
10593,5.9,6.65,5.97,94.0,61.0,4,0,10.0,6.3,6.3,6.276333333333312
10594,5.5,5.6,5.64,97.0,19.0,4,0,2.0,5.5,5.5,5.388
10595,6.42,5.73,5.87,102.0,62.0,4,0,5.0,6.8,6.8,6.649666666666645
10596,6.78,5.96,6.46,108.0,58.0,4,2,3.0,7.4,7.4,7.202666666666691
10597,6.31,6.65,6.4,90.0,33.0,2,2,8.0,6.8,6.8,6.485666666666648
10598,6.88,6.76,6.37,114.0,70.0,12,0,7.0,7.3,7.3,7.221333333333321
10599,6.56,6.15,5.96,98.0,51.0,6,0,3.0,5.8,5.8,5.943666666666649
10600,6.37,5.65,5.48,133.0,58.0,12,2,7.0,6.6,6.6,6.563666666666646
10601,6.99,7.44,6.26,83.0,88.0,0,1,11.0,7.6,7.6,7.64833333333331
10602,6.36,5.92,6.13,109.0,52.0,4,0,8.0,6.4,6.4,6.469000000000018
10603,5.49,5.98,5.84,93.0,51.0,2,2,10.0,5.9,5.9,5.769333333333354
10604,5.9,6.28,5.26,98.0,36.0,2,2,4.0,6.0,6.0,5.099000000000003
10605,7.34,7.99,6.67,103.0,85.0,5,1,12.0,7.8,7.8,7.754666666666661
10606,6.26,6.23,5.35,107.0,62.0,2,0,4.0,7.2,7.2,6.819000000000024
10607,6.52,5.6,6.3,98.0,71.0,4,0,2.0,6.0,6.0,6.303666666666669
10608,5.7,5.77,5.72,108.0,26.0,12,2,8.0,5.7,5.7,5.593666666666686
10609,6.22,6.37,6.57,102.0,58.0,2,1,1.0,6.0,6.0,6.186999999999999
10610,5.06,5.8,5.44,98.0,39.0,12,0,1.0,5.0,5.0,5.049333333333331
10611,7.29,6.99,7.02,103.0,97.0,4,0,3.0,7.8,7.8,7.687333333333331
10612,7.1,7.1,6.79,110.0,80.0,2,0,11.0,7.5,7.5,7.216666666666677
10613,6.33,5.97,5.86,97.0,49.0,2,2,12.0,7.5,7.5,6.997
10614,5.8,5.9,5.89,108.0,53.0,4,0,10.0,5.8,5.8,5.772999999999981
10615,4.96,6.1,5.15,89.0,54.0,6,0,8.0,5.0,5.0,5.416666666666667
10616,5.1,3.93,4.96,93.0,31.0,0,2,6.0,4.4,4.4,4.306333333333337
10617,6.4,6.18,6.3,108.0,55.0,4,0,8.0,6.4,6.4,6.431000000000025
10618,6.47,6.88,6.36,124.0,82.0,2,2,8.0,7.1,7.1,7.19433333333331
10619,6.1,6.14,6.41,81.0,66.0,2,0,1.0,6.1,6.1,6.354333333333334
10620,5.99,5.35,5.59,103.0,38.0,6,0,4.0,6.5,6.5,6.160666666666664
10621,5.55,5.8,6.0,122.0,47.0,2,2,5.0,5.3,5.3,5.398333333333317
10622,5.11,4.45,4.81,84.0,16.0,2,1,3.0,4.4,4.4,4.445333333333335
10623,6.15,5.85,5.42,89.0,63.0,12,0,10.0,5.6,5.6,5.711666666666651
10624,5.92,6.19,6.03,95.0,56.0,2,0,5.0,6.0,6.0,6.012333333333334
10625,6.8,5.29,5.82,106.0,42.0,4,0,6.0,5.4,5.4,5.83300000000002
10626,5.07,4.06,5.08,89.0,39.0,2,2,5.0,4.6,4.6,4.632333333333326
10627,6.07,6.22,5.98,114.0,36.0,12,0,5.0,6.7,6.7,6.449333333333353
10628,6.62,6.68,6.41,91.0,70.0,3,0,12.0,7.5,7.5,7.270666666666671
10629,6.93,7.04,6.28,100.0,86.0,2,2,4.0,7.3,7.3,7.300666666666656
10630,6.33,6.27,6.31,113.0,66.0,4,0,9.0,6.8,6.8,6.72533333333331
10631,6.8,5.72,5.64,103.0,44.0,2,0,5.0,6.8,6.8,6.672333333333317
10632,6.04,5.9,5.82,98.0,56.0,2,1,7.0,6.4,6.4,6.203333333333351
10633,6.0,5.98,6.01,90.0,20.0,2,1,4.0,5.4,5.4,5.5610000000000195
10634,5.51,5.77,6.49,99.0,45.0,2,2,12.0,5.7,5.7,5.797666666666684
10635,7.03,6.35,6.28,108.0,52.0,2,0,8.0,7.2,7.2,7.096000000000016
10636,5.57,5.84,5.92,109.0,51.0,2,0,10.0,5.5,5.5,5.569333333333332
10637,7.2,6.15,6.98,97.0,66.0,2,0,1.0,7.2,7.2,7.209666666666678
10638,7.37,7.22,7.11,108.0,89.0,4,3,10.0,7.6,7.6,7.403333333333336
10639,5.53,5.57,5.96,101.0,43.0,2,0,3.0,6.1,6.1,5.881999999999982
10640,5.57,4.99,6.15,99.0,50.0,2,0,6.0,6.5,6.5,6.231333333333331
10641,6.12,5.03,6.56,107.0,43.0,0,1,6.0,5.5,5.5,5.598666666666668
10642,6.4,6.22,6.49,117.0,56.0,2,1,11.0,7.3,7.3,7.0289999999999875
10643,5.84,6.04,6.35,104.0,41.0,2,0,12.0,6.4,6.4,5.957999999999995
10644,5.98,6.32,5.34,93.0,46.0,2,2,4.0,6.0,6.0,5.866666666666666
10645,6.27,6.56,6.14,96.0,40.0,2,2,1.0,6.2,6.2,6.147333333333349
10646,5.75,5.71,5.83,105.0,32.0,2,1,3.0,5.8,5.8,5.7089999999999845
10647,6.15,6.27,6.14,105.0,64.0,4,0,2.0,6.7,6.7,6.6120000000000205
10648,5.89,6.45,6.45,97.0,36.0,2,1,7.0,6.2,6.2,5.983000000000021
10649,6.9,6.9,5.62,97.0,32.0,2,2,7.0,6.9,6.9,6.159333333333332
10650,6.33,7.07,6.22,100.0,51.0,2,1,8.0,7.1,7.1,6.42733333333333
10651,6.54,7.26,6.28,137.0,55.0,10,0,11.0,7.0,7.0,6.896666666666662
10652,6.32,6.2,5.75,103.0,30.0,2,0,6.0,6.1,6.1,5.896
10653,6.07,6.48,6.32,116.0,79.0,2,0,12.0,6.8,6.8,6.8106666666666476
10654,6.11,5.75,5.88,103.0,44.0,6,0,1.0,6.2,6.2,6.13833333333335
10655,6.34,6.57,6.45,106.0,48.0,2,2,12.0,6.1,6.1,6.212999999999974
10656,5.58,6.07,5.24,97.0,32.0,2,2,7.0,6.4,6.4,5.940666666666686
10657,6.13,6.84,6.22,95.0,76.0,2,0,7.0,7.7,7.7,7.408666666666674
10658,5.46,5.67,5.86,94.0,44.0,2,2,2.0,5.9,5.9,5.8130000000000175
10659,6.1,5.57,5.48,96.0,23.0,2,1,12.0,6.1,6.1,5.841333333333318
10660,6.5,6.56,5.98,100.0,86.0,4,0,9.0,7.2,7.2,7.08666666666668
10661,6.35,6.52,6.38,97.0,81.0,2,0,9.0,6.7,6.7,6.7376666666666924
10662,5.79,6.27,5.64,104.0,51.0,2,1,11.0,5.5,5.5,5.6806666666666645
10663,6.35,5.51,5.6,104.0,24.0,2,0,7.0,6.4,6.4,5.653333333333332
10664,5.73,5.99,5.86,114.0,78.0,4,0,8.0,6.5,6.5,6.550333333333334
10665,5.72,6.45,6.38,113.0,33.0,2,0,8.0,5.8,5.8,5.930000000000011
10666,6.89,6.89,6.16,106.0,67.0,2,2,1.0,6.6,6.6,6.756333333333311
10667,7.02,6.52,7.0,158.0,79.0,4,0,9.0,7.4,7.4,7.423000000000028
10668,5.74,6.15,5.67,95.0,23.0,2,0,6.0,5.9,5.9,5.781000000000014
10669,6.14,7.2,6.04,109.0,67.0,2,2,7.0,6.5,6.5,6.6336666666666675
10670,6.48,6.64,6.51,90.0,68.0,2,3,9.0,6.3,6.3,6.6553333333333295
10671,6.29,6.41,6.56,128.0,68.0,4,1,10.0,7.2,7.2,7.118666666666676
10672,7.2,6.74,6.7,121.0,74.0,4,2,1.0,7.8,7.8,7.6929999999999925
10673,6.88,7.04,6.1,118.0,55.0,2,1,5.0,7.4,7.4,6.870000000000003
10674,6.47,6.39,5.44,99.0,63.0,12,0,3.0,6.3,6.3,6.259666666666648
10675,5.98,5.98,5.96,94.0,52.0,2,0,6.0,5.6,5.6,5.990666666666664
10676,6.05,6.38,5.84,110.0,36.0,2,2,5.0,6.0,6.0,5.790999999999995
10677,6.2,6.8,6.06,102.0,54.0,4,0,3.0,5.8,5.8,5.9769999999999825
10678,6.33,6.43,6.08,125.0,27.0,2,0,12.0,5.6,5.6,6.024999999999995
10679,5.5,4.99,5.73,96.0,54.0,2,0,7.0,6.2,6.2,6.004666666666681
10680,6.17,6.57,6.36,97.0,50.0,2,0,5.0,5.7,5.7,6.2323333333333295
10681,5.56,5.3,5.7,84.0,37.0,6,0,11.0,5.9,5.9,5.6653333333333515
10682,5.07,4.81,5.61,99.0,33.0,6,0,5.0,5.9,5.9,5.510333333333344
10683,6.54,5.98,6.14,107.0,61.0,4,0,4.0,6.3,6.3,6.517000000000004
10684,6.65,6.17,5.62,90.0,42.0,2,0,4.0,6.0,6.0,6.125666666666671
10685,6.58,6.41,6.0,85.0,63.0,2,2,4.0,6.5,6.5,6.496333333333336
10686,6.7,6.6,6.06,137.0,79.0,2,1,12.0,7.5,7.5,7.045333333333339
10687,6.3,7.17,6.67,181.0,72.0,13,2,11.0,8.0,8.0,7.529666666666661
10688,5.84,6.85,6.48,96.0,65.0,12,0,8.0,6.4,6.4,6.446666666666687
10689,5.94,6.79,6.64,107.0,60.0,4,2,6.0,6.1,6.1,6.751000000000005
10690,6.34,4.81,5.9,89.0,34.0,0,0,9.0,5.7,5.7,5.67900000000002
10691,5.84,5.93,5.91,105.0,33.0,4,0,10.0,5.4,5.4,5.774000000000004
10692,6.21,6.5,6.46,105.0,68.0,2,1,6.0,6.2,6.2,6.368000000000021
10693,6.33,5.51,5.47,124.0,67.0,12,0,7.0,7.1,7.1,6.902999999999975
10694,5.59,5.47,6.2,110.0,63.0,2,0,11.0,6.2,6.2,6.156666666666688
10695,7.15,7.01,6.52,105.0,74.0,10,2,12.0,7.9,7.9,7.630000000000021
