Writer,Instances,Total_Box_Office,Total_Production_Budget,Total_Metascore,Total_IMDB_Rating,Average_Box_Office,Average_IMDB_Rating,Success_Metric
Bernardo Bertolucci,1,43984230.0,25000000,76.0,7.7,43984230.0,7.7,8.5796846
Kyle Hunter,2,140733058.0,44000000,124.0,12.5,70366529.0,6.25,7.65733058
Ariel Shaffir,2,140733058.0,44000000,124.0,12.5,70366529.0,6.25,7.65733058
Paul Henning,2,79446424.0,46000000,72.0,10.4,39723212.0,5.2,5.99446424
Upton Sinclair,1,40222514.0,25000000,93.0,8.2,40222514.0,8.2,9.004450279999999
Kate Boutilier,1,39402572.0,25000000,38.0,5.6,39402572.0,5.6,6.38805144
Monica Piper,1,39402572.0,25000000,38.0,5.6,39402572.0,5.6,6.38805144
David Regal,1,39402572.0,25000000,38.0,5.6,39402572.0,5.6,6.38805144
Jet Li,1,36845124.0,25000000,58.0,6.6,36845124.0,6.6,7.33690248
Elizabeth Hunter,2,73646744.0,32000000,109.0,11.3,36823372.0,5.65,6.3864674400000006
Kate Lanier,4,116187852.0,57500000,205.0,22.199999999999996,29046963.0,5.549999999999999,6.130939259999999
Norman Vance Jr.,2,53732216.0,35000000,112.0,11.8,26866108.0,5.9,6.437322160000001
Bryan Stevenson,1,36001502.0,25000000,68.0,7.6,36001502.0,7.6,8.320030039999999
William Douglas-Home,1,36105433.0,25000000,41.0,5.8,36105433.0,5.8,6.52210866
Victor Salva,2,73571393.0,35000000,85.0,11.8,36785696.5,5.9,6.6357139300000005
Josh Stolberg,6,183865291.0,104500000,nan,33.800000000000004,30644215.166666668,5.633333333333334,6.2462176366666675
Steve Glenn,1,35017297.0,25000000,19.0,5.6,35017297.0,5.6,6.30034594
Ewan Leslie,1,33741133.0,25000000,45.0,6.4,33741133.0,6.4,7.074822660000001
James Toback,4,69475830.0,34500000,225.0,22.3,17368957.5,5.575,5.92237915
Rowan Atkinson,1,33302167.0,25000000,56.0,6.4,33302167.0,6.4,7.06604334
Simon McBurney,1,33302167.0,25000000,56.0,6.4,33302167.0,6.4,7.06604334
Matthew Walker,1,32492859.0,25000000,18.0,5.6,32492859.0,5.6,6.249857179999999
Tom Hines,1,32492859.0,25000000,18.0,5.6,32492859.0,5.6,6.249857179999999
Van Robichaux,1,32187017.0,25000000,37.0,5.6,32187017.0,5.6,6.2437403399999996
Evan Susser,1,32187017.0,25000000,37.0,5.6,32187017.0,5.6,6.2437403399999996
Max Greenfield,1,32187017.0,25000000,37.0,5.6,32187017.0,5.6,6.2437403399999996
Paul Castro,1,31664162.0,25000000,38.0,7.4,31664162.0,7.4,8.033283240000001
Brian Gatewood,1,30441326.0,25000000,39.0,5.6,30441326.0,5.6,6.20882652
Alessandro Tanaka,1,30441326.0,25000000,39.0,5.6,30441326.0,5.6,6.20882652
Spice Girls,1,29342592.0,25000000,32.0,3.6,29342592.0,3.6,4.18685184
Kim Fuller,3,34499669.0,47000000,85.0,11.6,11499889.666666666,3.8666666666666667,4.09666446
Jamie Curtis,1,29342592.0,25000000,32.0,3.6,29342592.0,3.6,4.18685184
Scott Rothman,1,28842237.0,25000000,54.0,6.8,28842237.0,6.8,7.37684474
Rajiv Joseph,1,28842237.0,25000000,54.0,6.8,28842237.0,6.8,7.37684474
Jacob Estes,2,28396969.0,25500000,99.0,11.6,14198484.5,5.8,6.08396969
Paul Hogan,2,200439188.0,33800000,99.0,11.399999999999999,100219594.0,5.699999999999999,7.704391879999999
Matthew Berry,1,25635682.0,25000000,37.0,4.8,25635682.0,4.8,5.31271364
Eric Abrams,1,25635682.0,25000000,37.0,4.8,25635682.0,4.8,5.31271364
Barry Fanaro,2,38046509.0,48000000,80.0,12.5,19023254.5,6.25,6.63046509
Mort Nathan,2,33623560.0,40000000,61.0,11.8,16811780.0,5.9,6.2362356000000005
Hadley Davis,1,24402491.0,25000000,55.0,6.0,24402491.0,6.0,6.48804982
Nigel McKeand,1,24046682.0,25000000,56.0,5.5,24046682.0,5.5,5.98093364
Andy Diggle,1,23591432.0,25000000,44.0,6.2,23591432.0,6.2,6.67182864
Robert Munic,1,23091010.0,25000000,61.0,5.6,23091010.0,5.6,6.0618202
Dito Montiel,2,23121690.0,40000000,97.0,10.7,11560845.0,5.35,5.581216899999999
Lee Anthony Smith,1,22486409.0,25000000,36.0,6.2,22486409.0,6.2,6.64972818
Gregory J. Bradley,1,22486409.0,25000000,36.0,6.2,22486409.0,6.2,6.64972818
Lord Byron,1,22150451.0,25000000,63.0,6.7,22150451.0,6.7,7.14300902
Colin Patrick Lynch,1,21845719.0,25000000,48.0,6.6,21845719.0,6.6,7.03691438
Jeremy Brock,3,37336687.0,35700000,185.0,20.4,12445562.333333334,6.8,7.048911246666666
Rosemary Sutcliff,1,19490041.0,25000000,55.0,6.2,19490041.0,6.2,6.58980082
Richard Starzak,1,19375982.0,25000000,81.0,7.3,19375982.0,7.3,7.68751964
Rick Rosner,1,18600152.0,25000000,28.0,6.0,18600152.0,6.0,6.37200304
Dax Shepard,1,18600152.0,25000000,28.0,6.0,18600152.0,6.0,6.37200304
Jeff Schaffer,1,17771387.0,25000000,45.0,6.6,17771387.0,6.6,6.955427739999999
Justin Malen,1,17501244.0,25000000,22.0,5.5,17501244.0,5.5,5.85002488
Scott B. Smith,2,33749117.0,42000000,126.0,13.4,16874558.5,6.7,7.03749117
Chris Bowman,2,37375171.0,33500000,98.0,11.899999999999999,18687585.5,5.949999999999999,6.323751709999999
Hubbel Palmer,2,37375171.0,33500000,98.0,11.899999999999999,18687585.5,5.949999999999999,6.323751709999999
Emily Spivey,1,17368022.0,25000000,47.0,5.8,17368022.0,5.8,6.14736044
Johannes Roberts,4,86569045.0,47300000,180.0,21.099999999999998,21642261.25,5.2749999999999995,5.707845225
Jacob Meszaros,1,16655224.0,25000000,43.0,5.3,16655224.0,5.3,5.63310448
Mya Stark,1,16655224.0,25000000,43.0,5.3,16655224.0,5.3,5.63310448
Beau Willimon,2,57431033.0,48000000,127.0,13.399999999999999,28715516.5,6.699999999999999,7.27431033
John Guy,1,16468499.0,25000000,60.0,6.3,16468499.0,6.3,6.62936998
Jay McInerney,1,16118077.0,25000000,51.0,5.7,16118077.0,5.7,6.02236154
Don Michael Paul,3,28716011.0,55000000,77.0,12.899999999999999,9572003.666666666,4.3,4.491440073333333
Sherry Mills,1,15094530.0,25000000,nan,5.2,15094530.0,5.2,5.5018906
Steve Barron,1,15094530.0,25000000,nan,5.2,15094530.0,5.2,5.5018906
Tom Benedek,1,15094530.0,25000000,nan,5.2,15094530.0,5.2,5.5018906
Tom Ropelewski,1,14990582.0,25000000,25.0,4.7,14990582.0,4.7,4.99981164
David Wagner,3,41550162.0,56000000,92.0,17.5,13850054.0,5.833333333333333,6.110334413333333
Brent Goldberg,4,59219479.0,68000000,115.0,22.0,14804869.75,5.5,5.796097395
Tony Fajardo,1,nan,25000000,nan,6.4,nan,6.4,nan
Mike Relon Makiling,1,nan,25000000,nan,6.4,nan,6.4,nan
Roger Fuentebella,1,nan,25000000,nan,6.4,nan,6.4,nan
Martin Hynes,1,14036406.0,25000000,25.0,5.1,14036406.0,5.1,5.38072812
Anthony Tambakis,2,15170908.0,50000000,120.0,14.0,7585454.0,7.0,7.15170908
Cliff Dorfman,1,13657115.0,25000000,71.0,8.1,13657115.0,8.1,8.3731423
Frank McCourt,1,13042112.0,25000000,54.0,7.3,13042112.0,7.3,7.5608422399999995
Laura Jones,3,16034914.0,40000000,181.0,20.5,5344971.333333333,6.833333333333333,6.94023276
Mikko Alanne,2,12245201.0,37000000,86.0,12.5,6122600.5,6.25,6.37245201
Craig Borten,2,39526007.0,30000000,132.0,14.8,19763003.5,7.4,7.79526007
Michael Thomas,3,32021234.0,64100000,171.0,20.9,10673744.666666666,6.966666666666666,7.180141559999999
James D. Solomon,1,11538204.0,25000000,55.0,6.9,11538204.0,6.9,7.1307640800000005
Gregory Bernstein,1,11538204.0,25000000,55.0,6.9,11538204.0,6.9,7.1307640800000005
Craig McCracken,1,nan,25000000,nan,nan,nan,nan,nan
Chris R. Notarile,1,nan,25000000,nan,nan,nan,nan,nan
Stacy Peralta,3,14850567.0,28000000,212.0,22.5,4950189.0,7.5,7.59900378
David Z. Weinstein,1,11100000.0,25000000,53.0,7.2,11100000.0,7.2,7.422000000000001
Mark Richard,1,10915744.0,25000000,61.0,6.4,10915744.0,6.4,6.618314880000001
Kimberly Peirce,2,22456351.0,27000000,147.0,13.9,11228175.5,6.95,7.1745635100000005
Adam Fields,1,10115013.0,25000000,44.0,6.4,10115013.0,6.4,6.602300260000001
Andrzej Zulawski,1,1158473.0,25000000,75.0,7.3,1158473.0,7.3,7.32316946
Frederic Tuten,1,1158473.0,25000000,75.0,7.3,1158473.0,7.3,7.32316946
Lisa-Maria Radano,1,10082005.0,25000000,35.0,6.2,10082005.0,6.2,6.4016401
Walter Doniger,1,9151887.0,25000000,42.0,6.1,9151887.0,6.1,6.283037739999999
Joe Penhall,1,8117000.0,25000000,64.0,7.2,8117000.0,7.2,7.3623400000000006
Felix van Groeningen,1,7649973.0,25000000,62.0,7.4,7649973.0,7.4,7.5529994600000006
David Sheff,1,7649973.0,25000000,62.0,7.4,7649973.0,7.4,7.5529994600000006
Clifford Irving,1,7164995.0,25000000,70.0,6.7,7164995.0,6.7,6.8432999
Virgil Williams,2,nan,35000000,127.0,13.3,nan,6.65,nan
Charles Monroe King,1,6545174.0,25000000,42.0,5.9,6545174.0,5.9,6.03090348
Dana Canedy,1,6545174.0,25000000,42.0,5.9,6545174.0,5.9,6.03090348
Erica Beeney,2,6238666.0,26000000,87.0,12.0,3119333.0,6.0,6.06238666
Rupert Wyatt,1,5958315.0,25000000,54.0,6.0,5958315.0,6.0,6.1191663
Leslie Stevens,2,8586207.0,36000000,67.0,10.0,4293103.5,5.0,5.08586207
Nick Cannon,1,5655459.0,25000000,19.0,4.4,5655459.0,4.4,4.513109180000001
Roger Donaldson,1,5128124.0,25000000,68.0,7.8,5128124.0,7.8,7.902562479999999
Alan Martin,1,4064495.0,25000000,46.0,5.4,4064495.0,5.4,5.4812899
Jamie Hewlett,1,4064495.0,25000000,46.0,5.4,4064495.0,5.4,5.4812899
Wayne Conley,2,24263808.0,39000000,49.0,9.4,12131904.0,4.7,4.94263808
José Saramago,1,3351751.0,25000000,45.0,6.5,3351751.0,6.5,6.56703502
Don McKellar,2,3393917.0,26850000,126.0,13.5,1696958.5,6.75,6.78393917
Richard Lanni,1,4015935.0,25000000,58.0,6.9,4015935.0,6.9,6.980318700000001
Mike Stokey,1,4015935.0,25000000,58.0,6.9,4015935.0,6.9,6.980318700000001
Yasmina Reza,1,2547047.0,25000000,61.0,7.1,2547047.0,7.1,7.15094094
Michael Katims,2,2617691.0,43000000,118.0,13.7,1308845.5,6.85,6.87617691
Guinevere Turner,2,17475705.0,33000000,82.0,10.6,8737852.5,5.3,5.47475705
William M. Finkelstein,1,1702112.0,25000000,69.0,6.6,1702112.0,6.6,6.634042239999999
Joel Edgerton,5,96991438.0,59500000,336.0,33.2,19398287.6,6.640000000000001,7.027965752000001
Robert Kaplow,1,1190003.0,25000000,73.0,6.7,1190003.0,6.7,6.72380006
Holly Gent,1,1190003.0,25000000,73.0,6.7,1190003.0,6.7,6.72380006
Vincent Palmo Jr.,1,1190003.0,25000000,73.0,6.7,1190003.0,6.7,6.72380006
Todd Rosenberg,1,913935.0,25000000,39.0,6.3,913935.0,6.3,6.3182787
Atom Egoyan,6,11031261.0,66000000,408.0,40.5,1838543.5,6.75,6.78677087
Rupert Holmes,1,872142.0,25000000,47.0,6.4,872142.0,6.4,6.4174428400000005
Kenny Moore,1,777423.0,25000000,71.0,7.2,777423.0,7.2,7.21554846
Jack Kerouac,1,744296.0,25000000,56.0,6.0,744296.0,6.0,6.01488592
Simon Winchester,1,nan,25000000,27.0,7.2,nan,7.2,nan
Jonathan English,1,nan,25000000,42.0,6.1,nan,6.1,nan
Erick Kastel,1,nan,25000000,42.0,6.1,nan,6.1,nan
Stephen McDool,1,nan,25000000,42.0,6.1,nan,6.1,nan
Mario Van Peebles,1,nan,25000000,nan,4.2,nan,4.2,nan
Dave Riggs,1,nan,25000000,nan,4.2,nan,4.2,nan
Nikolay Suslov,1,nan,25000000,nan,4.2,nan,4.2,nan
Christian Taylor,1,6399.0,25000000,39.0,5.4,6399.0,5.4,5.400127980000001
Matthew Huffman,1,6399.0,25000000,39.0,5.4,6399.0,5.4,5.400127980000001
G.P. Taylor,1,6399.0,25000000,39.0,5.4,6399.0,5.4,5.400127980000001
Eugene Jarecki,1,nan,25000000,nan,7.4,nan,7.4,nan
Choderlos de Laclos,3,108115225.0,49200000,204.0,22.0,36038408.333333336,7.333333333333333,8.0541015
Delia Owens,1,90230760.0,24000000,43.0,7.2,90230760.0,7.2,9.0046152
Lucy Alibar,2,103026506.0,25800000,129.0,14.4,51513253.0,7.2,8.23026506
Court Crandall,1,75585093.0,24000000,54.0,7.0,75585093.0,7.0,8.51170186
Steve Harvey,3,194912177.0,39000000,162.0,19.0,64970725.666666664,6.333333333333333,7.632747846666666
August Wilson,1,57682904.0,24000000,79.0,7.2,57682904.0,7.2,8.35365808
Dean Pitchford,2,160070804.0,32200000,84.0,13.2,80035402.0,6.6,8.20070804
Edward Cannon,1,45018541.0,24000000,50.0,6.6,45018541.0,6.6,7.50037082
Lois Duncan,3,nan,45000000,129.0,15.5,nan,5.166666666666667,nan
Trey Callaway,1,40002112.0,24000000,21.0,4.7,40002112.0,4.7,5.50004224
Bonnie Hunt,1,32722798.0,24000000,54.0,6.9,32722798.0,6.9,7.55445596
Don Lake,1,32722798.0,24000000,54.0,6.9,32722798.0,6.9,7.55445596
Andrew Stern,1,32722798.0,24000000,54.0,6.9,32722798.0,6.9,7.55445596
Jon Ronson,1,32428195.0,24000000,54.0,6.2,32428195.0,6.2,6.8485639
Graham Greene,4,53877853.0,78000000,231.0,25.099999999999998,13469463.25,6.2749999999999995,6.5443892649999995
Guy Elmes,1,29831583.0,24000000,25.0,5.4,29831583.0,5.4,5.99663166
Denis Freeman,1,29831583.0,24000000,25.0,5.4,29831583.0,5.4,5.99663166
Susanna Kaysen,1,28912646.0,24000000,51.0,7.3,28912646.0,7.3,7.8782529199999995
Lisa Loomer,1,28912646.0,24000000,51.0,7.3,28912646.0,7.3,7.8782529199999995
John C. Richards,1,25170054.0,24000000,69.0,6.3,25170054.0,6.3,6.8034010799999995
James Flamberg,1,25170054.0,24000000,69.0,6.3,25170054.0,6.3,6.8034010799999995
Pete Goldfinger,5,148847994.0,79500000,nan,28.2,29769598.8,5.64,6.235391976
Joe Gayton,1,23240020.0,24000000,44.0,6.4,23240020.0,6.4,6.8648004
Richard Smith,1,22099847.0,24000000,52.0,6.4,22099847.0,6.4,6.8419969400000005
Henry Rosenbaum,1,22099847.0,24000000,52.0,6.4,22099847.0,6.4,6.8419969400000005
Victor Levin,1,17071962.0,24000000,52.0,5.6,17071962.0,5.6,5.941439239999999
Jerry Juhl,2,44007314.0,36000000,117.0,13.9,22003657.0,6.95,7.39007314
Joey Mazzarino,2,28308854.0,41000000,112.0,12.0,14154427.0,6.0,6.28308854
E. Max Frye,1,12096300.0,24000000,81.0,7.0,12096300.0,7.0,7.241926
Dan Futterman,2,40846830.0,31000000,169.0,14.3,20423415.0,7.15,7.5584683
Allison Pearson,1,9662284.0,24000000,38.0,4.9,9662284.0,4.9,5.093245680000001
Vijay Krishna Acharya,1,8031955.0,24000000,61.0,5.4,8031955.0,5.4,5.5606391
Aditya Chopra,3,14018026.0,40200000,nan,19.900000000000002,4672675.333333333,6.633333333333334,6.726786840000001
Kevin Spacey,1,6318709.0,24000000,46.0,6.7,6318709.0,6.7,6.82637418
Richard Williams,1,669276.0,24000000,nan,7.1,669276.0,7.1,7.11338552
Margaret French,1,669276.0,24000000,nan,7.1,669276.0,7.1,7.11338552
Mary McGuckian,1,49981.0,24000000,25.0,5.0,49981.0,5.0,5.00099962
Thornton Wilder,1,49981.0,24000000,25.0,5.0,49981.0,5.0,5.00099962
Justin Bodle,1,nan,24000000,nan,4.8,nan,4.8,nan
Matthew Cope,1,nan,24000000,nan,4.8,nan,4.8,nan
Richard Doyle,1,nan,24000000,nan,4.8,nan,4.8,nan
Siva,1,nan,24000000,nan,4.0,nan,4.0,nan
Chandran Pachamuthu,1,nan,24000000,nan,4.0,nan,4.0,nan
Savari Muthu,1,nan,24000000,nan,4.0,nan,4.0,nan
Jerry Zucker,2,170383950.0,26500000,143.0,14.600000000000001,85191975.0,7.300000000000001,9.003839500000002
Nick Vallelonga,1,85080171.0,23000000,69.0,8.2,85080171.0,8.2,9.901603419999999
Brian Hayes Currie,1,85080171.0,23000000,69.0,8.2,85080171.0,8.2,9.901603419999999
LouAnne Johnson,1,84919401.0,23000000,47.0,6.5,84919401.0,6.5,8.19838802
Michael Barrie,1,65807024.0,23000000,41.0,6.8,65807024.0,6.8,8.11614048
Jim Mulholland,1,65807024.0,23000000,41.0,6.8,65807024.0,6.8,8.11614048
Angie Thomas,1,29719483.0,23000000,81.0,7.5,29719483.0,7.5,8.094389660000001
Laura Zigman,1,27343067.0,23000000,32.0,6.0,27343067.0,6.0,6.5468613399999995
Tami Sagher,1,22438180.0,23000000,51.0,6.1,22438180.0,6.1,6.5487636
Harper Dill,1,22438180.0,23000000,51.0,6.1,22438180.0,6.1,6.5487636
Clay Tarver,1,21974919.0,23000000,75.0,6.6,21974919.0,6.6,7.0394983799999995
Mona Simpson,1,18670401.0,23000000,59.0,6.2,18670401.0,6.2,6.5734080200000005
Matthew Faulk,1,16136476.0,23000000,53.0,6.2,16136476.0,6.2,6.52272952
Mark Skeet,1,16136476.0,23000000,53.0,6.2,16136476.0,6.2,6.52272952
Simon Kelton,1,15789389.0,23000000,54.0,7.3,15789389.0,7.3,7.61578778
Sean Macaulay,1,15789389.0,23000000,54.0,7.3,15789389.0,7.3,7.61578778
Chris Charles,1,15566093.0,23000000,44.0,5.7,15566093.0,5.7,6.01132186
Danny Kravitz,1,15566093.0,23000000,44.0,5.7,15566093.0,5.7,6.01132186
Robert Lorenz,1,15566093.0,23000000,44.0,5.7,15566093.0,5.7,6.01132186
Keith R. Clarke,1,2701859.0,23000000,66.0,7.3,2701859.0,7.3,7.35403718
Slavomir Rawicz,1,2701859.0,23000000,66.0,7.3,2701859.0,7.3,7.35403718
Scott McPherson,1,12803305.0,23000000,68.0,6.7,12803305.0,6.7,6.9560661
Derek Guiley,1,12195626.0,23000000,46.0,6.1,12195626.0,6.1,6.34391252
David Schneiderman,1,12195626.0,23000000,46.0,6.1,12195626.0,6.1,6.34391252
Colette,1,2715657.0,23000000,63.0,6.1,2715657.0,6.1,6.154313139999999
Greg McLean,3,26952206.0,28100000,nan,16.9,8984068.666666666,5.633333333333333,5.813014706666666
Ronny Graham,1,38119483.0,22700000,46.0,7.1,38119483.0,7.1,7.86238966
Tom Ford,2,19839357.0,29500000,144.0,15.0,9919678.5,7.5,7.69839357
Austin Wright,1,10663357.0,22500000,67.0,7.5,10663357.0,7.5,7.71326714
Andrew Anastasios,1,4196641.0,22500000,50.0,7.0,4196641.0,7.0,7.08393282
Maïwenn,2,nan,31300000,125.0,14.0,nan,7.0,nan
Teddy Lussi-Modeste,1,nan,22400000,51.0,6.7,nan,6.7,nan
Nicolas Livecchi,1,nan,22400000,51.0,6.7,nan,6.7,nan
Nichole Millard,1,90648202.0,22000000,44.0,6.4,90648202.0,6.4,8.212964040000001
Kathryn Price,1,90648202.0,22000000,44.0,6.4,90648202.0,6.4,8.212964040000001
Robert James Waller,1,71516617.0,22000000,69.0,7.6,71516617.0,7.6,9.03033234
Nik Cohn,1,64892670.0,22000000,23.0,4.7,64892670.0,4.7,5.9978534
Norman Wexler,1,64892670.0,22000000,23.0,4.7,64892670.0,4.7,5.9978534
Richard Bedser,1,59700064.0,22000000,37.0,5.7,59700064.0,5.7,6.89400128
Christopher Spencer,1,59700064.0,22000000,37.0,5.7,59700064.0,5.7,6.89400128
Colin Swash,1,59700064.0,22000000,37.0,5.7,59700064.0,5.7,6.89400128
Tom Brady,1,57743062.0,22000000,43.0,4.8,57743062.0,4.8,5.95486124
Rob Schneider,3,145681971.0,62000000,96.0,15.2,48560657.0,5.066666666666666,6.037879806666666
Richard C. Morais,1,54240821.0,22000000,55.0,7.3,54240821.0,7.3,8.38481642
Jeff Kinney,3,122445921.0,62000000,144.0,17.2,40815307.0,5.733333333333333,6.549639473333333
Kristine Johnson,1,40311852.0,22000000,28.0,7.6,40311852.0,7.6,8.406237039999999
James Siegel,1,36024076.0,22000000,40.0,6.6,36024076.0,6.6,7.3204815199999995
Kurt Eichenwald,1,33316821.0,22000000,66.0,6.5,33316821.0,6.5,7.16633642
Ken Scott,1,30664106.0,22000000,44.0,6.3,30664106.0,6.3,6.91328212
Martin Petit,1,30664106.0,22000000,44.0,6.3,30664106.0,6.3,6.91328212
David Garrett,2,46380458.0,33000000,43.0,9.4,23190229.0,4.7,5.16380458
Glenn Gers,1,20668843.0,22000000,41.0,5.9,20668843.0,5.9,6.31337686
John Mister,1,20668843.0,22000000,41.0,5.9,20668843.0,5.9,6.31337686
Neil McKay,1,20668843.0,22000000,41.0,5.9,20668843.0,5.9,6.31337686
Chuck Logan,1,20158898.0,22000000,40.0,6.5,20158898.0,6.5,6.90317796
John Hoffman,2,57196348.0,39000000,89.0,11.0,28598174.0,5.5,6.07196348
Hank Nelken,1,19402030.0,22000000,22.0,5.8,19402030.0,5.8,6.1880406
Victor Colicchio,1,19288130.0,22000000,67.0,6.7,19288130.0,6.7,7.0857626
Michael Imperioli,1,19288130.0,22000000,67.0,6.7,19288130.0,6.7,7.0857626
Richard Goldwater,1,14271015.0,22000000,47.0,5.6,14271015.0,5.6,5.8854203
Nicolas Stiliadis,1,nan,22000000,nan,4.0,nan,4.0,nan
Angela Sommer-Bodenburg,1,13572400.0,22000000,45.0,5.7,13572400.0,5.7,5.9714480000000005
Jeff Baena,1,12785432.0,22000000,55.0,6.5,12785432.0,6.5,6.75570864
Stephen Jeffreys,1,4835065.0,22000000,44.0,6.2,4835065.0,6.2,6.2967013000000005
S.J. Watson,1,3242457.0,22000000,41.0,6.3,3242457.0,6.3,6.36484914
Angus MacLachlan,2,4488769.0,23000000,138.0,12.3,2244384.5,6.15,6.194887690000001
Haley Webb,1,nan,22000000,nan,nan,nan,nan,nan
Laurent Tirard,1,635733.0,21600000,59.0,7.1,635733.0,7.1,7.11271466
Grégoire Vigneron,1,635733.0,21600000,59.0,7.1,635733.0,7.1,7.11271466
E. Jack Kaplan,1,22313201.0,21500000,49.0,6.5,22313201.0,6.5,6.94626402
Richard Chapman,1,22313201.0,21500000,49.0,6.5,22313201.0,6.5,6.94626402
Matthew Quick,1,132092958.0,21000000,81.0,7.7,132092958.0,7.7,10.34185916
Brian Kehoe,1,60311495.0,21000000,69.0,6.2,60311495.0,6.2,7.4062299000000005
Jim Kehoe,1,60311495.0,21000000,69.0,6.2,60311495.0,6.2,7.4062299000000005
Trey Parker,3,85425979.0,42000000,185.0,21.0,28475326.333333332,7.0,7.569506526666666
Matt Stone,3,85425979.0,42000000,185.0,21.0,28475326.333333332,7.0,7.569506526666666
Wendell Wellman,1,46708276.0,21000000,44.0,5.9,46708276.0,5.9,6.83416552
Craig Thomas,1,46708276.0,21000000,44.0,5.9,46708276.0,5.9,6.83416552
Dean Craig,3,nan,56000000,nan,20.2,nan,6.733333333333333,nan
Stuart Gillard,1,42273609.0,21000000,40.0,4.8,42273609.0,4.8,5.64547218
Daniel Coyle,1,40222729.0,21000000,48.0,6.4,40222729.0,6.4,7.20445458
Ntozake Shange,1,37729698.0,21000000,50.0,6.2,37729698.0,6.2,6.95459396
Freedom Writers,1,36605602.0,21000000,64.0,7.6,36605602.0,7.6,8.33211204
Erin Gruwell,1,36605602.0,21000000,64.0,7.6,36605602.0,7.6,8.33211204
Stanley Shapiro,1,35417038.0,21000000,35.0,5.4,35417038.0,5.4,6.108340760000001
Dale Launer,2,88346206.0,32000000,103.0,13.0,44173103.0,6.5,7.38346206
Chris Hauty,2,nan,24000000,nan,12.2,nan,6.1,nan
Bridget O'Connor,1,24149393.0,21000000,85.0,7.0,24149393.0,7.0,7.48298786
Roi Cooper Megrue,1,21760240.0,21000000,31.0,5.0,21760240.0,5.0,5.4352048
Jean C. Havez,1,21760240.0,21000000,31.0,5.0,21760240.0,5.0,5.4352048
Clyde Bruckman,1,21760240.0,21000000,31.0,5.0,21760240.0,5.0,5.4352048
Rafael Moreu,1,17762705.0,21000000,42.0,4.8,17762705.0,4.8,5.1552541
Joshua Michael Stern,1,16289867.0,21000000,47.0,6.1,16289867.0,6.1,6.42579734
David Giammarco,1,16289867.0,21000000,47.0,6.1,16289867.0,6.1,6.42579734
Vendela Vida,1,9451946.0,21000000,58.0,7.0,9451946.0,7.0,7.18903892
Brad Silberling,1,6835856.0,21000000,59.0,6.6,6835856.0,6.6,6.73671712
Kyle Killen,1,970816.0,21000000,60.0,6.6,970816.0,6.6,6.61941632
Richard Bachynsky Hoover,1,557241.0,21000000,34.0,5.9,557241.0,5.9,5.9111448200000005
George Mendeluk,1,557241.0,21000000,34.0,5.9,557241.0,5.9,5.9111448200000005
Richard Christie,1,17650.0,21000000,21.0,5.7,17650.0,5.7,5.700353
Mark Stay,1,nan,21000000,47.0,4.6,nan,4.6,nan
Jon Wright,1,nan,21000000,47.0,4.6,nan,4.6,nan
Lorene Scafaria,4,147796847.0,43900000,270.0,25.9,36949211.75,6.475,7.213984235
Jessica Pressler,1,104963598.0,20700000,79.0,6.3,104963598.0,6.3,8.39927196
David Cronenberg,2,4977151.0,26652000,128.0,14.0,2488575.5,7.0,7.04977151
Larry L. King,1,69701637.0,20500000,40.0,6.0,69701637.0,6.0,7.39403274
Peter Masterson,1,69701637.0,20500000,40.0,6.0,69701637.0,6.0,7.39403274
Colin Higgins,1,69701637.0,20500000,40.0,6.0,69701637.0,6.0,7.39403274
Kiyoshi Kurosawa,2,nan,20510000,97.0,12.2,nan,6.1,nan
Scott Cawthon,1,127205300.0,20000000,nan,5.5,127205300.0,5.5,8.044106
Seth Cuddeback,1,127205300.0,20000000,nan,5.5,127205300.0,5.5,8.044106
Emma Tammi,1,127205300.0,20000000,nan,5.5,127205300.0,5.5,8.044106
Bonnie Turner,1,121697323.0,20000000,57.0,7.0,121697323.0,7.0,9.43394646
Terry Turner,1,121697323.0,20000000,57.0,7.0,121697323.0,7.0,9.43394646
Jeff Tremaine,4,356266735.0,48000000,218.0,27.1,89066683.75,6.775,8.556333675000001
Johnny Knoxville,5,361326343.0,67000000,254.0,32.2,72265268.6,6.44,7.885305372
Bam Margera,2,190008404.0,31000000,122.0,14.0,95004202.0,7.0,8.90008404
Analisa LaBianco,1,94514402.0,20000000,41.0,3.9,94514402.0,3.9,5.79028804
Jeffrey Bushell,1,94514402.0,20000000,41.0,3.9,94514402.0,3.9,5.79028804
Steven Gary Banks,1,82674398.0,20000000,27.0,4.7,82674398.0,4.7,6.353487960000001
Claudia Grazioso,1,82674398.0,20000000,27.0,4.7,82674398.0,4.7,6.353487960000001
Nat Faxon,2,104090706.0,25000000,152.0,14.7,52045353.0,7.35,8.39090706
Jim Rash,2,104090706.0,25000000,152.0,14.7,52045353.0,7.35,8.39090706
Christopher Landon,9,399747656.0,83000000,445.0,52.0,44416406.222222224,5.777777777777778,6.666105902222222
Heywood Gould,1,78222753.0,20000000,12.0,5.9,78222753.0,5.9,7.464455060000001
Keith Walker,1,77709806.0,20000000,79.0,6.0,77709806.0,6.0,7.55419612
Corey Blechman,1,77709806.0,20000000,79.0,6.0,77709806.0,6.0,7.55419612
Louis Sachar,1,67406573.0,20000000,71.0,7.0,67406573.0,7.0,8.34813146
