Writer,Instances,Total_Box_Office,Total_Production_Budget,Total_Metascore,Total_IMDB_Rating,Average_Box_Office,Average_IMDB_Rating,Success_Metric
Paul Brad Logan,2,64222961.0,24000000,103.0,10.5,32111480.5,5.25,5.89222961
Jeff Van Wie,1,62950384.0,20000000,33.0,6.0,62950384.0,6.0,7.25900768
Solomon Northup,1,56671993.0,20000000,96.0,8.1,56671993.0,8.1,9.233439859999999
Shawn Schepps,1,56399184.0,20000000,63.0,5.9,56399184.0,5.9,7.02798368
Tina Gordon,4,141358715.0,68000000,227.0,22.799999999999997,35339678.75,5.699999999999999,6.406793574999999
Jojo Moyes,1,56245075.0,20000000,51.0,7.4,56245075.0,7.4,8.5249015
Peter Huyck,1,54611903.0,20000000,49.0,5.4,54611903.0,5.4,6.49223806
Alex Gregory,1,54611903.0,20000000,49.0,5.4,54611903.0,5.4,6.49223806
Mark Brown,5,217327328.0,64500000,253.0,28.000000000000004,43465465.6,5.6000000000000005,6.469309312000001
Darcey Bell,1,53548586.0,20000000,67.0,6.8,53548586.0,6.8,7.87097172
Jessica Sharzer,2,92132212.0,40000000,125.0,13.3,46066106.0,6.65,7.5713221200000005
Paul Webb,1,52076908.0,20000000,79.0,7.5,52076908.0,7.5,8.54153816
Mark Miller,1,50008143.0,20000000,54.0,6.7,50008143.0,6.7,7.700162860000001
Harvey Weitzman,1,50008143.0,20000000,54.0,6.7,50008143.0,6.7,7.700162860000001
Jules Feiffer,1,49823037.0,20000000,64.0,5.3,49823037.0,5.3,6.29646074
E.C. Segar,1,49823037.0,20000000,64.0,5.3,49823037.0,5.3,6.29646074
Karl Geurs,1,47901582.0,20000000,38.0,5.3,47901582.0,5.3,6.25803164
Carter Crocker,1,47901582.0,20000000,38.0,5.3,47901582.0,5.3,6.25803164
Eddie Guzelian,1,45554533.0,20000000,53.0,6.3,45554533.0,6.3,7.21109066
Jun Falkenstein,1,45554533.0,20000000,53.0,6.3,45554533.0,6.3,7.21109066
Lena Waithe,1,43808310.0,20000000,74.0,7.1,43808310.0,7.1,7.9761662
James Frey,1,43808310.0,20000000,74.0,7.1,43808310.0,7.1,7.9761662
Alex Mace,1,41596251.0,20000000,42.0,7.0,41596251.0,7.0,7.83192502
Howard Korder,1,39263506.0,20000000,47.0,6.2,39263506.0,6.2,6.98527012
Stephen Susco,5,268868342.0,51000000,215.0,28.5,53773668.4,5.7,6.775473368
Takashi Shimizu,3,259862563.0,40000000,131.0,16.8,86620854.33333333,5.6000000000000005,7.332417086666667
Jeanne Ryan,1,38583626.0,20000000,58.0,6.5,38583626.0,6.5,7.27167252
Terry McMillan,1,37672941.0,20000000,56.0,5.7,37672941.0,5.7,6.45345882
Paul Aiello,1,36880033.0,20000000,51.0,6.3,36880033.0,6.3,7.03760066
Gregory Nava,1,35764351.0,20000000,67.0,6.8,35764351.0,6.8,7.51528702
Martin Booth,1,35606376.0,20000000,61.0,6.3,35606376.0,6.3,7.01212752
Paul Tremblay,1,35397980.0,20000000,63.0,6.1,35397980.0,6.1,6.807959599999999
Steve Desmond,1,35397980.0,20000000,63.0,6.1,35397980.0,6.1,6.807959599999999
Michel Gondry,2,45575465.0,40000000,141.0,14.700000000000001,22787732.5,7.3500000000000005,7.805754650000001
Pierre Bismuth,1,34400301.0,20000000,89.0,8.3,34400301.0,8.3,8.98800602
Guillermo Arriaga,4,56202510.0,62000000,267.0,30.0,14050627.5,7.5,7.78101255
Jonathan Tropper,1,34296320.0,20000000,44.0,6.6,34296320.0,6.6,7.285926399999999
David Madsen,1,32051917.0,20000000,54.0,6.6,32051917.0,6.6,7.241038339999999
Mark Hanlon,1,30113491.0,20000000,28.0,5.6,30113491.0,5.6,6.20226982
Michael Spierig,3,55234589.0,24250000,119.0,17.200000000000003,18411529.666666668,5.733333333333334,6.1015639266666675
Peter Spierig,3,55234589.0,24250000,119.0,17.200000000000003,18411529.666666668,5.733333333333334,6.1015639266666675
Stephen Peters,1,30147739.0,20000000,52.0,6.6,30147739.0,6.6,7.20295478
J.S. Cardone,3,80220362.0,43000000,85.0,14.8,26740120.666666668,4.933333333333334,5.4681357466666665
Carolyn Lefcourt,1,29062561.0,20000000,33.0,5.6,29062561.0,5.6,6.18125122
D.V. DeVincentis,2,55371494.0,35000000,155.0,14.7,27685747.0,7.35,7.9037149399999995
Steve Pink,2,55371494.0,35000000,155.0,14.7,27685747.0,7.35,7.9037149399999995
Andrew Klavan,1,26890041.0,20000000,24.0,4.0,26890041.0,4.0,4.53780082
Yasushi Akimoto,1,26890041.0,20000000,24.0,4.0,26890041.0,4.0,4.53780082
Minako Daira,1,26890041.0,20000000,24.0,4.0,26890041.0,4.0,4.53780082
Erika Holzer,1,26877589.0,20000000,25.0,6.2,26877589.0,6.2,6.73755178
Robert Kurtzman,1,25836616.0,20000000,48.0,7.2,25836616.0,7.2,7.71673232
Moe Jelline,1,25702053.0,20000000,28.0,5.7,25702053.0,5.7,6.2140410600000004
Andrew Fleming,4,61630085.0,57000000,227.0,24.8,15407521.25,6.2,6.508150425
Tiffany Paulsen,1,25661055.0,20000000,53.0,5.9,25661055.0,5.9,6.4132211
Mildred Wirt Benson,1,25661055.0,20000000,53.0,5.9,25661055.0,5.9,6.4132211
Steve Moore,1,25107267.0,20000000,36.0,5.1,25107267.0,5.1,5.60214534
Chris Denk,1,25107267.0,20000000,36.0,5.1,25107267.0,5.1,5.60214534
Daniel Stiepleman,1,24704837.0,20000000,59.0,7.1,24704837.0,7.1,7.5940967399999995
Shana Feste,3,43771937.0,41000000,120.0,19.1,14590645.666666666,6.366666666666667,6.658479580000001
Joshua Safran,1,23438250.0,20000000,30.0,6.2,23438250.0,6.2,6.6687650000000005
Scott Spencer,1,23438250.0,20000000,30.0,6.2,23438250.0,6.2,6.6687650000000005
Thomas Bezucha,2,83249637.0,38000000,99.0,12.1,41624818.5,6.05,6.88249637
April Blair,1,23186769.0,20000000,43.0,5.8,23186769.0,5.8,6.26373538
Maria Maggenti,5,54246774.0,40500000,nan,29.800000000000004,10849354.8,5.960000000000001,6.176987096000001
William Brent Bell,2,76348424.0,21000000,42.0,9.2,38174212.0,4.6,5.36348424
Matthew Peterman,2,76348424.0,21000000,42.0,9.2,38174212.0,4.6,5.36348424
Lucia Aniello,1,22105643.0,20000000,51.0,5.2,22105643.0,5.2,5.64211286
Paul W. Downs,1,22105643.0,20000000,51.0,5.2,22105643.0,5.2,5.64211286
John Hill,3,nan,30500000,nan,18.0,nan,6.0,nan
Joyce Maynard,2,34656042.0,38000000,138.0,13.7,17328021.0,6.85,7.19656042
Álvaro Rodríguez,2,47512812.0,32500000,113.0,11.3,23756406.0,5.65,6.12512812
Víctor Ugalde,1,20919166.0,20000000,53.0,4.7,20919166.0,4.7,5.11838332
John Steakley,1,20308772.0,20000000,42.0,6.1,20308772.0,6.1,6.50617544
Robert Knott,1,20211394.0,20000000,64.0,6.7,20211394.0,6.7,7.10422788
Ed Harris,1,20211394.0,20000000,64.0,6.7,20211394.0,6.7,7.10422788
Robert B. Parker,1,20211394.0,20000000,64.0,6.7,20211394.0,6.7,7.10422788
Juan José Campanella,2,nan,22500000,83.0,12.7,nan,6.35,nan
Eduardo Sacheri,2,nan,22500000,83.0,12.7,nan,6.35,nan
Matthew Drdek,1,19887556.0,20000000,15.0,4.9,19887556.0,4.9,5.29775112
Lloyd Goldfine,1,19887556.0,20000000,15.0,4.9,19887556.0,4.9,5.29775112
Norman J. Grossfeld,1,19887556.0,20000000,15.0,4.9,19887556.0,4.9,5.29775112
Mike Binder,3,59995169.0,41000000,169.0,20.799999999999997,19998389.666666668,6.933333333333333,7.333301126666666
Jordan Cahan,1,19219250.0,20000000,34.0,5.8,19219250.0,5.8,6.184385
Fred Bauer,1,18826490.0,20000000,nan,5.3,18826490.0,5.3,5.6765298
Pat Bradley,1,18826490.0,20000000,nan,5.3,18826490.0,5.3,5.6765298
Pat McCormick,1,18826490.0,20000000,nan,5.3,18826490.0,5.3,5.6765298
Edward Khmara,1,18432000.0,20000000,64.0,6.9,18432000.0,6.9,7.26864
Tom Mankiewicz,1,18432000.0,20000000,64.0,6.9,18432000.0,6.9,7.26864
Sean Penn,1,18354356.0,20000000,73.0,8.1,18354356.0,8.1,8.46708712
Jon Krakauer,1,18354356.0,20000000,73.0,8.1,18354356.0,8.1,8.46708712
John Irving,2,23396273.0,27500000,75.0,12.7,11698136.5,6.35,6.58396273
Brian Hohlfeld,1,18098433.0,20000000,64.0,6.4,18098433.0,6.4,6.76196866
Hal E. Chester,1,17807569.0,20000000,44.0,5.9,17807569.0,5.9,6.25615138
Matthew Orton,1,17612099.0,20000000,58.0,6.6,17612099.0,6.6,6.952241979999999
Chris Radant,1,17519169.0,20000000,56.0,6.5,17519169.0,6.5,6.85038338
Angela Workman,2,18919865.0,26000000,99.0,13.1,9459932.5,6.55,6.73919865
Diane Ackerman,1,17571660.0,20000000,57.0,7.0,17571660.0,7.0,7.3514332
Stephen Chow,3,17805569.0,50000000,192.0,21.400000000000002,5935189.666666667,7.133333333333334,7.252037126666667
Kan-Cheung Tsang,3,17805569.0,50000000,192.0,21.400000000000002,5935189.666666667,7.133333333333334,7.252037126666667
Xin Huo,1,17108591.0,20000000,78.0,7.7,17108591.0,7.7,8.04217182
Leigh Whannell,11,662191711.0,88700000,545.0,71.7,60199246.45454545,6.5181818181818185,7.722166747272728
James V. Simpson,1,15988876.0,20000000,50.0,5.7,15988876.0,5.7,6.01977752
Khaled Hosseini,1,15800078.0,20000000,61.0,7.6,15800078.0,7.6,7.91600156
Forry Smith,1,15714234.0,20000000,38.0,5.7,15714234.0,5.7,6.01428468
Pete Schwaba,1,15545431.0,20000000,27.0,5.6,15545431.0,5.6,5.91090862
Matt Tarses,1,15545431.0,20000000,27.0,5.6,15545431.0,5.6,5.91090862
Amy Heckerling,3,72253559.0,49700000,160.0,17.5,24084519.666666668,5.833333333333333,6.3150237266666664
Michael Moore,7,nan,45140000,nan,50.89999999999999,nan,7.2714285714285705,nan
James Mather,1,14326864.0,20000000,48.0,6.0,14326864.0,6.0,6.28653728
Steve Saint Leger,1,14326864.0,20000000,48.0,6.0,14326864.0,6.0,6.28653728
Karyn Bosnak,1,14011084.0,20000000,35.0,6.0,14011084.0,6.0,6.28022168
Gabrielle Allan,1,14011084.0,20000000,35.0,6.0,14011084.0,6.0,6.28022168
Jennifer Crittenden,1,14011084.0,20000000,35.0,6.0,14011084.0,6.0,6.28022168
Robert Farrar,1,13717039.0,20000000,nan,6.6,13717039.0,6.6,6.87434078
Michael Kalesniko,1,13651946.0,20000000,42.0,6.6,13651946.0,6.6,6.87303892
Steve Adams,1,13562325.0,20000000,31.0,4.8,13562325.0,4.8,5.0712465
Stephan Blinn,2,26010307.0,27200000,52.0,9.6,13005153.5,4.8,5.06010307
Mark Andrew Olsen,1,13395961.0,20000000,38.0,6.0,13395961.0,6.0,6.26791922
Tommy Tenney,1,13395961.0,20000000,38.0,6.0,13395961.0,6.0,6.26791922
Douglas McGrath,5,38500101.0,60900000,nan,33.300000000000004,7700020.2,6.660000000000001,6.814000404000001
Derek Cianfrance,4,nan,41400000,291.0,29.5,nan,7.375,nan
M.L. Stedman,1,12545979.0,20000000,60.0,7.2,12545979.0,7.2,7.45091958
David Giler,2,97924905.0,37000000,142.0,14.5,48962452.5,7.25,8.22924905
Daniel Kunka,1,12234694.0,20000000,38.0,5.6,12234694.0,5.6,5.8446938799999995
John Ajvide Lindqvist,1,12134935.0,20000000,79.0,7.1,12134935.0,7.1,7.3426987
Shin Sang-ok,1,11798854.0,20000000,39.0,4.5,11798854.0,4.5,4.73597708
Mark Saltzman,1,11798854.0,20000000,39.0,4.5,11798854.0,4.5,4.73597708
David Rose,1,11036366.0,20000000,71.0,7.0,11036366.0,7.0,7.22072732
Kathy Rose,1,11036366.0,20000000,71.0,7.0,11036366.0,7.0,7.22072732
Martin Sherman,1,11036366.0,20000000,71.0,7.0,11036366.0,7.0,7.22072732
Martin McDonagh,4,87920879.0,60500000,308.0,30.800000000000004,21980219.75,7.700000000000001,8.139604395000001
Rodney Patrick Vaccaro,1,10570375.0,20000000,36.0,6.1,10570375.0,6.1,6.3114075
Ranald MacDougall,1,10555348.0,20000000,48.0,6.1,10555348.0,6.1,6.31110696
Albert Husson,1,10555348.0,20000000,48.0,6.1,10555348.0,6.1,6.31110696
Caradog W. James,1,nan,20000000,52.0,6.0,nan,6.0,nan
Andy Samberg,1,9639125.0,20000000,68.0,6.7,9639125.0,6.7,6.8927825
Akiva Schaffer,1,9639125.0,20000000,68.0,6.7,9639125.0,6.7,6.8927825
Jorma Taccone,2,18164725.0,30000000,111.0,12.3,9082362.5,6.15,6.3316472500000005
David Finkel,1,9536300.0,20000000,68.0,6.6,9536300.0,6.6,6.790725999999999
Kirk Jones,2,34001127.0,23000000,118.0,14.399999999999999,17000563.5,7.199999999999999,7.540011269999999
Giuseppe Tornatore,1,9208876.0,20000000,47.0,7.1,9208876.0,7.1,7.28417752
Tonino Guerra,1,9208876.0,20000000,47.0,7.1,9208876.0,7.1,7.28417752
Robert Grasmere,2,36470124.0,33000000,15.0,4.0,18235062.0,2.0,2.36470124
Francisca Matos,2,36470124.0,33000000,15.0,4.0,18235062.0,2.0,2.36470124
Steven Paul,2,36470124.0,33000000,15.0,4.0,18235062.0,2.0,2.36470124
Brin Hill,2,14198909.0,39000000,71.0,11.4,7099454.5,5.7,5.84198909
Chris Parker,2,100331608.0,32000000,76.0,10.8,50165804.0,5.4,6.403316080000001
Benson Lee,1,8888355.0,20000000,29.0,5.0,8888355.0,5.0,5.1777671
Jim Piddock,1,8330720.0,20000000,33.0,5.5,8330720.0,5.5,5.6666144
Margaret Oberman,2,16839563.0,38000000,65.0,11.3,8419781.5,5.65,5.81839563
Robert Adetuyi,3,nan,44000000,nan,14.3,nan,4.766666666666667,nan
Thomas Pynchon,1,8110975.0,20000000,81.0,6.6,8110975.0,6.6,6.7622195
Marcel Rodriguez,1,8008161.0,20000000,41.0,5.6,8008161.0,5.6,5.76016322
Paul Bassett,1,7438000.0,20000000,23.0,2.8,7438000.0,2.8,2.94876
Tad Safran,1,7438000.0,20000000,23.0,2.8,7438000.0,2.8,2.94876
Raoff Sanoussi,1,7438000.0,20000000,23.0,2.8,7438000.0,2.8,2.94876
Rebecca Miller,2,8247606.0,21500000,123.0,13.2,4123803.0,6.6,6.68247606
Myrna Sokoloff,1,7013191.0,20000000,20.0,4.0,7013191.0,4.0,4.14026382
Lewis Friedman,1,7013191.0,20000000,20.0,4.0,7013191.0,4.0,4.14026382
Gilbert Ralston,1,6886089.0,20000000,61.0,6.1,6886089.0,6.1,6.237721779999999
Stephen Gilbert,1,6886089.0,20000000,61.0,6.1,6886089.0,6.1,6.237721779999999
Alejandro Monteverde,3,198729669.0,37800000,120.0,22.1,66243223.0,7.366666666666667,8.691531126666668
Pepe Portillo,1,6485961.0,20000000,30.0,7.3,6485961.0,7.3,7.42971922
Edward Fleming,1,nan,20000000,nan,5.1,nan,5.1,nan
Leif Panduro,1,nan,20000000,nan,5.1,nan,5.1,nan
Jim Meenaghan,1,6002756.0,20000000,45.0,7.1,6002756.0,7.1,7.22005512
Brandon Hooper,1,6002756.0,20000000,45.0,7.1,6002756.0,7.1,7.22005512
John Kerr,1,5704709.0,20000000,76.0,6.4,5704709.0,6.4,6.514094180000001
Josh A. Cagan,2,39241331.0,28500000,122.0,12.7,19620665.5,6.35,6.74241331
Elan Mastai,2,8671569.0,31000000,68.0,9.2,4335784.5,4.6,4.68671569
Michael Roesch,1,5178569.0,20000000,9.0,2.4,5178569.0,2.4,2.50357138
Peter Scheerer,1,5178569.0,20000000,9.0,2.4,5178569.0,2.4,2.50357138
Milo Addica,2,36368960.0,24000000,120.0,13.3,18184480.0,6.65,7.0136896
Jonathan Glazer,2,7709289.0,33300000,131.0,12.5,3854644.5,6.25,6.32709289
Jonathan Jakubowicz,1,4712792.0,20000000,54.0,6.6,4712792.0,6.6,6.694255839999999
David Gleeson,1,4535154.0,20000000,48.0,6.8,4535154.0,6.8,6.89070308
Stephen Beresford,1,4535154.0,20000000,48.0,6.8,4535154.0,6.8,6.89070308
Paul Gross,2,nan,27500000,nan,12.3,nan,6.15,nan
Philip Railsback,1,4442377.0,20000000,57.0,7.0,4442377.0,7.0,7.08884754
John Seabrook,1,4442377.0,20000000,57.0,7.0,4442377.0,7.0,7.08884754
Scott Wiper,1,3763583.0,20000000,22.0,4.9,3763583.0,4.9,4.975271660000001
John Petro,1,3763583.0,20000000,22.0,4.9,3763583.0,4.9,4.975271660000001
Joey Hartstone,1,2470979.0,20000000,54.0,6.5,2470979.0,6.5,6.54941958
Jean-Paul Rappeneau,1,2503286.0,20000000,68.0,6.7,2503286.0,6.7,6.75006572
Patrick Modiano,1,2503286.0,20000000,68.0,6.7,2503286.0,6.7,6.75006572
Jérôme Tonnerre,1,2503286.0,20000000,68.0,6.7,2503286.0,6.7,6.75006572
Angelo Pizzo,4,30587219.0,68000000,214.0,27.5,7646804.75,6.875,7.027936095
Jim Dent,1,2246000.0,20000000,34.0,7.1,2246000.0,7.1,7.14492
Bronte Woodard,1,nan,20000000,nan,4.2,nan,4.2,nan
Allan Carr,1,nan,20000000,nan,4.2,nan,4.2,nan
Tiziano Sclavi,1,1186538.0,20000000,31.0,5.1,1186538.0,5.1,5.12373076
Scott Stabile,1,1065907.0,20000000,32.0,1.7,1065907.0,1.7,1.72131814
Kenn Viselman,1,1065907.0,20000000,32.0,1.7,1065907.0,1.7,1.72131814
Alex J Greene,1,1065907.0,20000000,32.0,1.7,1065907.0,1.7,1.72131814
Jane Hawksley,1,1031872.0,20000000,49.0,7.0,1031872.0,7.0,7.02063744
James MacManus,1,1031872.0,20000000,49.0,7.0,1031872.0,7.0,7.02063744
Simon van der Borgh,1,1031872.0,20000000,49.0,7.0,1031872.0,7.0,7.02063744
Marcus Hinchey,1,582024.0,20000000,57.0,6.3,582024.0,6.3,6.311640479999999
Marc Smerling,1,582024.0,20000000,57.0,6.3,582024.0,6.3,6.311640479999999
Angelina Jolie,2,842337.0,33000000,100.0,10.0,421168.5,5.0,5.00842337
Sadayuki Murai,1,468867.0,20000000,66.0,6.8,468867.0,6.8,6.80937734
Katsuhiro Ôtomo,2,1022038.0,28000000,133.0,14.8,511019.0,7.4,7.41022038
Geoffrey Douglas,1,375750.0,20000000,47.0,6.1,375750.0,6.1,6.107514999999999
Tim Rose Price,1,305070.0,20000000,nan,6.4,305070.0,6.4,6.406101400000001
Vincent Kok,1,207378.0,20000000,46.0,6.4,207378.0,6.4,6.40414756
Jon Robin Baitz,2,314467.0,22000000,83.0,10.7,157233.5,5.35,5.35314467
Zoya Kudrya,1,nan,20000000,nan,6.7,nan,6.7,nan
Vladimir Valutskiy,1,nan,20000000,nan,6.7,nan,6.7,nan
Raffaella Delle Donne,2,nan,35000000,nan,11.4,nan,5.7,nan
Anthony Silverston,2,nan,35000000,nan,11.4,nan,5.7,nan
Wayne Thornley,1,nan,20000000,nan,5.7,nan,5.7,nan
Brad Kane,1,nan,20000000,40.0,5.8,nan,5.8,nan
Liam O'Donnell,2,nan,30000000,72.0,9.8,nan,4.9,nan
Joshua Cordes,2,nan,30000000,72.0,9.8,nan,4.9,nan
Radu Mihaileanu,1,nan,20000000,nan,6.3,nan,6.3,nan
Marcia Romano,1,nan,20000000,nan,6.3,nan,6.3,nan
Nicole Krauss,1,nan,20000000,nan,6.3,nan,6.3,nan
Wray Arenz,1,nan,20000000,nan,3.0,nan,3.0,nan
Steven Lee Smeltzer,1,nan,20000000,nan,3.0,nan,3.0,nan
Adriana Stastny,1,nan,20000000,nan,3.0,nan,3.0,nan
Rob Hawk,1,nan,20000000,22.0,2.7,nan,2.7,nan
Brooks McLaren,1,nan,20000000,36.0,5.0,nan,5.0,nan
Josh Malerman,1,nan,19800000,51.0,6.6,nan,6.6,nan
W. Somerset Maugham,2,15799536.0,37400000,134.0,14.4,7899768.0,7.2,7.35799536
Scott Walker,1,nan,19200000,37.0,6.4,nan,6.4,nan
Latif Yahia,1,1361512.0,19100000,52.0,7.1,1361512.0,7.1,7.127230239999999
Emjay Rechsteiner,1,1361512.0,19100000,52.0,7.1,1361512.0,7.1,7.127230239999999
Michael Blake,1,184208848.0,19000000,72.0,8.0,184208848.0,8.0,11.68417696
Leigh Dunlap,1,51438175.0,19000000,25.0,5.9,51438175.0,5.9,6.9287635000000005
Diane Johnson,1,45634352.0,19000000,66.0,8.4,45634352.0,8.4,9.31268704
Robb White,1,40846082.0,19000000,28.0,5.6,40846082.0,5.6,6.41692164
Dick Beebe,2,67283176.0,34000000,43.0,9.6,33641588.0,4.8,5.47283176
Scott Kosar,5,266582983.0,51640000,226.0,32.400000000000006,53316596.6,6.480000000000001,7.546331932000001
Richard Russo,1,39491975.0,19000000,86.0,7.3,39491975.0,7.3,8.0898395
Robert Benton,1,39491975.0,19000000,86.0,7.3,39491975.0,7.3,8.0898395
Jeffrey Eugenides,2,32685655.0,25000000,129.0,13.3,16342827.5,6.65,6.976856550000001
Markus Zusak,1,21488481.0,19000000,53.0,7.5,21488481.0,7.5,7.92976962
Britt Allcroft,1,15933506.0,19000000,19.0,4.2,15933506.0,4.2,4.51867012
Wilbert Awdry,1,15933506.0,19000000,19.0,4.2,15933506.0,4.2,4.51867012
Rick Siggelkow,1,15933506.0,19000000,19.0,4.2,15933506.0,4.2,4.51867012
Andy Behrens,1,8402485.0,19000000,49.0,6.5,8402485.0,6.5,6.6680497
Chris Soth,1,8165212.0,19000000,nan,4.8,8165212.0,4.8,4.963304239999999
Jackie Filgo,2,70931693.0,34000000,98.0,12.5,35465846.5,6.25,6.95931693
Jeff Filgo,2,70931693.0,34000000,98.0,12.5,35465846.5,6.25,6.95931693
Topher Grace,1,6928068.0,19000000,42.0,6.3,6928068.0,6.3,6.43856136
Daniel Barnz,2,33176125.0,36000000,82.0,11.9,16588062.5,5.95,6.281761250000001
John Altschuler,1,5059608.0,19000000,36.0,5.1,5059608.0,5.1,5.20119216
Dave Krinsky,1,5059608.0,19000000,36.0,5.1,5059608.0,5.1,5.20119216
Robert Altman,2,42664944.0,37000000,147.0,13.5,21332472.0,6.75,7.17664944
Frank Barhydt,1,1356329.0,19000000,57.0,6.3,1356329.0,6.3,6.32712658
Jay Anson,1,65233369.0,18500000,33.0,5.9,65233369.0,5.9,7.20466738
Sandor Stern,1,65233369.0,18500000,33.0,5.9,65233369.0,5.9,7.20466738
Ricky Gervais,1,18451251.0,18500000,58.0,6.3,18451251.0,6.3,6.669025019999999
Tony Grisoni,2,10831919.0,27500000,nan,14.4,5415959.5,7.2,7.30831919
Paul Lalonde,2,28039848.0,34500000,24.0,6.2,14019924.0,3.1,3.38039848
John Patus,2,28039848.0,34500000,24.0,6.2,14019924.0,3.1,3.38039848
Tim LaHaye,2,28039848.0,34500000,24.0,6.2,14019924.0,3.1,3.38039848
Thomas Vinterberg,1,613308.0,18200000,77.0,8.3,613308.0,8.3,8.31226616
Tobias Lindholm,1,613308.0,18200000,77.0,8.3,613308.0,8.3,8.31226616
Michael Fallon,1,119938730.0,18000000,56.0,6.9,119938730.0,6.9,9.2987746
Anne Spielberg,1,115227281.0,18000000,73.0,7.3,115227281.0,7.3,9.60454562
Rosalind Wiseman,1,86058055.0,18000000,66.0,7.1,86058055.0,7.1,8.8211611
Tina Fey,1,86058055.0,18000000,66.0,7.1,86058055.0,7.1,8.8211611
Don D. Scott,2,140893382.0,30000000,125.0,12.0,70446691.0,6.0,7.40893382
Tyger Williams,2,84939507.0,21500000,112.0,13.1,42469753.5,6.55,7.39939507
Gabe Sachs,2,116702160.0,33000000,107.0,12.8,58351080.0,6.4,7.5670216
Jeff Judah,1,52698535.0,18000000,51.0,6.6,52698535.0,6.6,7.6539706999999995
Peter Shaffer,1,51973029.0,18000000,87.0,8.4,51973029.0,8.4,9.43946058
Zdenek Mahler,1,51973029.0,18000000,87.0,8.4,51973029.0,8.4,9.43946058
Pierre-Oscar Lévy,1,48276510.0,18000000,55.0,5.8,48276510.0,5.8,6.7655302
Frederik Peeters,1,48276510.0,18000000,55.0,5.8,48276510.0,5.8,6.7655302
Sean McNamara,1,43853424.0,18000000,53.0,7.0,43853424.0,7.0,7.87706848
Deborah Schwartz,1,43853424.0,18000000,53.0,7.0,43853424.0,7.0,7.87706848
Frances Mayes,1,43610723.0,18000000,52.0,6.7,43610723.0,6.7,7.5722144600000005
Jay Longino,1,42469946.0,18000000,57.0,5.8,42469946.0,5.8,6.649398919999999
Alexander Dinelaris,1,42340598.0,18000000,87.0,7.7,42340598.0,7.7,8.54681196
Jerry Leichtling,1,41382841.0,18000000,75.0,6.4,41382841.0,6.4,7.22765682
Arlene Sarner,1,41382841.0,18000000,75.0,6.4,41382841.0,6.4,7.22765682
Bob Balaban,1,41308615.0,18000000,90.0,7.2,41308615.0,7.2,8.0261723
Edwin Blum,1,36611610.0,18000000,48.0,6.3,36611610.0,6.3,7.0322322
Alonzo Brown,1,30308417.0,18000000,37.0,5.3,30308417.0,5.3,5.90616834
Kim Watson,1,30308417.0,18000000,37.0,5.3,30308417.0,5.3,5.90616834
Rick Friedberg,1,26960191.0,18000000,25.0,5.3,26960191.0,5.3,5.83920382
Diablo Cody,4,202833773.0,53000000,253.0,25.3,50708443.25,6.325,7.339168865
Lincoln Kirstein,1,26979166.0,18000000,78.0,7.8,26979166.0,7.8,8.33958332
Peter Burchard,1,26979166.0,18000000,78.0,7.8,26979166.0,7.8,8.33958332
Garth Stein,1,26395642.0,18000000,43.0,7.5,26395642.0,7.5,8.02791284
Roy Thomas,1,31042035.0,18000000,53.0,5.9,31042035.0,5.9,6.520840700000001
Gerry Conway,1,31042035.0,18000000,53.0,5.9,31042035.0,5.9,6.520840700000001
Jody Hill,2,24241610.0,18079000,117.0,11.9,12120805.0,5.95,6.1924161
Jake LaMotta,1,23383987.0,18000000,90.0,8.1,23383987.0,8.1,8.567679739999999
Joseph Carter,1,23383987.0,18000000,90.0,8.1,23383987.0,8.1,8.567679739999999
Peter Savage,1,23383987.0,18000000,90.0,8.1,23383987.0,8.1,8.567679739999999
Christopher Gore,1,21202829.0,18000000,58.0,6.6,21202829.0,6.6,7.02405658
James Ponsoldt,1,20497844.0,18000000,43.0,5.3,20497844.0,5.3,5.70995688
R. Dean McCreary,1,20009380.0,18000000,45.0,6.1,20009380.0,6.1,6.500187599999999
Danny Boyle,1,18335230.0,18000000,82.0,7.5,18335230.0,7.5,7.8667046
Aron Ralston,1,18335230.0,18000000,82.0,7.5,18335230.0,7.5,7.8667046
Carol Heikkinen,1,17200925.0,18000000,52.0,6.7,17200925.0,6.7,7.0440185
Malcolm T. Goldman,1,17062499.0,18000000,21.0,3.4,17062499.0,3.4,3.74124998
Steven Altiere,1,17062499.0,18000000,21.0,3.4,17062499.0,3.4,3.74124998
Daniel Altiere,1,17062499.0,18000000,21.0,3.4,17062499.0,3.4,3.74124998
Nikolaj Arcel,2,nan,20700000,nan,10.9,nan,5.45,nan
Fabian Wullenweber,1,16703799.0,18000000,33.0,5.2,16703799.0,5.2,5.53407598
Erlend Loe,1,16703799.0,18000000,33.0,5.2,16703799.0,5.2,5.53407598
Matt Whiteley,1,16131410.0,18000000,44.0,6.0,16131410.0,6.0,6.3226282
Gustin Nash,2,19232985.0,30000000,117.0,13.3,9616492.5,6.65,6.8423298500000005
C.D. Payne,1,15281286.0,18000000,63.0,6.4,15281286.0,6.4,6.7056257200000005
