tconst,averagerating,numvotes
tt1748278,6.8,1185
tt1748280,7.6,81
tt1748288,4.9,65
tt17488756,5.9,26
tt17489004,9.5,41
tt17490116,7.4,245
tt17490866,7.0,6
tt17490924,3.8,118
tt17491002,7.6,7
tt17491040,6.1,4473
tt17491060,6.5,11
tt17491108,8.8,31
tt17491616,6.7,706
tt17491916,7.6,6
tt17492000,7.1,182
tt17492706,9.8,62
tt17492922,7.0,82
tt17493272,8.2,241
tt17493312,6.8,28
tt17493572,7.3,13
tt17493724,6.1,507
tt17494488,8.7,6
tt17494634,6.6,61
tt17494686,6.1,1389
tt17494746,9.1,49
tt17495410,7.5,27
tt17495748,6.3,7
tt17495832,6.7,636
tt17495872,4.3,216
tt17496802,6.9,21
tt17497250,7.4,625
tt17497664,7.7,10
tt17497836,6.6,37
tt17497936,6.6,345
tt17498694,6.3,87
tt17499272,8.0,9
tt17499426,6.8,11
tt17499492,5.8,98
tt17499738,8.1,53
tt17499742,9.4,6
tt17500218,6.2,13
tt17500254,4.9,263
tt17500286,6.2,6
tt17500430,5.8,81
tt17500912,6.0,168
tt17500916,6.2,6
tt17501074,8.4,9
tt17501358,6.4,41
tt17501658,6.5,1415
tt17501936,4.7,411
tt17503424,5.4,102
tt17503560,8.0,37
tt17504906,4.7,389
tt17505176,8.7,26
tt17505240,5.3,20
tt17505492,5.7,469
tt17505908,7.4,5
tt17506354,5.0,5
tt17506486,8.2,10
tt17506728,5.8,118
tt17507018,6.4,1754
tt17507072,9.6,143
tt17507180,9.5,25
tt17507306,8.8,11
tt17507324,7.0,6
tt17507486,2.1,24
tt17507548,5.4,11
tt17507586,7.8,24
tt17507906,8.4,51
tt17508126,7.5,380
tt17510216,3.4,56
tt17511156,7.9,36
tt17511190,7.9,1709
tt17511490,7.6,22
tt17511704,8.7,6
tt17511968,3.7,62
tt17512706,6.4,347
tt17513412,8.0,11
tt17514050,7.7,22
tt17514144,8.4,1221
tt17516652,6.9,22
tt17517630,5.8,23
tt17517842,8.2,6
tt17517876,6.2,841
tt17517930,6.9,22
tt17518186,5.5,22
tt17518262,6.3,78
tt17519036,6.7,27
tt17519490,5.1,126
tt17519556,6.9,120
tt17519798,4.6,546
tt17520428,4.6,553
tt17520690,8.0,5
tt17520962,5.8,490
tt17521316,7.7,34
tt17521406,7.7,27
tt17521612,7.0,36
tt17522042,8.1,414
tt17523226,7.8,217
tt17523604,4.9,19
tt17523850,3.3,57
tt17524834,8.2,9
tt17525330,4.0,7
tt17525388,9.4,15
tt17526114,7.2,8
tt17526306,7.6,49
tt17526454,7.6,19
tt17526514,7.0,57
tt17526762,6.6,745
tt17526876,6.7,23
tt17527124,4.3,1245
tt17527468,6.9,18671
tt17527580,6.6,5
tt17527598,5.2,5
tt17528660,6.9,26
tt17528764,7.8,9
tt1753382,5.0,12
tt1753383,7.2,77171
tt1753391,8.4,27
tt1753399,6.0,9
tt1753402,6.8,13
tt1753422,1.9,1037
tt1753433,4.3,313
tt1753437,7.7,24
tt1753449,5.8,164
tt1753459,7.4,44
tt1753460,6.2,1987
tt1753466,6.0,27
tt1753470,5.4,9
tt1753471,5.3,76
tt1753476,4.9,823
tt1753480,7.5,22
tt1753485,2.7,307
tt1753496,6.4,22067
tt1753498,7.2,97
tt1753503,6.8,106
tt1753511,8.0,22
tt1753521,3.2,611
tt1753535,3.5,102
tt1753543,7.5,28
tt1753545,6.1,51
tt1753546,6.6,11
tt1753549,7.6,3411
tt1753550,7.2,7
tt1753554,3.1,85
tt1753562,8.0,12
tt1753567,6.7,32
tt1753573,6.5,51
tt1753574,5.6,17
tt1753577,8.6,10
tt1753578,4.9,35
tt1753580,7.7,33
tt1753584,5.3,4610
tt1753588,7.7,16
tt1753593,5.0,121
tt1753599,5.5,90
tt1753602,7.9,32
tt1753606,8.4,17
tt1753640,5.1,2264
tt1753648,6.6,46
tt1753649,5.9,126
tt1753653,5.7,27
tt1753666,7.2,126
tt1753670,6.6,171
tt1753673,4.3,220
tt1753690,7.7,19
tt1753693,5.2,981
tt1753696,7.9,15
tt1753697,5.1,68
tt1753722,7.3,5366
tt1753723,7.4,24
tt1753728,7.3,11
tt1753729,9.0,504
tt1753733,6.8,162
tt1753735,5.9,16
tt1753743,6.2,99
tt1753750,3.2,190
tt1753753,4.0,1484
tt1753757,7.3,38
tt1753760,6.3,9
tt1753767,5.6,172
tt1753773,5.4,807
tt1753779,7.4,12
tt1753780,7.8,13
tt17537828,7.2,26
tt1753786,4.3,1414
tt1753788,4.4,77
tt1753789,6.8,562
tt1753790,4.4,236
tt17537916,4.3,44
tt1753792,6.5,1647
tt1753798,5.3,25
tt1753806,4.7,28
tt1753811,3.2,544
tt1753813,6.2,9002
tt17538180,6.0,22
tt1753820,6.3,16
tt1753821,4.2,453
tt1753834,7.6,77
tt1753837,8.0,12
tt1753846,7.2,626
tt17538510,6.5,1351
tt1753855,7.3,201
tt1753860,6.2,36
tt1753865,6.6,430
tt1753866,6.4,4499
tt1753868,3.8,8
tt1753881,7.0,66
tt1753887,7.3,7723
tt1753899,5.6,1752
tt1753900,8.5,45
tt1753901,6.0,24
tt1753908,3.2,449
tt1753912,1.0,943
tt1753913,7.2,10
tt1753916,7.1,13
tt1753921,3.5,26
tt1753933,6.3,92
tt1753939,3.0,137
tt1753941,6.5,22
tt1753945,7.1,10
tt1753960,7.4,80
tt1753965,6.9,80
tt1753967,3.6,596
tt1753971,8.2,12
tt1753975,3.2,242
tt1753976,5.6,331
tt1753984,5.8,10
tt1754000,5.8,2988
tt1754001,5.9,35
tt1754003,6.7,371
tt1754010,4.2,124
tt1754016,6.5,12
tt1754018,4.9,11
tt1754022,3.8,341
tt1754024,7.1,129
tt1754029,2.4,2233
tt1754055,6.6,38
tt1754068,7.5,38
tt1754069,6.4,32
tt1754073,9.4,8
tt1754078,6.9,2425
tt1754104,6.3,450
tt1754109,8.8,6342
tt1754113,6.2,15
tt1754120,3.2,88
tt17541226,6.9,23
tt1754123,6.8,1495
tt1754126,5.3,79
tt1754128,7.4,54
tt1754137,6.0,130
tt1754141,4.3,636
tt1754146,7.6,89
tt1754151,8.4,29
tt1754152,6.9,10
tt1754156,8.4,77
tt1754163,6.4,75
tt1754166,4.6,345
tt1754170,5.3,39
tt1754171,3.4,29
tt1754177,6.4,1553
tt1754179,5.8,15
tt17541886,3.3,11
tt1754194,6.4,27
tt1754202,5.4,1143
tt1754212,6.5,217
tt1754215,4.3,203
tt1754220,7.4,7
tt1754227,7.7,143
tt17542282,5.7,92
tt1754228,5.7,592
tt17542306,7.8,302
tt1754237,7.7,71
tt1754241,6.4,17
tt1754249,7.2,71
tt17542524,6.0,141
tt1754252,5.4,16
tt17542540,5.3,1153
tt1754257,6.2,1905
tt1754267,6.7,14
tt1754277,6.3,404
tt17542812,7.4,19
tt17542894,8.9,14
tt1754290,5.2,18
tt1754296,4.8,99
tt1754300,9.2,89
tt1754314,4.6,754
tt1754316,3.3,333
tt1754317,8.2,18
tt1754320,7.2,1325
tt1754331,7.5,46
tt1754332,5.0,313
tt1754334,2.4,429
tt1754335,8.1,22
tt1754336,8.3,68
tt17543432,7.9,24
tt1754351,6.8,464
tt1754362,5.9,29
tt1754367,6.5,5871
tt17543824,4.2,58
tt1754383,7.3,46
tt1754388,4.8,10
tt17543886,8.1,31
tt1754392,7.1,2268
tt1754394,6.0,1060
tt1754398,6.3,29
tt1754406,4.0,89
tt1754410,5.1,119
tt1754414,5.4,76
tt1754416,7.7,72
tt17544186,7.8,11
tt17544202,5.8,25
tt1754421,7.0,226
tt1754430,6.0,27
tt17544346,6.8,27
tt1754435,6.4,13
tt1754437,6.0,5
tt1754438,3.1,1284
tt1754442,5.0,197
tt1754446,5.8,24
tt17544468,5.9,21
tt17544496,7.8,29
tt1754455,6.3,513
tt1754458,6.8,67
tt1754460,8.2,6
tt1754465,7.3,15
tt1754467,6.0,9
tt1754471,4.8,215
tt1754476,6.9,9
tt1754478,5.0,311
tt1754480,8.2,11
tt1754484,8.1,25
tt1754498,6.4,27
tt1754506,4.2,1358
tt1754507,8.1,11
tt1754509,7.7,61
tt17545220,6.7,153
tt1754537,6.4,163
tt1754546,6.4,412
tt1754566,6.5,18
tt1754568,5.6,493
tt1754570,7.6,99
tt1754572,7.5,17
tt1754573,9.0,28
tt1754578,6.2,204
tt1754587,4.5,20
tt1754589,3.7,369
tt1754601,5.3,13
tt1754602,7.0,8
tt1754611,6.7,8
tt1754612,5.9,68
tt1754621,7.9,41
tt1754629,4.6,476
tt1754631,8.7,24
tt1754632,7.4,7
tt1754633,5.6,497
tt1754646,6.0,6
tt1754648,6.0,501
tt1754649,5.7,16
tt1754650,3.7,76
tt1754651,7.8,10
tt1754656,7.7,65404
tt1754658,7.6,11
tt1754662,5.5,17
tt1754695,8.7,34
tt1754700,2.4,41086
tt1754708,5.8,444
tt1754711,3.6,27
tt1754712,3.7,7
tt1754714,5.5,52
tt1754719,8.0,13
tt1754726,5.4,29
tt1754730,5.3,32351
tt1754733,5.9,76
tt1754736,5.7,1774
tt1754738,5.6,55
tt1754743,5.8,18
tt1754750,4.6,229
tt1754757,7.0,38
tt1754765,6.8,13
tt1754767,7.3,383
tt1754777,6.4,43
tt1754780,9.6,19
tt1754783,6.0,92
tt1754785,5.0,7
tt1754786,5.1,137
tt1754787,5.4,449
tt1754791,7.0,15
tt1754795,6.9,1164
tt1754801,7.6,43
tt17548018,3.3,7
tt1754803,7.7,396
tt1754806,7.9,48
tt1754811,2.7,4718
tt1754826,8.9,9
tt1754830,5.8,185
tt1754838,5.7,185
tt1754843,6.3,260
tt1754853,7.3,699
tt1754866,7.5,798
tt1754871,5.5,16
tt1754875,6.9,22
tt1754902,5.0,82
tt1754912,3.5,368
tt1754920,7.4,4731
tt1754944,5.1,2390
tt1754945,6.7,39
tt1754946,5.6,411
tt1754948,8.0,58
tt1754950,5.4,10
tt1754953,4.4,39
tt17550726,6.8,201
tt17550784,5.3,17
tt17554444,7.5,7
tt17555366,8.0,5
tt17555566,6.7,112
tt17555634,7.9,18
tt17555654,5.7,91
tt17555674,3.8,5
tt1756364,7.1,52
tt1756378,6.4,6
tt1756381,7.1,85
tt1756384,7.3,2275
tt1756397,3.7,100
tt1756404,6.0,9
tt1756415,5.4,4230
tt1756420,6.1,45
tt1756426,8.8,7
tt1756427,2.4,2734
tt1756431,5.4,15
tt1756447,6.3,704
tt1756461,4.8,84
tt1756474,7.0,49
tt1756476,7.4,13873
tt1756479,6.2,1729
tt1756482,5.4,67
tt1756487,6.7,231
tt1756489,7.4,83
tt1756492,7.9,28
tt1756493,8.3,12
tt1756506,8.9,13
tt1756508,2.3,201
tt1756511,6.6,154
tt1756514,7.1,27
tt1756529,6.6,1798
tt1756531,5.4,10
tt1756533,7.2,291
tt1756537,3.3,45
tt1756540,7.6,16
tt1756552,7.8,6
tt1756563,5.1,10
tt1756584,6.1,45
tt1756587,7.3,70
tt1756589,3.8,67
tt1756595,6.6,1893
tt1756599,5.1,572
tt1756603,6.2,9
tt1756604,6.7,32
tt1756615,4.7,541
tt1756616,5.7,155
tt1756617,3.8,103
tt1756633,9.4,41
tt1756639,8.7,10
tt1756640,9.2,136
tt1756642,7.6,13
tt1756647,5.9,29
tt1756659,6.1,60
tt1756660,4.2,81
tt1756666,4.7,8
tt1756672,6.3,99
tt1756673,7.6,19
tt1756675,6.1,11
tt1756679,5.2,212
tt1756692,6.7,689
tt1756693,8.4,31
tt1756695,7.0,9
tt1756698,6.5,7
tt1756708,7.7,90
tt1756712,5.6,30
tt1756717,7.9,16
tt1756719,6.6,7
tt1756727,7.4,7
tt1756750,7.2,16920
tt1756756,7.9,13
tt1756757,8.4,16
tt1756763,4.1,27
tt1756773,3.6,154
tt1756782,4.6,352
tt1756785,4.6,7
tt1756789,7.2,8
tt1756791,4.9,1298
tt1756792,7.1,41
tt1756798,7.0,7
tt1756799,5.2,13178
tt1756807,6.9,12
tt1756808,6.4,11
tt1756815,8.3,10
tt1756823,5.3,70
tt1756828,3.6,12
tt1756831,6.4,15
tt1756832,3.7,306
tt1756835,5.2,42
tt1756839,4.6,105
tt1756842,6.5,95
tt1756851,4.7,11514
tt1756853,7.0,13
tt1756858,3.6,46
tt1756873,4.8,215
tt1756874,8.6,24
tt1756884,8.1,17
tt17569526,5.6,399
tt1757656,7.6,20
tt1757660,7.5,16
tt1757663,7.6,58
tt1757667,7.0,10
tt1757671,6.4,860
tt1757672,5.4,7
tt1757685,5.0,101
tt1757692,8.4,17
tt1757693,5.8,19
tt1757705,6.2,38
tt1757707,7.8,121
tt1757710,6.2,759
tt1757713,4.6,21
tt1757717,7.4,27
tt1757723,6.3,12
tt1757728,7.4,6
tt1757733,6.6,55
tt1757740,5.1,9
tt1757742,5.0,11690
tt1757746,6.4,12436
tt1757749,5.0,7
tt1757769,6.1,3538
tt1757770,6.8,9
tt1757771,8.0,11
tt1757772,7.4,1838
tt1757776,5.3,88
tt1757785,6.2,46
tt1757789,8.2,8
tt1757796,7.0,165
tt1757799,6.9,21
tt1757800,6.8,2641
tt1757806,5.8,183
tt1757819,4.9,18
tt1757830,6.7,129
tt1757831,2.4,1311
tt1757841,2.9,152
tt1757845,7.1,59
tt1757846,5.4,6
tt1757857,6.6,17
tt1757859,8.3,12
tt1757867,6.6,8
tt1757869,4.0,6
tt1757880,7.2,653
tt1757892,7.5,33
tt1757899,7.2,44
tt1757901,4.5,105
tt1757905,7.8,32
tt1757907,7.1,11
tt1757911,7.6,11
tt1757912,5.8,705
tt1757919,6.8,37
tt1757922,8.6,25
tt1757923,6.0,8
tt1757926,6.4,129
tt1757936,8.1,21
tt1757937,4.0,13
tt1757939,7.2,714
tt1757940,6.6,1656
tt1758575,5.8,3035
tt1758576,7.0,1425
tt1758595,5.6,20774
tt1758603,7.1,23
tt1758607,7.5,15
tt1758610,7.0,4937
tt1758611,8.8,21
tt1758612,6.8,6
tt1758662,7.8,75
tt1758666,4.1,25
tt1758678,6.6,104
tt1758689,3.4,178
tt1758692,6.6,62933
tt1758741,8.0,14
tt1758750,6.4,129
tt1758766,6.6,61
tt1758770,5.2,208
tt1758771,5.2,17
tt1758774,7.6,10
tt1758779,7.6,20
tt1758780,7.6,24
tt1758795,5.8,41222
tt1758810,5.1,70052
tt1758820,8.3,35
tt1758830,6.2,148220
tt1758837,8.0,29
tt1758841,7.8,7
tt1758842,5.8,49
tt1758849,7.4,9
tt17588892,7.6,8
tt17592600,3.6,390
tt17592606,9.0,13485
tt17592824,9.7,9
tt17593934,7.9,74
tt17593994,7.3,29
tt17595094,2.8,2940
tt17595206,2.6,7
tt17595262,6.4,1483
tt1759631,7.1,14
tt1759658,8.5,12
tt1759660,6.6,110
tt1759663,6.2,18
tt1759673,4.5,218
tt1759682,7.6,909
tt1759690,7.4,545
tt1759727,6.9,29
tt1759731,5.2,35
tt1759734,6.8,53
tt1759744,5.9,5275
tt17597496,6.5,11
tt17597510,7.0,395
tt17602714,5.2,85
tt1760377,2.4,42
tt1760390,7.3,36
tt1760400,6.1,11
tt1760414,6.6,197
tt1760416,7.4,67
tt1760421,6.6,23
tt17604312,7.4,47
tt1760439,5.8,59
tt1760446,7.0,12
tt1760924,3.9,41
tt17609274,7.4,232
tt1760940,6.3,21
tt1760945,4.5,47
tt1760947,3.3,134
tt1760956,7.1,1005
tt1760958,5.0,393
tt1760959,6.5,29
tt1760967,7.1,11157
tt1760970,3.1,60
tt1760979,7.1,39
tt1760980,6.2,2191
tt1760984,5.4,221
tt1760985,5.7,248
tt1760986,4.0,69
tt1761005,3.5,1637
tt1761008,5.5,52
tt17614528,6.0,35
tt1762228,9.1,14
tt1762233,7.5,805
tt1762246,5.1,147
tt1762248,6.3,338
tt1762300,7.9,2673
tt1762308,6.1,646
tt1762313,6.9,9
tt1762351,7.4,16
tt1762356,6.1,18
tt1762358,4.4,716
tt1762364,6.3,448
tt1762370,4.3,263
tt1762384,8.0,6
tt1762390,5.6,23
tt1762399,5.2,11756
tt1762403,8.2,38
tt1762408,6.6,70
tt17624610,4.0,491
tt1763194,7.1,487
tt1763208,7.2,15
tt1763216,8.3,7
tt1763217,6.0,326
tt17632256,2.9,44
tt1763230,7.9,17
tt17632322,8.0,65
tt1763236,5.8,96
tt1763241,7.7,27
tt1763245,8.5,49
tt1763256,4.6,886
tt1763261,5.0,52
tt1763264,6.0,23435
tt1763266,6.0,24
tt17632676,9.4,43
tt17632700,3.6,20
tt1763270,4.8,172
tt1763280,5.9,603
tt17632818,7.3,3084
tt1763288,3.3,1419
tt1763290,6.3,17
tt1763295,6.5,18
tt1763303,6.8,72971
tt1763305,3.6,413
tt1763316,5.2,4400
tt17633174,3.6,20
tt17633184,7.3,3581
tt1763319,7.4,34
tt1763324,5.3,172
tt17634108,8.4,17
tt17634196,7.6,172
tt17634282,6.5,13
tt17634306,7.0,105
tt17634494,7.8,658
tt17634642,6.3,345
tt17634818,6.0,193
tt17639060,7.5,46
tt17639818,1.0,13
tt17640168,7.3,10
tt17640238,5.2,156
tt17640416,6.3,21
tt17640534,8.0,22
tt17640714,6.0,623
tt17640752,7.3,223
tt1764130,8.1,27
tt1764136,6.1,10
tt1764141,7.4,4728
tt1764142,7.9,22
tt1764155,8.2,16
tt1764159,6.7,27
tt1764164,6.2,9
tt1764172,3.5,26
tt1764179,6.0,27
tt1764183,6.6,54293
tt1764184,6.2,62
tt1764185,4.8,20
tt1764191,5.3,109
tt1764198,6.3,1597
tt1764199,6.5,18
tt1764200,3.9,28
tt1764215,7.8,10
tt1764232,5.6,38
tt1764234,6.2,150364
tt1764240,7.1,59
tt1764254,6.6,45
tt1764260,7.8,41
tt1764262,7.9,24
tt1764268,7.7,10
tt1764270,6.6,58
tt1764275,6.6,5658
tt1764278,6.7,149
tt1764285,5.3,677
tt1764287,3.5,10
tt1764293,8.2,31
tt1764311,5.9,30
tt1764315,7.5,24
tt1764326,6.3,10
tt1764329,2.6,126
tt1764332,3.6,14
tt1764333,8.1,11
tt1764343,6.6,63
tt1764355,3.9,857
tt1764358,5.8,139
tt1764360,3.3,106
tt1764366,3.2,4559
tt1764387,1.9,44
tt1764412,6.0,18
tt1764420,8.4,7
tt1764422,3.4,38
tt1764442,6.1,69
tt1764456,8.1,9
tt1764465,5.3,57
tt1764466,5.9,279
tt1764473,5.4,20
tt1764492,5.6,59
tt1764495,6.4,11
tt1764497,6.6,108
tt1764500,7.9,11
tt1764514,7.0,8
tt1764523,5.9,108
tt1764533,7.5,16
tt1764538,4.3,29
tt1764546,6.8,52
tt1764547,2.5,373
tt1764548,9.6,7
tt1764553,2.5,16
tt1764555,3.0,24
tt1764565,7.1,38
tt1764569,4.3,27
tt1764570,6.8,27
tt1764581,5.6,544
tt1764583,6.7,11
tt1764584,2.8,104
tt1764588,7.7,10
tt1764589,3.0,11
tt1764595,6.3,22
tt1764600,5.0,3843
tt1764610,5.5,69
tt1764614,4.9,3561
tt1764615,4.9,213
tt1764618,7.0,9
tt1764622,4.8,31
tt1764625,5.9,8911
tt1764626,8.1,20
tt1764631,8.6,80
tt1764632,6.7,53
tt1764634,7.9,13
tt1764636,3.9,722
tt1764640,7.1,30
tt1764644,4.8,62
tt1764645,5.4,581
tt1764646,7.4,28
tt1764647,5.3,3265
tt1764649,6.5,11
tt1764651,6.6,318806
tt1764664,3.9,242
tt1764666,5.6,420
tt1764673,7.4,21
tt1764679,3.5,147
tt1764688,4.3,31
tt1764691,3.3,245
tt1764693,7.4,10
tt1764695,8.2,8
tt1764698,7.1,7
tt1764699,6.5,119
tt1764702,5.4,11
tt1764706,5.9,31
tt1764726,7.2,653
tt1764728,6.2,27
tt1764730,4.7,42
tt1764732,5.0,84
tt1764750,7.5,88
tt17656570,5.3,24
tt1765664,7.5,11
tt1765679,5.6,81
tt1765716,7.8,61
tt1765729,2.6,1158
tt1765750,7.1,12
tt1765782,8.4,311
tt1765839,6.0,27
tt17658456,7.3,153
tt1765861,7.8,24
tt1765864,6.0,25
tt1765867,6.5,40
tt1765868,7.5,10
tt1765869,9.2,7
tt1765876,8.5,10
tt1765891,6.7,8
tt17658964,7.6,98
tt1765913,7.3,45
tt1765914,8.4,114
tt1765940,6.0,11
tt1765972,7.9,12
tt1765980,7.4,22
tt1766009,5.2,36
tt1766027,6.6,20
tt1766032,6.9,10
tt1766037,6.7,17
tt1766044,6.8,656
tt1766046,7.7,29
tt17660502,6.8,217
tt17660740,6.9,2438
tt1766080,9.1,13
tt1766085,6.6,1302
tt1766094,5.0,21063
tt1766098,7.5,9
tt1766101,7.4,25
tt1766104,4.7,32
tt1766120,4.8,91
tt1766135,8.1,27
tt1766143,4.8,205
tt1766160,7.8,9
tt1766164,8.6,41
tt1766173,4.0,8
tt1766175,5.6,1705
tt1766178,8.7,43
tt1766189,7.2,373
tt1766190,6.6,2859
tt17661960,4.8,51
tt1766203,6.5,120
tt1766204,7.2,89
tt1766208,8.9,22
tt17662096,8.0,452
tt17662108,4.8,98
tt17662532,9.1,25
tt17662736,6.6,34
tt17662898,6.3,25
tt17663126,7.6,22
tt17663876,5.4,1224
tt17663992,6.5,109610
tt1767272,4.9,2184
tt1767315,7.6,5
tt1767319,3.1,5228
tt1767354,6.8,56478
tt1767372,6.1,28324
tt1767382,5.2,24077
tt1767386,9.1,17
tt17675266,7.5,171
tt17676714,7.7,21
tt17676734,7.9,68
tt17677112,8.1,50
tt17677178,5.5,3016
tt17677244,8.6,13
tt17677442,8.3,9
tt17677492,4.7,807
tt17677588,7.2,66
tt17677650,8.4,14
tt17677686,5.5,16
tt17677714,8.7,18
tt17677734,9.3,21
tt17677744,5.5,723
tt17677892,4.6,160
tt17677996,9.1,59
tt17678010,7.0,509
tt17678542,7.4,21
tt17678788,2.0,74
tt17679584,7.6,4130
tt17682412,5.3,7
tt1768637,6.8,29
tt17686782,6.4,367
tt17686944,3.5,1582
tt1768705,5.5,118
tt1768707,5.4,84
tt1768745,6.1,68
tt1769292,9.0,6
tt1769294,3.9,124
tt1769296,5.5,58
tt1769297,8.4,28
tt1769305,7.7,78
tt1769307,5.6,79
tt1769363,6.7,10439
tt1769378,7.3,20
tt1769383,6.3,523
tt17703204,6.5,73
tt1770650,5.4,1634
tt1770656,5.6,5
tt1770668,6.9,17
tt1770672,4.4,2048
tt1770675,3.1,873
tt1770676,6.7,12
tt1770681,3.0,31
tt1770682,8.3,10
tt1770685,5.4,29
tt1770708,5.8,9
tt1770715,7.5,22
tt1770721,6.9,111
tt1770731,6.8,12
tt1770732,7.3,52
tt1770734,6.2,12939
tt1770746,6.4,12
tt1770757,4.8,12
tt1770767,7.7,55
tt1770768,6.3,346
tt1770770,8.4,6
tt17713780,8.6,53
tt17716418,7.0,8
tt17716526,6.0,184
tt17718088,8.0,6
tt17719194,5.8,10
tt17720962,8.0,12
tt17720974,7.5,16
tt1772230,5.7,6467
tt1772239,4.2,57
tt1772240,5.2,57328
tt1772250,7.3,45417
tt1772261,4.4,2012
tt1772262,3.9,1200
tt1772264,6.8,59444
tt1772270,6.1,2364
tt1772271,5.9,5163
tt1772275,3.3,13
tt1772287,6.6,126
tt1772288,7.0,32808
tt1772292,5.5,514
tt1772303,8.1,134
tt1772317,5.6,107
tt1772321,7.3,203
tt1772332,6.5,496
tt1772336,7.4,61
tt1772339,6.7,2225
tt1772341,7.7,447884
tt1772364,8.2,13
tt1772371,5.6,742
tt1772382,6.7,157
tt1772399,7.2,23
tt1772408,5.3,1013
tt1772412,4.7,130
tt1772415,5.5,14
tt1772416,6.3,2548
tt1772422,4.8,329
tt1772424,7.4,13325
tt1772760,4.7,200
tt1772762,5.6,15
tt1772770,4.9,41
tt1772771,5.6,7
tt1772781,4.1,9
tt1772797,6.7,15
tt1772813,7.2,13
tt1772838,6.4,612
tt1772845,6.5,278
tt1772850,2.9,253
tt1772860,7.9,33
tt1772864,7.0,379
tt1772871,5.0,121
tt1772872,5.2,2499
tt1772890,6.3,47
tt1772915,5.4,234
tt1772924,7.8,14
tt1772925,7.8,37464
tt1772935,5.6,326
tt1772946,4.9,9
tt1772947,6.6,851
tt1772949,7.2,49
tt1772958,6.0,148
tt1772980,5.6,693
tt1772984,3.9,180
tt1772989,4.5,519
tt1773000,7.6,1139
tt1773008,7.2,9
tt1773011,5.6,9
tt1773015,7.5,5761
tt1773020,6.5,845
tt1773026,3.1,17
tt1773029,1.5,98
tt1773034,6.1,128
tt1773039,4.9,323
tt1773041,4.8,338
tt1773042,4.6,1060
tt1773047,6.4,55
tt1773058,5.9,466
tt1773063,6.7,27
tt1773083,6.6,482
tt1773095,8.4,9
tt1773104,8.8,27
tt1773108,8.7,13
tt1773109,5.7,4490
tt1773253,6.1,25
tt1773256,6.0,32
tt1773269,2.7,133
tt1773270,7.2,96
tt1773274,8.7,90
tt1773283,7.4,200
tt1773285,5.7,56
tt1773290,3.7,298
tt1773294,8.3,99
tt1773300,8.8,14
tt1773306,7.6,7
tt1773314,3.6,224
tt1773315,6.1,84
tt1773325,7.5,28
tt1773329,5.9,39
tt1773337,4.2,7
tt1773341,8.5,11
tt1773347,2.8,17
tt1773354,6.4,382
tt1773365,8.8,27
tt1773370,5.9,282
tt1773377,6.4,50
tt1773378,4.2,357
tt1773382,4.1,70
tt1773389,5.2,2887
tt1773392,8.0,13
tt1773398,6.1,16
tt1773426,8.2,20
tt1773431,5.4,19
tt1773432,4.7,163
tt1773441,8.3,1274
tt1773442,8.2,50
tt1773443,8.6,8
tt1773462,8.0,16
tt1773463,4.0,15
tt1773466,4.5,12
tt1773467,4.2,728
tt1773471,6.2,182
tt1773474,7.0,20
tt1773477,5.8,201
tt1773496,7.3,48
tt1773499,6.9,26
tt1773507,6.5,658
tt1773519,7.0,20
tt1773522,8.0,11
tt1773527,7.7,13
tt1773528,7.8,10
tt1773531,6.7,8
tt1773535,8.4,15
tt1773538,7.2,12
tt1773550,7.2,40
tt1773552,6.8,958
tt1773553,6.6,6
tt1773554,6.7,79
tt1773566,6.1,80
tt1773570,6.0,7
tt1773574,7.0,10
tt1773577,6.3,63
tt1773578,5.6,326
tt1773582,5.0,72
tt1773605,7.7,8
tt1773607,8.0,33
tt1773616,5.1,17
tt1773617,5.2,214
tt17736276,5.6,16
tt1773628,5.5,946
tt1773629,8.1,66
tt1773630,5.1,10
tt1773635,6.4,11
tt1773638,5.6,80
tt1773645,2.8,32
tt1773657,9.0,8
tt17736612,6.9,9
tt1773665,7.2,15
tt17736704,2.1,892
tt1773676,4.2,220
tt1773677,4.2,21
tt17736862,8.6,9
tt1773687,4.5,107
tt1773690,5.3,105
tt1773691,4.7,25
tt1773709,6.5,65
tt17737156,5.3,252
tt1773715,8.0,16
tt1773733,7.6,57
tt1773734,7.8,24
tt1773736,9.8,7
tt1773741,4.2,175
tt1773743,5.9,205
tt1773744,8.0,9
tt1773753,5.1,8721
tt1773756,4.3,13
tt17737586,8.5,11
tt17737640,6.5,12
tt1773764,8.0,7671
tt1773768,4.8,135
tt1773769,7.7,17
tt1773772,7.3,18
tt1773774,5.6,82
tt1773779,6.2,30
tt1773790,8.0,12
tt1773792,6.4,434
tt1773793,5.2,61
tt1773800,8.2,13
tt1773806,6.2,49
tt1773811,7.4,21
tt1773822,5.5,13
tt1773823,7.5,21
tt1773824,9.5,26
tt1773829,3.3,46
tt1773836,6.8,23
tt1773845,4.0,40
tt1773848,6.2,10
tt1774264,7.9,143
tt1774269,8.4,94
tt1774281,6.3,19
tt1774286,4.4,103
tt1774306,7.6,10
tt1774310,4.9,60
tt1774314,9.2,9
tt1774319,6.8,173
tt1774321,6.8,6
tt1774326,8.6,41
tt1774334,5.8,24
tt1774342,4.7,23
tt1774352,4.1,83
tt1774357,2.9,407
tt1774358,6.3,1331
tt1774365,7.1,9
tt1774367,8.3,54
tt1774374,7.2,10
