Actor,Instances,Total_Box_Office,Total_Production_Budget,Total_Metascore,Total_IMDB_Rating,Average_Box_Office,Average_IMDB_Rating,Success_Metric
Asia Argento,1,142109382.0,70000000,48.0,5.8,142109382.0,5.8,8.64218764
Marton Csokas,2,243640120.0,125000000,105.0,13.0,121820060.0,6.5,8.9364012
Diana Alvarez,1,nan,70000000,nan,7.1,nan,7.1,nan
Eli Roth,1,120540719.0,70000000,69.0,8.4,120540719.0,8.4,10.81081438
Micah Abbey,1,118613586.0,70000000,74.0,7.3,118613586.0,7.3,9.67227172
Shamon Brown Jr.,1,118613586.0,70000000,74.0,7.3,118613586.0,7.3,9.67227172
Nicolas Cantu,1,118613586.0,70000000,74.0,7.3,118613586.0,7.3,9.67227172
William Atherton,1,117540947.0,70000000,67.0,7.1,117540947.0,7.1,9.45081894
Bonnie Bedelia,2,201385040.0,98000000,139.0,15.299999999999999,100692520.0,7.6499999999999995,9.6638504
Miranda Richardson,7,124764633.0,186000000,410.0,45.1,17823519.0,6.442857142857143,6.799327522857143
Sam Rockwell,15,321570972.0,304900000,nan,103.5,21438064.8,6.9,7.328761296000001
Marc Maron,1,97233630.0,70000000,64.0,6.8,97233630.0,6.8,8.7446726
Jeremy Irvine,3,nan,72500000,nan,19.5,nan,6.5,nan
Emily Watson,12,199031799.0,287000000,692.0,85.0,16585983.25,7.083333333333333,7.415052998333333
David Thewlis,8,163761437.0,323500000,426.0,49.5,20470179.625,6.1875,6.5969035925
Madeleine Stowe,3,210770033.0,139000000,215.0,22.8,70256677.66666667,7.6000000000000005,9.005133553333334
Katie Crown,1,72800603.0,70000000,56.0,6.8,72800603.0,6.8,8.25601206
Kelsey Grammer,6,138631844.0,247000000,220.0,32.9,23105307.333333332,5.483333333333333,5.94543948
Jonathan Frakes,3,205469955.0,176000000,186.0,20.4,68489985.0,6.8,8.1697997
Brent Spiner,3,205469955.0,176000000,186.0,20.4,68489985.0,6.8,8.1697997
Albert Finney,5,257101479.0,232000000,259.0,33.4,51420295.8,6.68,7.708405915999999
James Spader,8,229688635.0,255200000,nan,48.1,28711079.375,6.0125,6.5867215875000005
Michael Ealy,5,211324397.0,154000000,213.0,29.6,42264879.4,5.92,6.765297588
India Eisley,1,62321039.0,70000000,39.0,6.3,62321039.0,6.3,7.54642078
Dave Franco,4,129287920.0,135000000,221.0,25.2,32321980.0,6.3,6.9464396
Fred Armisen,2,63953667.0,80000000,101.0,11.6,31976833.5,5.8,6.43953667
Luke Evans,5,nan,140357373,204.0,32.2,nan,6.44,nan
Dominic Cooper,6,163482915.0,279600000,274.0,38.9,27247152.5,6.483333333333333,7.028276383333333
Sarah Gadon,2,nan,73100000,95.0,11.9,nan,5.95,nan
Sela Ward,3,267950053.0,134000000,173.0,20.299999999999997,89316684.33333333,6.766666666666666,8.553000353333331
Mary Elizabeth Mastrantonio,4,274409647.0,138300000,258.0,28.4,68602411.75,7.1,8.472048234999999
Michael Biehn,6,nan,102025000,nan,37.3,nan,6.216666666666666,nan
Winona Ryder,14,540931914.0,454250000,750.0,90.50000000000001,38637993.85714286,6.464285714285715,7.237045591428572
Charlie Cox,2,39704272.0,106000000,99.0,13.3,19852136.0,6.65,7.04704272
Claire Danes,8,225047940.0,230000000,478.0,53.6,28130992.5,6.7,7.26261985
Sienna Miller,8,456981081.0,264500000,476.0,54.599999999999994,57122635.125,6.824999999999999,7.967452702499999
Julianne Hough,2,109867733.0,98000000,81.0,12.5,54933866.5,6.25,7.34867733
Diego Boneta,1,38518613.0,70000000,47.0,5.9,38518613.0,5.9,6.670372260000001
Naveen Andrews,1,36793804.0,70000000,56.0,6.7,36793804.0,6.7,7.43587608
Famke Janssen,7,422656162.0,289000000,nan,41.400000000000006,60379451.71428572,5.9142857142857155,7.12187474857143
Matthew Marsh,1,30160161.0,70000000,37.0,5.6,30160161.0,5.6,6.20320322
Christian Slater,11,nan,273600000,nan,57.39999999999999,nan,5.218181818181818,nan
Chris Klein,4,137594363.0,122000000,118.0,20.3,34398590.75,5.075,5.762971815
LL Cool J,5,86358767.0,164500000,181.0,27.099999999999998,17271753.4,5.42,5.7654350679999995
Kellan Lutz,1,18848538.0,70000000,22.0,4.2,18848538.0,4.2,4.57697076
Gaia Weiss,1,18848538.0,70000000,22.0,4.2,18848538.0,4.2,4.57697076
Scott Adkins,2,nan,73000000,nan,9.3,nan,4.65,nan
Jane Fonda,6,259981177.0,193000000,255.0,35.6,43330196.166666664,5.933333333333334,6.7999372566666665
Lana Condor,1,15753600.0,70000000,50.0,5.7,15753600.0,5.7,6.015072
Toni Collette,14,559612595.0,334300000,859.0,94.10000000000001,39972328.21428572,6.721428571428572,7.520875135714287
Talisa Soto,2,50235369.0,100000000,30.0,7.2,25117684.5,3.6,4.10235369
David Hyde Pierce,3,16158521.0,73000000,150.0,17.7,5386173.666666667,5.8999999999999995,6.007723473333333
Lea Michele,2,20324745.0,79000000,73.0,10.6,10162372.5,5.3,5.50324745
Viola Davis,8,430892752.0,324000000,517.0,55.1,53861594.0,6.8875,7.96473188
Tang Wei,1,8005980.0,70000000,51.0,5.5,8005980.0,5.5,5.6601196
David Morrissey,3,31249194.0,119000000,nan,16.9,10416398.0,5.633333333333333,5.841661293333333
Max Minghella,4,nan,127300000,nan,23.0,nan,5.75,nan
KiKi Layne,2,nan,82000000,157.0,13.8,nan,6.9,nan
Matthias Schoenaerts,3,nan,154495600,194.0,20.4,nan,6.8,nan
Pedro Casablanc,1,nan,70000000,nan,6.7,nan,6.7,nan
Manolo Solo,1,nan,70000000,nan,6.7,nan,6.7,nan
Pedro Civera,1,nan,70000000,nan,6.7,nan,6.7,nan
Russell Brand,4,454066162.0,212000000,214.0,25.0,113516540.5,6.25,8.52033081
Stephanie Szostak,1,73026337.0,69000000,56.0,5.9,73026337.0,5.9,7.36052674
Daniel Kaluuya,4,348760064.0,119000000,321.0,29.099999999999998,87190016.0,7.2749999999999995,9.01880032
Brandon Perea,1,123277080.0,68000000,77.0,6.8,123277080.0,6.8,9.265541599999999
Ian Mongrain,1,118907036.0,68000000,45.0,6.4,118907036.0,6.4,8.77814072
Marlon Brando,3,120922144.0,133000000,171.0,18.0,40307381.333333336,6.0,6.806147626666666
Christina Applegate,9,nan,286200000,403.0,54.5,nan,6.055555555555555,nan
Wesley Snipes,10,313729960.0,388000000,nan,61.2,31372996.0,6.12,6.74745992
Jennifer Lopez,18,809391167.0,637400000,nan,102.3,44966175.94444445,5.683333333333334,6.582656852222223
Thomas Jane,15,nan,340600000,nan,83.50000000000001,nan,5.566666666666667,nan
Janeane Garofalo,2,31556097.0,76000000,111.0,12.7,15778048.5,6.35,6.66556097
Hong Chau,1,24449754.0,68000000,64.0,5.8,24449754.0,5.8,6.288995079999999
Benjamin Walker,1,37519139.0,67500000,42.0,5.9,37519139.0,5.9,6.65038278
Maisie Williams,2,32120203.0,117000000,111.0,11.399999999999999,16060101.5,5.699999999999999,6.0212020299999995
Charlie Heaton,2,30752994.0,77000000,68.0,10.1,15376497.0,5.05,5.35752994
Bruce Dern,5,nan,104000000,299.0,32.4,nan,6.4799999999999995,nan
William Sanderson,1,18115927.0,67000000,44.0,6.4,18115927.0,6.4,6.762318540000001
Aishwarya Rai Bachchan,2,12539086.0,74000000,92.0,11.600000000000001,6269543.0,5.800000000000001,5.92539086
Mitch Pileggi,1,nan,66000000,nan,7.5,nan,7.5,nan
Chris Carter,1,nan,66000000,nan,7.5,nan,7.5,nan
Rob Bowman,1,nan,66000000,nan,7.5,nan,7.5,nan
Tom Taylor,1,50701325.0,66000000,34.0,5.6,50701325.0,5.6,6.6140265
Aaron Paul,2,62282231.0,79000000,112.0,13.7,31141115.5,6.85,7.47282231
Imogen Poots,3,47138918.0,76000000,184.0,19.1,15712972.666666666,6.366666666666667,6.6809261200000005
Marisa Tomei,13,575860984.0,284500000,nan,80.4,44296998.76923077,6.184615384615385,7.07055536
Sally Field,5,532912132.0,136000000,275.0,32.0,106582426.4,6.4,8.531648528
Spencer Breslin,1,139236327.0,65000000,48.0,5.7,139236327.0,5.7,8.48472654
Elizabeth Mitchell,2,218449702.0,75000000,103.0,11.7,109224851.0,5.85,8.03449702
Jack O'Connell,3,159105605.0,117000000,152.0,19.9,53035201.666666664,6.633333333333333,7.694037366666667
Miyavi,1,115637895.0,65000000,59.0,7.2,115637895.0,7.2,9.5127579
Domhnall Gleeson,7,401823658.0,246000000,439.0,50.099999999999994,57403379.71428572,7.157142857142857,8.305210451428572
Clint Eastwood,11,815726473.0,394300000,722.0,78.6,74156952.0909091,7.145454545454545,8.628593587272727
Aileen Quinn,1,57059003.0,65000000,39.0,6.6,57059003.0,6.6,7.74118006
John Lithgow,6,292989526.0,130200000,342.0,39.7,48831587.666666664,6.616666666666667,7.59329842
Michael Rooker,6,122847847.0,165250000,336.0,38.5,20474641.166666668,6.416666666666667,6.82615949
Oakes Fegley,3,157798923.0,115000000,182.0,19.8,52599641.0,6.6000000000000005,7.65199282
Samantha Mathis,2,104580336.0,98000000,94.0,12.5,52290168.0,6.25,7.29580336
Julia Stiles,10,nan,169800000,nan,60.0,nan,6.0,nan
Todd Field,3,nan,66400000,nan,20.8,nan,6.933333333333334,nan
Rodrigo Santoro,2,66090685.0,90000000,111.0,13.5,33045342.5,6.75,7.41090685
Kris Kristofferson,3,125983955.0,154000000,142.0,19.599999999999998,41994651.666666664,6.533333333333332,7.373226366666666
Parker Posey,7,109225525.0,128700000,381.0,42.6,15603646.42857143,6.085714285714286,6.397787214285715
Isabel Lucas,1,44806783.0,65000000,31.0,5.3,44806783.0,5.3,6.1961356599999995
Anthony Mackie,10,nan,251300000,590.0,62.8,nan,6.279999999999999,nan
Ang Phula Sherpa,1,43482270.0,65000000,64.0,7.1,43482270.0,7.1,7.969645399999999
Thomas M. Wright,1,43482270.0,65000000,64.0,7.1,43482270.0,7.1,7.969645399999999
Leslie Jones,1,41667116.0,65000000,60.0,6.4,41667116.0,6.4,7.23334232
Meat Loaf,1,37030102.0,65000000,67.0,8.8,37030102.0,8.8,9.540602040000001
Yvonne Zima,1,33447612.0,65000000,44.0,6.8,33447612.0,6.8,7.46895224
Meg Ryan,11,440895822.0,392500000,565.0,68.5,40081438.36363637,6.2272727272727275,7.028901494545455
David Morse,9,337825038.0,276000000,532.0,61.99999999999999,37536115.333333336,6.888888888888888,7.639611195555555
Jonah Bobo,1,29258869.0,65000000,67.0,6.2,29258869.0,6.2,6.78517738
Dax Shepard,6,139547341.0,136400000,253.0,35.9,23257890.166666668,5.983333333333333,6.448491136666667
Evan Rachel Wood,8,88900295.0,163000000,472.0,54.89999999999999,11112536.875,6.862499999999999,7.0847507374999985
Goran Visnjic,2,33232831.0,68000000,112.0,11.2,16616415.5,5.6,5.93232831
Vincent Cassel,8,nan,136350000,nan,54.99999999999999,nan,6.874999999999999,nan
Danny Aiello,3,45398091.0,73000000,189.0,21.0,15132697.0,7.0,7.30265394
Andie MacDowell,7,198866668.0,151300000,nan,45.400000000000006,28409524.0,6.485714285714287,7.053904765714287
Lisa Kudrow,9,265005665.0,262500000,380.0,49.8,29445073.888888888,5.533333333333333,6.122234811111111
Barney Clark,1,2080321.0,65000000,65.0,6.8,2080321.0,6.8,6.84160642
Jeremy Swift,1,2080321.0,65000000,65.0,6.8,2080321.0,6.8,6.84160642
Ye Liu,1,nan,65000000,nan,3.2,nan,3.2,nan
Song Seung-heon,1,nan,65000000,nan,3.2,nan,3.2,nan
Bryon Lerum,1,nan,65000000,56.0,6.8,nan,6.8,nan
Ryder Lerum,1,nan,65000000,56.0,6.8,nan,6.8,nan
Amber Midthunder,1,nan,65000000,71.0,7.1,nan,7.1,nan
Dakota Beavers,1,nan,65000000,71.0,7.1,nan,7.1,nan
Dane DiLiegro,1,nan,65000000,71.0,7.1,nan,7.1,nan
Shawn Wayans,3,155138967.0,109000000,107.0,13.899999999999999,51712989.0,4.633333333333333,5.667593113333333
Kerry Washington,8,305585470.0,209000000,390.0,48.5,38198183.75,6.0625,6.826463675
Darby Camp,3,nan,70500000,161.0,18.5,nan,6.166666666666667,nan
Jack Whitehall,1,48947356.0,64000000,55.0,5.9,48947356.0,5.9,6.87894712
Izaac Wang,1,48947356.0,64000000,55.0,5.9,48947356.0,5.9,6.87894712
Kristin Scott Thomas,8,187928832.0,197700000,437.0,52.7,23491104.0,6.5875,7.0573220800000005
Charles S. Dutton,6,112780681.0,196400000,nan,34.0,18796780.166666668,5.666666666666667,6.042602270000001
Alan Rickman,6,201847609.0,174700000,378.0,44.099999999999994,33641268.166666664,7.349999999999999,8.022825363333332
Elizabeth Perkins,3,267620449.0,116000000,160.0,18.6,89206816.33333333,6.2,7.9841363266666665
Dylan O'Brien,7,nan,251546173,nan,44.3,nan,6.328571428571428,nan
Sanaa Lathan,5,189204938.0,154000000,274.0,31.999999999999996,37840987.6,6.3999999999999995,7.156819752
Anne Archer,3,362184997.0,121000000,205.0,20.6,120728332.33333333,6.866666666666667,9.281233313333335
Martin Sheen,5,127415989.0,140000000,nan,34.300000000000004,25483197.8,6.860000000000001,7.369663956000001
Jennifer Jason Leigh,9,130564759.0,226200000,582.0,62.3,14507195.444444444,6.922222222222222,7.212366131111111
Romany Malco,3,62086041.0,74000000,84.0,14.6,20695347.0,4.866666666666666,5.280573606666667
Millicent Simmonds,2,348096622.0,78000000,153.0,14.7,174048311.0,7.35,10.83096622
Kaya Scodelario,6,299931265.0,238500000,285.0,35.8,49988544.166666664,5.966666666666666,6.966437549999999
Thomas Brodie-Sangster,1,81697192.0,61000000,43.0,6.3,81697192.0,6.3,7.9339438399999995
Ki Hong Lee,2,72333948.0,73000000,82.0,11.3,36166974.0,5.65,6.37333948
Ashley Judd,16,577823298.0,439800000,754.0,99.99999999999999,36113956.125,6.249999999999999,6.972279122499999
Jonah Hauer-King,1,42004346.0,61000000,50.0,6.7,42004346.0,6.7,7.54008692
Edward James Olmos,3,nan,82305000,nan,20.5,nan,6.833333333333333,nan
Blythe Danner,4,416892148.0,117000000,210.0,26.4,104223037.0,6.6,8.684460739999999
Eric Dane,1,143153751.0,60000000,53.0,7.0,143153751.0,7.0,9.86307502
Michael Clarke Duncan,5,269977572.0,188300000,191.0,28.700000000000003,53995514.4,5.74,6.819910288
Laura Linney,13,534120146.0,338200000,806.0,89.6,41086165.07692308,6.892307692307692,7.714030993846153
Jon Favreau,6,277659236.0,164200000,331.0,38.6,46276539.333333336,6.433333333333334,7.358864120000001
Sean Bean,10,nan,285450000,nan,nan,nan,nan,nan
Anjelica Huston,10,554305612.0,329400000,nan,66.9,55430561.2,6.69,7.798611224
Alicia Witt,4,149925402.0,114000000,151.0,23.8,37481350.5,5.95,6.69962701
Woody Allen,9,171499853.0,214500000,nan,59.3,19055539.222222224,6.588888888888889,6.969999673333333
Steven Brand,1,91047077.0,60000000,45.0,5.5,91047077.0,5.5,7.32094154
Snoop Dogg,7,173159736.0,128800000,nan,37.5,24737105.14285714,5.357142857142857,5.85188496
Hilary Duff,9,nan,239000000,nan,45.89999999999999,nan,5.099999999999999,nan
Richard Jenkins,8,279781499.0,204800000,481.0,53.60000000000001,34972687.375,6.700000000000001,7.399453747500001
Teri Hatcher,2,145844209.0,115000000,121.0,14.100000000000001,72922104.5,7.050000000000001,8.50844209
John Hodgman,1,82435595.0,60000000,80.0,7.7,82435595.0,7.7,9.3487119
Jacinda Barrett,2,92349276.0,80000000,91.0,12.4,46174638.0,6.2,7.12349276
Saffron Burrows,4,115450883.0,114000000,186.0,22.799999999999997,28862720.75,5.699999999999999,6.277254414999999
Alex Al,1,nan,60000000,nan,8.0,nan,8.0,nan
Michael Bearden,1,nan,60000000,nan,8.0,nan,8.0,nan
Paul Gongaware,1,nan,60000000,nan,8.0,nan,8.0,nan
Sean Lynch,1,68275985.0,60000000,50.0,6.1,68275985.0,6.1,7.4655197
Anthony Anderson,8,301311636.0,209800000,301.0,43.8,37663954.5,5.475,6.22827909
Jerry O'Connell,3,105496857.0,95000000,84.0,15.3,35165619.0,5.1000000000000005,5.80331238
Estella Warren,1,66934963.0,60000000,16.0,4.5,66934963.0,4.5,5.83869926
Craig Kilborn,1,61123569.0,60000000,43.0,4.4,61123569.0,4.4,5.62247138
Sinbad,1,60592389.0,60000000,34.0,5.7,60592389.0,5.7,6.91184778
Phil Hartman,2,90949182.0,99000000,81.0,11.5,45474591.0,5.75,6.6594918199999995
Cobie Smulders,3,160710302.0,110000000,125.0,19.0,53570100.666666664,6.333333333333333,7.4047353466666666
Kathleen Quinlan,4,175321230.0,173000000,228.0,26.6,43830307.5,6.65,7.52660615
Kodi Smit-McPhee,5,112341261.0,159750000,350.0,34.8,22468252.2,6.959999999999999,7.409365043999999
Sidney Poitier,1,54930280.0,60000000,36.0,6.4,54930280.0,6.4,7.4986056
Stockard Channing,4,101814971.0,162000000,nan,24.0,25453742.75,6.0,6.509074855
Nick Frost,6,159453157.0,191000000,414.0,43.599999999999994,26575526.166666668,7.266666666666666,7.798177189999999
Jennifer Love Hewitt,6,257504613.0,209000000,239.0,33.6,42917435.5,5.6000000000000005,6.458348710000001
Steven Seagal,6,nan,221000000,nan,29.800000000000004,nan,4.966666666666668,nan
Eric Bogosian,3,55048614.0,79500000,180.0,19.0,18349538.0,6.333333333333333,6.700324093333333
Everett McGill,3,nan,70000000,nan,18.0,nan,6.0,nan
Dominique Pinon,1,47795658.0,60000000,63.0,6.2,47795658.0,6.2,7.15591316
Rhona Mitra,2,58012352.0,93000000,104.0,13.0,29006176.0,6.5,7.08012352
Demi Lovato,1,45020282.0,60000000,40.0,6.0,45020282.0,6.0,6.90040564
Joe Manganiello,2,111033339.0,74500000,100.0,11.6,55516669.5,5.8,6.91033339
Claire Foy,4,92338010.0,144500000,218.0,25.199999999999996,23084502.5,6.299999999999999,6.761690049999999
Danny Huston,5,199975154.0,165500000,297.0,34.0,39995030.8,6.8,7.599900615999999
Tom Wilkinson,15,nan,336900000,903.0,100.9,nan,6.7266666666666675,nan
Tony Kgoroge,1,37491364.0,60000000,74.0,7.3,37491364.0,7.3,8.04982728
Christopher Lloyd,12,832758944.0,379000000,nan,72.3,69396578.66666667,6.0249999999999995,7.412931573333333
Jeff Daniels,9,285738817.0,299500000,455.0,55.0,31748757.444444444,6.111111111111111,6.746086259999999
Elizabeth Hurley,4,145579014.0,155000000,151.0,23.5,36394753.5,5.875,6.60289507
Kim Basinger,11,603034121.0,409000000,512.0,67.10000000000001,54821283.72727273,6.1000000000000005,7.196425674545456
Penelope Ann Miller,4,192852564.0,142000000,200.0,23.3,48213141.0,5.825,6.78926282
Linda Hunt,3,185814956.0,121000000,178.0,19.6,61938318.666666664,6.533333333333334,7.772099706666667
Miko Hughes,1,32935289.0,60000000,37.0,6.1,32935289.0,6.1,6.75870578
Patrick Fugit,3,33392134.0,65500000,193.0,21.8,11130711.333333334,7.266666666666667,7.4892808933333335
Micheál Neeson,1,32138862.0,60000000,57.0,6.2,32138862.0,6.2,6.84277724
Jamie Campbell Bower,2,31708521.0,65800000,99.0,12.8,15854260.5,6.4,6.7170852100000005
Susanna Thompson,1,30323400.0,60000000,25.0,6.1,30323400.0,6.1,6.706467999999999
Joe Morton,3,49876671.0,102000000,nan,17.8,16625557.0,5.933333333333334,6.265844473333334
Cam Gigandet,7,nan,194000000,nan,36.6,nan,5.228571428571429,nan
Maggie Q,2,56446289.0,67000000,63.0,10.600000000000001,28223144.5,5.300000000000001,5.86446289
Breckin Meyer,5,171071224.0,171300000,nan,29.7,34214244.8,5.9399999999999995,6.624284896
Ice Cube,18,1130394029.0,470000000,nan,105.69999999999999,62799668.277777776,5.872222222222222,7.1282155877777775
Ariel Gade,1,25473352.0,60000000,52.0,5.6,25473352.0,5.6,6.109467039999999
Geoffrey Blake,1,22431897.0,60000000,48.0,6.1,22431897.0,6.1,6.54863794
Gabriel Macht,5,132366957.0,194000000,nan,29.000000000000004,26473391.4,5.800000000000001,6.329467828
James Gandolfini,6,150186567.0,170600000,302.0,40.5,25031094.5,6.75,7.25062189
Eliza Bennett,1,17303424.0,60000000,49.0,6.1,17303424.0,6.1,6.446068479999999
Tony Jaa,5,19905626.0,95100000,262.0,29.700000000000003,3981125.2,5.94,6.019622504
Peter Facinelli,2,14907086.0,62300000,nan,11.5,7453543.0,5.75,5.89907086
Jennifer Decker,1,13090630.0,60000000,47.0,6.5,13090630.0,6.5,6.7618126
Jessica Brown Findlay,2,18375307.0,100000000,67.0,12.0,9187653.5,6.0,6.18375307
Kelly Preston,8,307689036.0,265000000,340.0,46.6,38461129.5,5.825,6.59422259
Luke Wilson,16,nan,280400000,nan,95.3,nan,5.95625,nan
Erdil Yasaroglu,1,8286741.0,60000000,60.0,6.7,8286741.0,6.7,6.86573482
Tim Hill,1,4810790.0,60000000,65.0,5.9,4810790.0,5.9,5.996215800000001
Clancy Brown,3,20504196.0,113500000,147.0,20.1,6834732.0,6.7,6.83669464
Ray Liotta,10,246769675.0,256000000,nan,63.10000000000001,24676967.5,6.3100000000000005,6.80353935
Linus Roache,3,5668946.0,81000000,174.0,19.3,1889648.6666666667,6.433333333333334,6.471126306666667
Mackenyu,1,1090155.0,60000000,35.0,4.4,1090155.0,4.4,4.4218031
Madison Iseman,2,47790788.0,95000000,88.0,10.0,23895394.0,5.0,5.47790788
Joel Kinnaman,2,26762104.0,110000000,120.0,13.2,13381052.0,6.6,6.8676210399999995
Arsenio Hall,1,nan,60000000,52.0,5.3,nan,5.3,nan
Shari Headley,1,nan,60000000,52.0,5.3,nan,5.3,nan
Terry Crews,2,nan,67000000,36.0,7.0,nan,3.5,nan
Jorge Garcia,1,nan,60000000,18.0,4.8,nan,4.8,nan
Louis Ashbourne Serkis,1,16790790.0,59000000,66.0,6.1,16790790.0,6.1,6.435815799999999
Denise Gough,1,16790790.0,59000000,66.0,6.1,16790790.0,6.1,6.435815799999999
Dean Chaumoo,1,16790790.0,59000000,66.0,6.1,16790790.0,6.1,6.435815799999999
T.J. Miller,4,535938576.0,173000000,165.0,23.700000000000003,133984644.0,5.925000000000001,8.604692880000002
Kyle Gallner,3,460498222.0,76250000,219.0,20.0,153499407.33333334,6.666666666666667,9.736654813333335
Dylan Minnette,1,80080379.0,58000000,60.0,6.3,80080379.0,6.3,7.90160758
Odeya Rush,2,nan,71000000,113.0,12.8,nan,6.4,nan
Richard Crenna,3,251343947.0,116000000,144.0,20.0,83781315.66666667,6.666666666666667,8.34229298
Marc de Jonge,1,53715611.0,58000000,36.0,5.8,53715611.0,5.8,6.87431222
Gerald McRaney,1,49876377.0,58000000,46.0,5.9,49876377.0,5.9,6.8975275400000005
Donal Logue,1,48318130.0,58000000,47.0,6.7,48318130.0,6.7,7.6663626
Rose Byrne,17,897987652.0,410400000,926.0,108.39999999999999,52822803.058823526,6.376470588235294,7.4329266494117645
Stephen Baldwin,3,nan,88100000,nan,14.400000000000002,nan,4.800000000000001,nan
