Actor,Instances,Total_Box_Office,Total_Production_Budget,Total_Metascore,Total_IMDB_Rating,Average_Box_Office,Average_IMDB_Rating,Success_Metric
Stephen McKinley Henderson,1,57682904.0,24000000,79.0,7.2,57682904.0,7.2,8.35365808
Rosanna Arquette,6,102226169.0,77500000,nan,37.4,17037694.833333332,6.233333333333333,6.57408723
Lori Singer,3,169165255.0,39200000,128.0,19.4,56388418.333333336,6.466666666666666,7.594435033333332
Ann-Margret,1,45018541.0,24000000,50.0,6.6,45018541.0,6.6,7.50037082
Adam Bryant,1,41895491.0,24000000,61.0,7.5,41895491.0,7.5,8.33790982
Brandy Norwood,1,40002112.0,24000000,21.0,4.7,40002112.0,4.7,5.50004224
Carroll O'Connor,1,32722798.0,24000000,54.0,6.9,32722798.0,6.9,7.55445596
Gary Grubbs,1,29831583.0,24000000,25.0,5.4,29831583.0,5.4,5.99663166
Clea DuVall,6,292133729.0,60700000,314.0,38.3,48688954.833333336,6.383333333333333,7.35711243
John Amos,1,22099847.0,24000000,52.0,6.4,22099847.0,6.4,6.8419969400000005
Dave Goelz,2,44007314.0,36000000,117.0,13.9,22003657.0,6.95,7.39007314
Steve Whitmire,2,44007314.0,36000000,117.0,13.9,22003657.0,6.95,7.39007314
Bill Barretta,1,16625807.0,24000000,53.0,6.2,16625807.0,6.2,6.53251614
Lolita Davidovich,2,29804203.0,35000000,74.0,11.6,14902101.5,5.8,6.09804203
Aamir Khan,3,22621410.0,38800000,nan,21.8,7540470.0,7.266666666666667,7.417476066666667
Katrina Kaif,3,12286501.0,41600000,nan,19.200000000000003,4095500.3333333335,6.400000000000001,6.481910006666668
Abhishek Bachchan,4,8907223.0,34800000,nan,21.900000000000002,2226805.75,5.4750000000000005,5.519536115
Steve Van Wormer,1,4356216.0,24000000,nan,4.0,4356216.0,4.0,4.08712432
A.J. Langer,1,4356216.0,24000000,nan,4.0,4356216.0,4.0,4.08712432
Vincent Price,1,669276.0,24000000,nan,7.1,669276.0,7.1,7.11338552
Jennifer Beals,3,110294278.0,49000000,nan,18.5,36764759.333333336,6.166666666666667,6.901961853333334
Tom Courtenay,2,nan,36000000,nan,11.7,nan,5.85,nan
Rajinikanth,1,nan,24000000,nan,4.0,nan,4.0,nan
Keerthy Suresh,1,nan,24000000,nan,4.0,nan,4.0,nan
Nayanthara,1,nan,24000000,nan,4.0,nan,4.0,nan
George Dzundza,1,84919401.0,23000000,47.0,6.5,84919401.0,6.5,8.19838802
Courtney B. Vance,3,112726179.0,42500000,nan,19.4,37575393.0,6.466666666666666,7.218174526666666
Lisa Boyle,1,65807024.0,23000000,41.0,6.8,65807024.0,6.8,8.11614048
Kaley Cuoco,1,64460211.0,23000000,35.0,6.6,64460211.0,6.6,7.88920422
Kerr Smith,3,112165550.0,42000000,122.0,17.400000000000002,37388516.666666664,5.800000000000001,6.547770333333334
Russell Hornsby,2,29786988.0,28000000,142.0,14.0,14893494.0,7.0,7.29786988
Maluma,1,22438180.0,23000000,51.0,6.1,22438180.0,6.1,6.5487636
Leelee Sobieski,3,50647346.0,60000000,134.0,17.599999999999998,16882448.666666668,5.866666666666666,6.20431564
Gina Carano,1,18942396.0,23000000,67.0,5.8,18942396.0,5.8,6.17884792
Hart Bochner,3,nan,41500000,117.0,16.400000000000002,nan,5.466666666666668,nan
Romola Garai,2,16160560.0,33600000,99.0,11.7,8080280.0,5.85,6.011605599999999
Tom Costello,1,15789389.0,23000000,54.0,7.3,15789389.0,7.3,7.61578778
Katheryn Winnick,2,15597518.0,23400000,nan,10.7,7798759.0,5.35,5.50597518
Teresa Ruiz,1,15566093.0,23000000,44.0,5.7,15566093.0,5.7,6.01132186
Dan Hedaya,4,58237808.0,47500000,237.0,26.1,14559452.0,6.525,6.81618904
Tasha Smith,1,11537046.0,23000000,52.0,5.6,11537046.0,5.6,5.830740919999999
Chelsea Field,2,7780430.0,27000000,83.0,11.899999999999999,3890215.0,5.949999999999999,6.0278043
Agata Buzek,1,36895.0,23000000,43.0,6.2,36895.0,6.2,6.2007379
Vicky McClure,1,36895.0,23000000,43.0,6.2,36895.0,6.2,6.2007379
John Candy,4,192819291.0,56000000,225.0,27.5,48204822.75,6.875,7.839096455
Maïwenn,2,nan,25250000,93.0,13.4,nan,6.7,nan
Benjamin Lavernhe,1,nan,22400000,51.0,6.7,nan,6.7,nan
Judge Reinhold,4,561057751.0,61500000,232.0,27.5,140264437.75,6.875,9.680288755
Wendy Crewson,1,145539357.0,22000000,57.0,6.5,145539357.0,6.5,9.41078714
Taissa Farmiga,2,nan,26500000,105.0,11.8,nan,5.9,nan
Jonas Bloquet,1,117481222.0,22000000,46.0,5.3,117481222.0,5.3,7.64962444
Madison Pettis,2,90789310.0,32000000,nan,10.3,45394655.0,5.15,6.0578931
JD Evermore,1,75600072.0,22000000,72.0,6.9,75600072.0,6.9,8.412001440000001
Rachel Griffiths,2,75665820.0,26000000,nan,12.8,37832910.0,6.4,7.156658200000001
Annie Corley,1,71516617.0,22000000,69.0,7.6,71516617.0,7.6,9.03033234
Cynthia Rhodes,1,64892670.0,22000000,23.0,4.7,64892670.0,4.7,5.9978534
Finola Hughes,1,64892670.0,22000000,23.0,4.7,64892670.0,4.7,5.9978534
Diogo Morgado,1,59700064.0,22000000,37.0,5.7,59700064.0,5.7,6.89400128
Amber Rose Revah,1,59700064.0,22000000,37.0,5.7,59700064.0,5.7,6.89400128
Greg Hicks,1,59700064.0,22000000,37.0,5.7,59700064.0,5.7,6.89400128
Colleen Haskell,1,57743062.0,22000000,43.0,4.8,57743062.0,4.8,5.95486124
Om Puri,3,58704224.0,32500000,186.0,20.299999999999997,19568074.666666668,6.766666666666666,7.158028159999999
Manish Dayal,1,54240821.0,22000000,55.0,7.3,54240821.0,7.3,8.38481642
John Gielgud,1,52767889.0,22000000,79.0,8.0,52767889.0,8.0,9.05535778
Rohini Hattangadi,1,52767889.0,22000000,79.0,8.0,52767889.0,8.0,9.05535778
Dennis Miller,2,77815660.0,38000000,71.0,12.0,38907830.0,6.0,6.7781566
Zachary Gordon,3,165710822.0,55000000,161.0,19.099999999999998,55236940.666666664,6.366666666666666,7.47140548
Robert Capron,3,165710822.0,55000000,161.0,19.099999999999998,55236940.666666664,6.366666666666666,7.47140548
Devon Bostick,3,102001441.0,44000000,169.0,19.2,34000480.333333336,6.3999999999999995,7.080009606666666
Michelle Dockery,1,36471795.0,22000000,51.0,7.8,36471795.0,7.8,8.5294359
Tony Hale,1,33316821.0,22000000,66.0,6.5,33316821.0,6.5,7.16633642
Jason Mewes,2,30249394.0,35400000,nan,10.3,15124697.0,5.15,5.45249394
Kevin Smith,1,30085147.0,22000000,51.0,6.8,30085147.0,6.8,7.40170294
Julian Fellowes,1,25842377.0,22000000,nan,7.3,25842377.0,7.3,7.8168475399999995
Archie Panjabi,1,23530831.0,22000000,61.0,6.9,23530831.0,6.9,7.370616620000001
Jason Drucker,1,20738724.0,22000000,39.0,4.3,20738724.0,4.3,4.71477448
Tom Everett Scott,4,52408626.0,51250000,nan,21.3,13102156.5,5.325,5.5870431300000005
Molly Shannon,3,87832826.0,53000000,131.0,16.2,29277608.666666668,5.3999999999999995,5.985552173333333
Loan Chabanol,1,16029670.0,22000000,32.0,5.2,16029670.0,5.2,5.5205934
Tara Reid,4,56305448.0,62000000,97.0,19.1,14076362.0,4.775,5.05652724
David Keith,5,nan,56000000,nan,26.6,nan,5.32,nan
Art MacDonald,1,nan,22000000,nan,4.0,nan,4.0,nan
Elaine Martyn,1,nan,22000000,nan,4.0,nan,4.0,nan
Rollo Weeks,1,13572400.0,22000000,45.0,5.7,13572400.0,5.7,5.9714480000000005
Richard E. Grant,5,62012219.0,60000000,283.0,31.5,12402443.8,6.3,6.548048876
Carmen Ejogo,5,174385072.0,66000000,319.0,32.300000000000004,34877014.4,6.460000000000001,7.157540288000001
Robert John Burke,3,26054647.0,36300000,nan,15.399999999999999,8684882.333333334,5.133333333333333,5.3070309799999995
Mario Machado,1,10696210.0,22000000,40.0,4.1,10696210.0,4.1,4.3139242
Laetitia Guyot,1,nan,22000000,nan,nan,nan,nan,nan
Haley Webb,1,nan,22000000,nan,nan,nan,nan,nan
Romain Duris,1,635733.0,21600000,59.0,7.1,635733.0,7.1,7.11271466
Fabrice Luchini,1,635733.0,21600000,59.0,7.1,635733.0,7.1,7.11271466
Laura Morante,2,863719.0,28300000,112.0,13.5,431859.5,6.75,6.75863719
Ike Barinholtz,1,60311495.0,21000000,69.0,6.2,60311495.0,6.2,7.4062299000000005
Dale Midkiff,2,114938934.0,32500000,76.0,13.0,57469467.0,6.5,7.64938934
Denise Crosby,3,115257180.0,32875000,140.0,19.9,38419060.0,6.633333333333333,7.401714533333333
Fred Gwynne,2,114938934.0,32500000,76.0,13.0,57469467.0,6.5,7.64938934
Matt Stone,2,84823677.0,41000000,137.0,14.9,42411838.5,7.45,8.29823677
Freddie Jones,3,80868610.0,48000000,144.0,17.9,26956203.333333332,5.966666666666666,6.505790733333333
David Huffman,1,46708276.0,21000000,44.0,5.9,46708276.0,5.9,6.83416552
Ewen Bremner,4,36053940.0,62100000,284.0,29.9,9013485.0,7.475,7.6552697
Stuart Wilson,1,42273609.0,21000000,40.0,4.8,42273609.0,4.8,5.64547218
John Hawkes,5,59632442.0,27000000,368.0,34.699999999999996,11926488.4,6.9399999999999995,7.178529768
Imelda Staunton,4,42009263.0,43900000,253.0,28.299999999999997,10502315.75,7.074999999999999,7.285046314999999
Sage Correa,1,30971040.0,21000000,44.0,5.9,30971040.0,5.9,6.519420800000001
Chris McGinn,1,30971040.0,21000000,44.0,5.9,30971040.0,5.9,6.519420800000001
Shu Qi,1,25296447.0,21000000,51.0,6.8,25296447.0,6.8,7.305928939999999
Matt Schulze,1,25296447.0,21000000,51.0,6.8,25296447.0,6.8,7.305928939999999
Sean Faris,2,nan,21750000,nan,11.6,nan,5.8,nan
Artie Lange,2,31783522.0,34000000,55.0,11.4,15891761.0,5.7,6.01783522
Emily Bergl,1,17762705.0,21000000,42.0,4.8,17762705.0,4.8,5.1552541
Jason London,3,nan,28500000,nan,18.799999999999997,nan,6.266666666666666,nan
Dylan Bruno,1,17762705.0,21000000,42.0,4.8,17762705.0,4.8,5.1552541
Allison Janney,7,nan,64300000,433.0,48.5,nan,6.928571428571429,nan
Max Irons,1,557241.0,21000000,34.0,5.9,557241.0,5.9,5.9111448200000005
Samantha Barks,2,2815861.0,28000000,67.0,12.100000000000001,1407930.5,6.050000000000001,6.078158610000001
Terence Stamp,3,nan,39900000,nan,18.3,nan,6.1000000000000005,nan
Jill Hennessy,1,17650.0,21000000,21.0,5.7,17650.0,5.7,5.700353
Callan McAuliffe,2,nan,35000000,92.0,12.3,nan,6.15,nan
Zawe Ashton,1,nan,21000000,61.0,5.7,nan,5.7,nan
Dom DeLuise,2,101374544.0,31500000,87.0,12.8,50687272.0,6.4,7.4137454400000005
Paul Freeman,2,250475654.0,37000000,101.0,11.600000000000001,125237827.0,5.800000000000001,8.30475654
Winston Duke,1,175084580.0,20000000,81.0,6.8,175084580.0,6.8,10.3016916
Macaulay Culkin,5,528520038.0,61500000,263.0,34.3,105704007.6,6.859999999999999,8.974080151999999
Daniel Stern,4,473899594.0,46250000,197.0,26.4,118474898.5,6.6,8.969497969999999
Jürgen Prochnow,2,165152712.0,32000000,134.0,14.9,82576356.0,7.45,9.10152712
Rosemarie DeWitt,3,165534834.0,32120000,251.0,21.4,55178278.0,7.133333333333333,8.236898893333333
Piper Rubio,1,127205300.0,20000000,nan,5.5,127205300.0,5.5,8.044106
Elizabeth Lail,2,152827066.0,26500000,nan,10.9,76413533.0,5.45,6.97827066
Izabela Vidovic,1,132422809.0,20000000,66.0,7.9,132422809.0,7.9,10.54845618
Dana Carvey,2,162086117.0,36000000,69.0,10.3,81043058.5,5.15,6.77086117
Rob Lowe,3,164644053.0,37500000,128.0,19.3,54881351.0,6.433333333333334,7.530960353333334
Steve-O,3,247751855.0,41000000,196.0,20.8,82583951.66666667,6.933333333333334,8.585012366666668
Bam Margera,2,181485004.0,22000000,98.0,13.6,90742502.0,6.8,8.61485004
Andi Matichak,2,156082015.0,40000000,89.0,10.5,78041007.5,5.25,6.81082015
Keith L. Williams,1,83140306.0,20000000,nan,6.7,83140306.0,6.7,8.36280612
Brady Noon,1,83140306.0,20000000,nan,6.7,83140306.0,6.7,8.36280612
Aleisha Allen,1,82674398.0,20000000,27.0,4.7,82674398.0,4.7,6.353487960000001
Amara Miller,1,82584160.0,20000000,84.0,7.3,82584160.0,7.3,8.9516832
Mike White,3,82430530.0,29750000,186.0,19.9,27476843.333333332,6.633333333333333,7.1828702
Bryan Brown,2,98826468.0,30000000,83.0,12.600000000000001,49413234.0,6.300000000000001,7.288264680000001
Jason James Richter,1,77709806.0,20000000,79.0,6.0,77709806.0,6.0,7.55419612
Busy Philipps,1,70831760.0,20000000,41.0,5.8,70831760.0,5.8,7.2166352
James Jude Courtney,1,64079860.0,20000000,47.0,5.0,64079860.0,5.0,6.2815972
Jill Scott,2,81665361.0,28500000,77.0,9.8,40832680.5,4.9,5.716653610000001
Michael Kenneth Williams,1,56671993.0,20000000,96.0,8.1,56671993.0,8.1,9.233439859999999
Nick Cannon,3,76433082.0,45000000,199.0,18.0,25477694.0,6.0,6.50955388
Janet McTeer,4,114988447.0,37112000,251.0,27.8,28747111.75,6.95,7.524942235
Kristen Ledlow,1,54611903.0,20000000,49.0,5.4,54611903.0,5.4,6.49223806
Josh Brener,2,58430567.0,30000000,71.0,10.0,29215283.5,5.0,5.58430567
Dianne Wiest,6,119877195.0,81500000,nan,42.1,19979532.5,7.016666666666667,7.416257316666667
Beverly D'Angelo,3,118195332.0,45000000,172.0,22.5,39398444.0,7.5,8.28796888
Aitana Sánchez-Gijón,2,51090858.0,25000000,115.0,14.3,25545429.0,7.15,7.66090858
Shelley Duvall,3,137822970.0,51000000,209.0,20.6,45940990.0,6.866666666666667,7.785486466666667
Ray Walston,1,49823037.0,20000000,64.0,5.3,49823037.0,5.3,6.29646074
Adam Campbell,1,48548426.0,20000000,11.0,2.8,48548426.0,2.8,3.77096852
Fred Willard,5,121614107.0,55000000,205.0,23.5,24322821.4,4.7,5.1864564280000005
Tony Jay,1,47901582.0,20000000,38.0,5.3,47901582.0,5.3,6.25803164
Julian McMahon,1,47852604.0,20000000,29.0,5.9,47852604.0,5.9,6.857052080000001
Barry Watson,2,56952414.0,32000000,57.0,9.600000000000001,28476207.0,4.800000000000001,5.369524140000001
Emily Deschanel,1,46752382.0,20000000,32.0,4.2,46752382.0,4.2,5.13504764
Lucy Lawless,1,46752382.0,20000000,32.0,4.2,46752382.0,4.2,5.13504764
Nikita Hopkins,1,45554533.0,20000000,53.0,6.3,45554533.0,6.3,7.21109066
Ken Sansom,1,45554533.0,20000000,53.0,6.3,45554533.0,6.3,7.21109066
Jodie Turner-Smith,1,43808310.0,20000000,74.0,7.1,43808310.0,7.1,7.9761662
Bokeem Woodbine,5,nan,36000000,nan,33.6,nan,6.720000000000001,nan
Lyriq Bent,1,43549096.0,20000000,32.0,5.9,43549096.0,5.9,6.7709819200000005
Crystle Stewart,1,43549096.0,20000000,32.0,5.9,43549096.0,5.9,6.7709819200000005
Josh Wiggins,1,42656255.0,20000000,47.0,6.6,42656255.0,6.6,7.453125099999999
Luke Kleintank,2,42660123.0,23600000,94.0,13.0,21330061.5,6.5,6.92660123
Tamela J. Mann,1,41975388.0,20000000,45.0,4.5,41975388.0,4.5,5.33950776
Isabelle Fuhrman,2,nan,24000000,98.0,12.0,nan,6.0,nan
Steven Yeun,3,44343386.0,23000000,188.0,20.900000000000002,14781128.666666666,6.966666666666668,7.262289240000001
Keegan-Michael Key,2,61488187.0,35000000,105.0,12.4,30744093.5,6.2,6.814881870000001
Aidy Bryant,1,40896334.0,20000000,42.0,6.2,40896334.0,6.2,7.01792668
Kal Penn,4,109667893.0,49500000,220.0,23.4,27416973.25,5.85,6.398339464999999
Jennifer Coolidge,2,91177542.0,39000000,42.0,8.3,45588771.0,4.15,5.06177542
Edison Chen,1,39143839.0,20000000,33.0,5.0,39143839.0,5.0,5.7828767800000005
Arielle Kebbel,2,39148756.0,20060000,95.0,11.2,19574378.0,5.6,5.9914875599999995
Emily Meade,1,38583626.0,20000000,58.0,6.5,38583626.0,6.5,7.27167252
William Sadler,4,nan,43000000,nan,24.0,nan,6.0,nan
Tom Felton,2,41816852.0,37000000,69.0,10.399999999999999,20908426.0,5.199999999999999,5.618168519999999
Jenn Proske,1,36661504.0,20000000,18.0,3.4,36661504.0,3.4,4.13323008
Matt Lanter,2,71823058.0,28500000,53.0,9.3,35911529.0,4.65,5.3682305800000005
Jon Seda,1,35764351.0,20000000,67.0,6.8,35764351.0,6.8,7.51528702
Paolo Bonacelli,1,35606376.0,20000000,61.0,6.3,35606376.0,6.3,7.01212752
Violante Placido,1,35606376.0,20000000,61.0,6.3,35606376.0,6.3,7.01212752
Ben Aldridge,1,35397980.0,20000000,63.0,6.1,35397980.0,6.1,6.807959599999999
Elle Russ,1,32786074.0,20000000,64.0,7.2,32786074.0,7.2,7.85572148
Simon Rex,1,32015787.0,20000000,11.0,3.5,32015787.0,3.5,4.14031574
Ron Eldard,3,43154307.0,37000000,nan,17.5,14384769.0,5.833333333333333,6.121028713333333
Stephen Campbell Moore,1,30060660.0,20000000,69.0,7.2,30060660.0,7.2,7.8012132
Penn Badgley,2,87464025.0,28000000,105.0,12.6,43732012.5,6.3,7.1746402499999995
Iben Hjejle,2,27420548.0,23000000,146.0,13.4,13710274.0,6.7,6.97420548
Todd Louiso,1,27287137.0,20000000,79.0,7.4,27287137.0,7.4,7.94574274
Missy Peregrym,1,26910736.0,20000000,53.0,6.4,26910736.0,6.4,6.93821472
Vanessa Lengies,1,26910736.0,20000000,53.0,6.4,26910736.0,6.4,6.93821472
Ana Claudia Talancón,2,26900828.0,21000000,89.0,10.0,13450414.0,5.0,5.2690082799999995
Juliette Lewis,4,87821070.0,45000000,223.0,27.1,21955267.5,6.775,7.2141053500000005
Odette Annable,2,68372463.0,36000000,58.0,10.4,34186231.5,5.2,5.883724630000001
Hayden Panettiere,2,39907992.0,38000000,68.0,10.399999999999999,19953996.0,5.199999999999999,5.599079919999999
Gabriella Wilde,1,23438250.0,20000000,30.0,6.2,23438250.0,6.2,6.6687650000000005
Dar Salim,1,16938039.0,20000000,63.0,7.5,16938039.0,7.5,7.83876078
Sean Sagar,1,16938039.0,20000000,63.0,7.5,16938039.0,7.5,7.83876078
Katie Cassidy,2,71046983.0,35000000,70.0,10.899999999999999,35523491.5,5.449999999999999,6.160469829999999
Jon Foster,1,23086480.0,20000000,24.0,5.0,23086480.0,5.0,5.4617296
Laura San Giacomo,1,21413105.0,20000000,51.0,6.9,21413105.0,6.9,7.3282621
Jimmy Bennett,3,86199840.0,48500000,nan,17.0,28733280.0,5.666666666666667,6.241332266666667
Kat Dennings,4,nan,37150000,nan,24.5,nan,6.125,nan
Daniel Baldwin,1,20308772.0,20000000,42.0,6.1,20308772.0,6.1,6.50617544
Sheryl Lee,1,20308772.0,20000000,42.0,6.1,20308772.0,6.1,6.50617544
Dan Green,1,19887556.0,20000000,15.0,4.9,19887556.0,4.9,5.29775112
Amy Birnbaum,1,19887556.0,20000000,15.0,4.9,19887556.0,4.9,5.29775112
Felicity Huffman,3,28176668.0,26000000,143.0,20.700000000000003,9392222.666666666,6.900000000000001,7.087844453333335
Carrie Fisher,4,124978515.0,57500000,nan,22.3,31244628.75,5.575,6.199892575
Eve Arden,1,18826490.0,20000000,nan,5.3,18826490.0,5.3,5.6765298
Ian Michael Smith,1,18253415.0,20000000,39.0,6.8,18253415.0,6.8,7.1650683
Joseph Mazzello,1,18253415.0,20000000,39.0,6.8,18253415.0,6.8,7.1650683
Kyle Stanger,1,18098433.0,20000000,64.0,6.4,18098433.0,6.4,6.76196866
Maxime Alexandre,1,nan,20000000,nan,nan,nan,nan,nan
M.J. Bassett,1,nan,20000000,nan,nan,nan,nan,nan
Don Carmody,1,nan,20000000,nan,nan,nan,nan,nan
Johan Heldenbergh,1,17571660.0,20000000,57.0,7.0,17571660.0,7.0,7.3514332
Stephen Chow,3,17805569.0,50000000,192.0,21.400000000000002,5935189.666666667,7.133333333333334,7.252037126666667
Wah Yuen,1,17108591.0,20000000,78.0,7.7,17108591.0,7.7,8.04217182
Qiu Yuen,1,17108591.0,20000000,78.0,7.7,17108591.0,7.7,8.04217182
Candy Ford,1,16990825.0,20000000,37.0,4.2,16990825.0,4.2,4.539816500000001
Donnie Wahlberg,2,103849041.0,25000000,74.0,12.7,51924520.5,6.35,7.388490409999999
Columbus Short,4,158158842.0,59000000,210.0,23.300000000000004,39539710.5,5.825000000000001,6.615794210000001
Khalid Abdalla,1,15800078.0,20000000,61.0,7.6,15800078.0,7.6,7.91600156
Ahmad Khan Mahmoodzada,1,15800078.0,20000000,61.0,7.6,15800078.0,7.6,7.91600156
Atossa Leoni,1,15800078.0,20000000,61.0,7.6,15800078.0,7.6,7.91600156
Dennis Farina,2,15830113.0,23000000,95.0,11.600000000000001,7915056.5,5.800000000000001,5.958301130000001
Zak Orth,1,15618626.0,20000000,35.0,5.3,15618626.0,5.3,5.61237252
Michael Moore,6,nan,40140000,nan,43.699999999999996,nan,7.283333333333332,nan
William Black,1,14363397.0,20000000,61.0,7.4,14363397.0,7.4,7.68726794
Jimmy Carter,1,14363397.0,20000000,61.0,7.4,14363397.0,7.4,7.68726794
Vanessa Lachey,1,14190901.0,20000000,15.0,1.9,14190901.0,1.9,2.18381802
Nicole Parker,1,14190901.0,20000000,15.0,1.9,14190901.0,1.9,2.18381802
Joanne Whalley,1,13717039.0,20000000,nan,6.6,13717039.0,6.6,6.87434078
Peter Gallagher,3,40736102.0,24400000,nan,20.9,13578700.666666666,6.966666666666666,7.238240679999999
Tiffany Dupont,1,13395961.0,20000000,38.0,6.0,13395961.0,6.0,6.26791922
Luke Goss,4,nan,28100000,nan,18.8,nan,4.7,nan
John Noble,1,13395961.0,20000000,38.0,6.0,13395961.0,6.0,6.26791922
Do Thi Hai Yen,1,12988801.0,20000000,84.0,7.0,12988801.0,7.0,7.25977602
Peter Falk,2,36744961.0,31000000,78.0,10.8,18372480.5,5.4,5.76744961
Aidan Gillen,1,12234694.0,20000000,38.0,5.6,12234694.0,5.6,5.8446938799999995
Victor Wong,1,11798854.0,20000000,39.0,4.5,11798854.0,4.5,4.73597708
Max Elliott Slade,1,11798854.0,20000000,39.0,4.5,11798854.0,4.5,4.73597708
Sean Fox,1,11798854.0,20000000,39.0,4.5,11798854.0,4.5,4.73597708
Christopher Guest,3,31741354.0,30000000,223.0,21.6,10580451.333333334,7.2,7.4116090266666665
Kerry Condon,1,10582266.0,20000000,87.0,7.7,10582266.0,7.7,7.91164532
Dylan McDermott,3,nan,56000000,98.0,17.0,nan,5.666666666666667,nan
Toby Stephens,1,nan,20000000,52.0,6.0,nan,6.0,nan
Caity Lotz,1,nan,20000000,52.0,6.0,nan,6.0,nan
Denis Lawson,1,nan,20000000,52.0,6.0,nan,6.0,nan
Jorma Taccone,1,9639125.0,20000000,68.0,6.7,9639125.0,6.7,6.8927825
Akiva Schaffer,1,9639125.0,20000000,68.0,6.7,9639125.0,6.7,6.8927825
Beulah Koale,1,9536300.0,20000000,68.0,6.6,9536300.0,6.6,6.790725999999999
Joe Cole,1,9536300.0,20000000,68.0,6.6,9536300.0,6.6,6.790725999999999
Scott Baio,1,9219388.0,20000000,9.0,1.5,9219388.0,1.5,1.68438776
Vanessa Angel,1,9219388.0,20000000,9.0,1.5,9219388.0,1.5,1.68438776
Josh Holloway,1,8888355.0,20000000,29.0,5.0,8888355.0,5.0,5.1777671
Miguel Ferrer,1,8330720.0,20000000,33.0,5.5,8330720.0,5.5,5.6666144
Nicollette Sheridan,2,35095215.0,38000000,58.0,9.899999999999999,17547607.5,4.949999999999999,5.30095215
Nia Vardalos,4,317878790.0,60000000,177.0,24.700000000000003,79469697.5,6.175000000000001,7.7643939500000005
Daniel Tay,2,7896232.0,28000000,76.0,9.1,3948116.0,4.55,4.628962319999999
Kevin P. Farley,1,7013191.0,20000000,20.0,4.0,7013191.0,4.0,4.14026382
Laura Harring,2,14106332.0,35000000,147.0,14.0,7053166.0,7.0,7.14106332
Allen Covert,2,12665454.0,25000000,45.0,12.100000000000001,6332727.0,6.050000000000001,6.17665454
Jakob Salvati,1,6485961.0,20000000,30.0,7.3,6485961.0,7.3,7.42971922
David Henrie,1,6485961.0,20000000,30.0,7.3,6485961.0,7.3,7.42971922
Lars Bom,1,nan,20000000,nan,5.1,nan,5.1,nan
Nonny Sand,1,nan,20000000,nan,5.1,nan,5.1,nan
Thomas Alling,1,nan,20000000,nan,5.1,nan,5.1,nan
Jonny Weston,2,nan,40000000,91.0,12.399999999999999,nan,6.199999999999999,nan
Aly Michalka,1,5210988.0,20000000,66.0,6.3,5210988.0,6.3,6.40421976
Gaelan Connell,1,5210988.0,20000000,66.0,6.3,5210988.0,6.3,6.40421976
Usher,2,10698482.0,33000000,97.0,12.6,5349241.0,6.3,6.40698482
Colm Meaney,3,5140494.0,26900000,182.0,21.0,1713498.0,7.0,7.03426996
Paul Gross,3,nan,37400000,nan,18.700000000000003,nan,6.233333333333334,nan
Michael Greyeyes,2,nan,24500000,nan,12.0,nan,6.0,nan
James Kot,1,nan,20000000,nan,6.4,nan,6.4,nan
Sebastian Stan,3,37900570.0,48000000,146.0,18.4,12633523.333333334,6.133333333333333,6.386003799999999
Asher Miles Fallica,1,2949212.0,20000000,51.0,6.8,2949212.0,6.8,6.85898424
Michael Stahl-David,1,2470979.0,20000000,54.0,6.5,2470979.0,6.5,6.54941958
Virginie Ledoyen,1,2503286.0,20000000,68.0,6.7,2503286.0,6.7,6.75006572
Finn Wittrock,1,2246000.0,20000000,34.0,7.1,2246000.0,7.1,7.14492
Ray Simpson,1,nan,20000000,nan,4.2,nan,4.2,nan
David Hodo,1,nan,20000000,nan,4.2,nan,4.2,nan
Felipe Rose,1,nan,20000000,nan,4.2,nan,4.2,nan
Damon Wayans,2,3923797.0,30000000,76.0,9.5,1961898.5,4.75,4.78923797
Richard Benjamin,1,1648818.0,20000000,20.0,2.9,1648818.0,2.9,2.93297636
Sam Huntington,1,1186538.0,20000000,31.0,5.1,1186538.0,5.1,5.12373076
Cloris Leachman,1,1065907.0,20000000,32.0,1.7,1065907.0,1.7,1.72131814
Anna Paquin,5,nan,61600000,nan,31.0,nan,6.2,nan
Gavin Rossdale,1,375750.0,20000000,47.0,6.1,375750.0,6.1,6.107514999999999
Esai Morales,3,nan,31500000,nan,18.700000000000003,nan,6.233333333333334,nan
Sandrine Holt,1,305070.0,20000000,nan,6.4,305070.0,6.4,6.406101400000001
Yuqi Zhang,1,207378.0,20000000,46.0,6.4,207378.0,6.4,6.40414756
José María Yazpik,1,200730.0,20000000,45.0,6.8,200730.0,6.8,6.8040145999999995
Ryan O'Neal,5,38796683.0,63000000,nan,26.800000000000004,7759336.6,5.360000000000001,5.515186732000001
Konstantin Khabenskiy,3,nan,31200000,nan,17.6,nan,5.866666666666667,nan
Elizaveta Boyarskaya,1,nan,20000000,nan,6.7,nan,6.7,nan
Sergey Bezrukov,1,nan,20000000,nan,6.7,nan,6.7,nan
Amelia Crouch,1,nan,20000000,40.0,5.8,nan,5.8,nan
Bojana Novakovic,1,nan,20000000,46.0,5.3,nan,5.3,nan
Sophie Nélisse,3,nan,51000000,nan,18.8,nan,6.266666666666667,nan
Elliott Gould,1,nan,20000000,nan,6.3,nan,6.3,nan
Maggie Wheeler,1,nan,20000000,nan,3.0,nan,3.0,nan
Joey D. Vieira,1,nan,20000000,nan,3.0,nan,3.0,nan
